Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200610_152032_339436422,0.0,5e-06,0.000138,-3e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339453088,0.0,4e-06,0.000102,-5e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339486420,0.0,0.0,-1.7e-05,-1.3e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339503086,0.0,0.0,5.2e-05,-8e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339536418,0.0,3e-06,-0.000134,-2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339569750,0.0,0.0,-1.6e-05,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339619748,0.0,-1e-06,-0.000101,-1.8e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339653080,0.0,-0.0,2.5e-05,-1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339686412,0.0,-0.0,-5.1e-05,-1.4e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339719744,0.0,-0.0,-4.5e-05,-1.4e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339736410,0.0,-1e-06,-3.6e-05,-1.3e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339769742,0.0,-1e-06,-6e-06,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339803074,0.0,-1e-06,-6.2e-05,-1.5e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339819740,0.0,-0.0,-1.2e-05,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339853072,0.0,-1e-06,2.6e-05,-1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339886404,0.0,-1e-06,0.000123,-3e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152032_339903070,0.0,-0.0,3.4e-05,-9e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152033_339919736,0.0,-0.0,3.6e-05,-9e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340019732,0.0,-0.0,2.6e-05,-1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340069730,0.0,-1e-06,-4.9e-05,-1.4e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340103062,0.0,-0.0,-8.5e-05,-1.7e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340136394,0.0,-0.0,6e-05,-8e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340153060,0.0,-0.0,7.2e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340203058,0.0,-0.0,-6.1e-05,-1.5e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340219724,0.0,-0.0,3.7e-05,-9e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340269722,0.0,-1e-06,5.9e-05,-8e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340286388,0.0,-1e-06,-7.2e-05,-1.6e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340319720,0.0,-1e-06,5.2e-05,-8e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340336386,0.0,-0.0,7.4e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340386384,0.0,-0.0,7.3e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340403050,0.0,-0.0,-1.1e-05,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340453048,0.0,-1e-06,-1.2e-05,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340469714,0.0,-1e-06,-1.1e-05,-1.2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340519712,0.0,-1e-06,-0.000144,-2e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340536378,0.0,-1e-06,7e-06,-1.1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340569710,0.0,-1e-06,3.1e-05,-9e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340586376,0.0,-0.0,6.4e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340636374,0.0,-0.0,8e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340669706,0.0,-0.0,8.3e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340703038,0.0,-1e-06,-3.6e-05,-1.4e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340719704,0.0,-1e-06,-5.6e-05,-1.5e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340769702,0.0,-1e-06,7e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340786368,0.0,-0.0,7.6e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340836366,0.0,-0.0,8.6e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340853032,0.0,-0.0,-6.8e-05,-1.6e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340869698,0.0,-0.0,6.1e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340919696,0.0,-0.0,7.9e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152034_340936362,0.0,-1e-06,8e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_340986360,0.0,-1e-06,-4.5e-05,-1.4e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341003026,0.0,-0.0,-5.8e-05,-1.5e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341036358,0.0,-0.0,7.5e-05,-6e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341069690,0.0,-0.0,9.9e-05,-5e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341103022,0.0,-0.0,7e-05,-7e-06,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341119688,0.0,-0.0,3e-06,-1.1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
20200610_152035_341169686,0.0,-0.0,2e-06,-1.1e-05,-5.0,0.0,0.0, 0.0, 0.0,5
