,Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label
20200706_154749_98662720,24956.546875,359.5861511230469,-0.00022289817570708687,0.1269855797290802, 0.00.0,0.0,0.0, ,0
20200706_154749_98696052,24956.546875,359.5860290527344,-6.759475218132137e-05,0.13492026925086975, 0.00.0,0.0,0.0, ,0
20200706_154749_98712718,24956.546875,359.5859680175781,0.00012052485544700176,0.14682230353355408, 0.00.0,0.0,0.0, ,0
20200706_154749_98729384,24956.546875,359.5858154296875,0.0001997912477236241,0.1587243378162384, 0.00.0,0.0,0.0, ,0
20200706_154749_98762716,24956.546875,359.5857849121094,0.00032194200321100647,0.16269931197166446, 0.00.0,0.0,0.0, ,0
20200706_154749_98796048,24956.546875,359.58544921875,0.0006165453232824802,0.16269931197166446, 0.00.0,0.0,0.0, ,0
20200706_154749_98829380,24956.546875,359.5851135253906,0.0009961187606677413,0.1666666567325592, 0.00.0,0.0,0.0, ,0
20200706_154749_98862712,24956.546875,359.5845031738281,0.0017878803191706538,0.17460134625434875, 0.00.0,0.0,0.0, ,0
20200706_154749_98896044,24956.546875,359.58380126953125,0.00296479556709528,0.1825360357761383, 0.00.0,0.0,0.0, ,0
20200706_154749_98929376,24956.546875,359.5831604003906,0.0044158753007650375,0.19841307401657104, 0.00.0,0.0,0.0, ,0
20200706_154749_98962708,24956.546875,359.5824890136719,0.006009809672832489,0.2222171425819397, 0.00.0,0.0,0.0, ,0
20200706_154749_98996040,24956.546875,359.5818176269531,0.007766129449009895,0.2499961853027344, 0.00.0,0.0,0.0, ,0
20200706_154749_99012706,24956.546875,359.5811462402344,0.009154317900538445,0.27777522802352905, 0.00.0,0.0,0.0, ,0
20200706_154749_99062704,24956.546875,359.58074951171875,0.009801037609577179,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154749_99079370,24956.546875,359.5796813964844,0.011734618805348871,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154750_99112702,24956.546875,359.579345703125,0.01233633141964674,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154750_99146034,24956.546875,359.5786437988281,0.013671809807419777,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154750_99179366,24956.546875,359.57794189453125,0.015409493818879128,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154750_99212698,24956.546875,359.57720947265625,0.01709578186273575,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154750_99246030,24956.546875,359.57647705078125,0.018875647336244583,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154750_99279362,24956.546875,359.5757751464844,0.02144746482372284,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154750_99296028,24956.546875,359.5750427246094,0.02385526336729526,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154750_99346026,24956.546875,359.5746765136719,0.02455395832657814,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154750_99379358,24956.546875,359.5736083984375,0.026862889528274536,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99396024,24956.546875,359.5728759765625,0.02839314192533493,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99429356,24956.546875,359.572509765625,0.02846471220254898,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99462688,24956.546875,359.57177734375,0.02776266448199749,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99496020,24956.546875,359.5714111328125,0.027636753395199776,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99529352,24956.548828125,359.5703125,0.027806203812360764,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99562684,24956.548828125,359.569580078125,0.027231980115175247,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154750_99579350,24956.548828125,359.56884765625,0.027488335967063904,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99629348,24956.548828125,359.5684509277344,0.027956210076808933,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99679346,24956.548828125,359.5673522949219,0.02449285238981247,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200706_154750_99696012,24956.548828125,359.5661926269531,0.008600931614637375,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99746010,24956.548828125,359.5657958984375,0.0005405652336776257,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99779342,24956.548828125,359.56463623046875,-0.026059160009026527,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99812674,24956.548828125,359.5638732910156,-0.04682248458266258,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99829340,24956.548828125,359.5631103515625,-0.06322530657052994,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99862672,24956.548828125,359.5627136230469,-0.06936535239219667,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99896004,24956.548828125,359.5618896484375,-0.07195651531219482,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99912670,24956.55078125,359.56109619140625,-0.06702252477407455,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99962668,24956.55078125,359.5606689453125,-0.06019427999854088,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_99979334,24956.55078125,359.5594177246094,-0.0294645968824625,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_100029332,24956.55078125,359.5589904785156,-0.01599932461977005,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_100045998,24956.55078125,359.5576477050781,0.031081397086381912,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154750_100079330,24956.55078125,359.55718994140625,0.047464482486248016,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100112662,24956.55078125,359.5562744140625,0.07449501752853394,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100145994,24956.55078125,359.5553283691406,0.09585629403591156,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100179326,24956.552734375,359.5543518066406,0.11046382039785384,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100195992,24956.552734375,359.5533447265625,0.1126554012298584,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100229324,24956.552734375,359.5528259277344,0.1094742864370346,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154751_100262656,24956.552734375,359.5517578125,0.09728249162435533,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154751_100279322,24956.552734375,359.5506896972656,0.07973799854516983,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100329320,24956.552734375,359.5501708984375,0.07127193361520767,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100362652,24956.552734375,359.54852294921875,0.0560561902821064,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100379318,24956.5546875,359.54742431640625,0.06111212447285652,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100429316,24956.5546875,359.5468444824219,0.061564050614833825,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100445982,24956.5546875,359.54510498046875,0.07728928327560425,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100479314,24956.5546875,359.5445251464844,0.08150865882635118,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100512646,24956.5546875,359.5433654785156,0.09380359947681427,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100545978,24956.556640625,359.5421447753906,0.09086082875728607,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100562644,24956.556640625,359.5409240722656,0.09182034432888032,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100595976,24956.556640625,359.5403137207031,0.09265021234750748,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100629308,24956.556640625,359.5390625,0.0934206396341324,0.2857099175453186, 0.00.0,0.0,0.0, ,0
20200706_154751_100662640,24956.556640625,359.53778076171875,0.10265301167964937,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100695972,24956.55859375,359.5364685058594,0.11310339719057085,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100745970,24956.55859375,359.53515625,0.1306164562702179,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100779302,24956.55859375,359.5331115722656,0.1559867262840271,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100795968,24956.55859375,359.53173828125,0.17145244777202606,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100829300,24956.55859375,359.53106689453125,0.17764875292778015,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100845966,24956.560546875,359.5296936035156,0.20540626347064966,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100895964,24956.560546875,359.52899169921875,0.225347101688385,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100912630,24956.560546875,359.5268859863281,0.3027357757091522,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200706_154751_100945962,24956.560546875,359.52618408203125,0.3384034037590027,0.2936446070671081, 0.00.0,0.0,0.0, ,0
20200706_154751_100979294,24956.5625,359.52471923828125,0.41819095611572266,0.2936446070671081, 0.00.0,0.0,0.0, ,0
20200706_154751_101012626,24956.5625,359.5241394042969,0.5035794973373413,0.2976119518280029, 0.00.0,0.0,0.0, ,0
20200706_154751_101045958,24956.5625,359.52398681640625,0.5633208751678467,0.2976119518280029, 0.00.0,0.0,0.0, ,0
20200706_154751_101079290,24956.5625,359.5239562988281,0.5957846641540527,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101095956,24956.564453125,359.52392578125,0.631104052066803,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101129288,24956.564453125,359.52392578125,0.6633589267730713,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101162620,24956.564453125,359.52392578125,0.711644172668457,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101195952,24956.56640625,359.52392578125,0.8034483194351196,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154752_101212618,24956.56640625,359.52392578125,0.9101063013076782,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101262616,24956.56640625,359.52392578125,0.971929132938385,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101279282,24956.56640625,359.52392578125,1.1235299110412598,0.3015792965888977, 0.00.0,0.0,0.0, ,0
20200706_154752_101312614,24956.568359375,359.52392578125,1.1544448137283323,0.2976119518280029, 0.00.0,0.0,0.0, ,0
20200706_154752_101345946,24956.568359375,359.52392578125,1.166871428489685,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154752_101379278,24956.568359375,359.52392578125,1.086430907249451,0.3055542707443237, 0.00.0,0.0,0.0, ,0
20200706_154752_101395944,24956.5703125,359.52392578125,1.0355640649795532,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101445942,24956.5703125,359.52392578125,1.0310300588607788,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101462608,24956.5703125,359.52392578125,0.9333094954490662,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101495940,24956.5703125,359.52392578125,0.851764440536499,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101529272,24956.572265625,359.52392578125,0.8088098168373108,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101562604,24956.572265625,359.52392578125,0.790527880191803,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101579270,24956.572265625,359.52392578125,0.7526997327804565,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101612602,24956.572265625,359.52392578125,0.7300734519958496,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101645934,24956.57421875,359.52392578125,0.6826637387275696,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101695932,24956.57421875,359.52392578125,0.7318209409713745,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101729264,24956.576171875,359.52392578125,0.5772344470024109,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101745930,24956.576171875,359.52392578125,0.4169180989265442,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101779262,24956.576171875,359.52392578125,0.334246963262558,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101795928,24956.576171875,359.5238037109375,0.17187601327896118,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101829260,24956.578125,359.52374267578125,0.09303129464387894,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101862592,24956.578125,359.52362060546875,-0.031240779906511307,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101895924,24956.578125,359.52349853515625,-0.10621295869350432,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101929256,24956.580078125,359.52337646484375,-0.13599132001399994,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101945922,24956.580078125,359.52325439453125,-0.11775193363428114,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_101979254,24956.580078125,359.523193359375,-0.1059175580739975,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_102012586,24956.58203125,359.5230712890625,-0.09736776351928712,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154752_102062584,24956.58203125,359.52215576171875,-0.08396798372268678,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154753_102095916,24956.58203125,359.52032470703125,-0.04697991535067558,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154753_102112582,24956.583984375,359.5190124511719,-0.05950382724404335,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154753_102145914,24956.583984375,359.51837158203125,-0.06959649175405502,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154753_102195912,24956.583984375,359.5170593261719,-0.08160719275474547,0.3095216155052185, 0.00.0,0.0,0.0, ,0
20200706_154753_102212578,24956.5859375,359.51507568359375,-0.08297231048345566,0.3174563050270081, 0.00.0,0.0,0.0, ,0
20200706_154753_102245910,24956.5859375,359.514404296875,-0.06420038640499115,0.3174563050270081, 0.00.0,0.0,0.0, ,0
20200706_154753_102279242,24956.5859375,359.5130310058594,-0.040714025497436516,0.3174563050270081, 0.00.0,0.0,0.0, ,0
20200706_154753_102295908,24956.587890625,359.51165771484375,-0.011967103928327559,0.3253909945487976, 0.00.0,0.0,0.0, ,0
20200706_154753_102345906,24956.587890625,359.510986328125,0.005954345688223839,0.3293583393096924, 0.00.0,0.0,0.0, ,0
20200706_154753_102362572,24956.58984375,359.50885009765625,0.07852315902709961,0.3333256840705872, 0.00.0,0.0,0.0, ,0
20200706_154753_102412570,24956.58984375,359.5081481933594,0.09476762264966963,0.3333256840705872, 0.00.0,0.0,0.0, ,0
20200706_154753_102429236,24956.58984375,359.5059814453125,0.10385458916425704,0.33729302883148193, 0.00.0,0.0,0.0, ,0
20200706_154753_102462568,24956.58984375,359.5052490234375,0.1111687272787094,0.33729302883148193, 0.00.0,0.0,0.0, ,0
20200706_154753_102495900,24956.591796875,359.5037841796875,0.12270447611808775,0.341268002986908, 0.00.0,0.0,0.0, ,0
20200706_154753_102512566,24956.591796875,359.50225830078125,0.12458961457014085,0.3531700670719147, 0.00.0,0.0,0.0, ,0
20200706_154753_102545898,24956.591796875,359.5014953613281,0.12465649098157885,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102579230,24956.59375,359.49993896484375,0.12692824006080627,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102612562,24956.59375,359.49835205078125,0.13016095757484436,0.3611047565937042, 0.00.0,0.0,0.0, ,0
20200706_154753_102645894,24956.595703125,359.49676513671875,0.12070490419864655,0.3611047565937042, 0.00.0,0.0,0.0, ,0
20200706_154753_102679226,24956.595703125,359.49517822265625,0.10795316845178604,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102695892,24956.595703125,359.49359130859375,0.06605968624353409,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102745890,24956.59765625,359.4927978515625,0.03334079310297966,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102779222,24956.59765625,359.4903869628906,-0.07290074974298477,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102795888,24956.599609375,359.4887390136719,-0.1387326568365097,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102829220,24956.599609375,359.4879455566406,-0.14858461916446686,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102862552,24956.599609375,359.4862976074219,-0.1970483511686325,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102879218,24956.6015625,359.48468017578125,-0.2569115459918976,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102929216,24956.6015625,359.4838562011719,-0.27423036098480225,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102945882,24956.6015625,359.4814147949219,-0.2850833535194397,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_102979214,24956.603515625,359.4805908203125,-0.2733945548534393,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_103012546,24956.603515625,359.47894287109375,-0.3332159221172333,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154753_103062544,24956.603515625,359.4772644042969,-0.3874902427196503,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154754_103079210,24956.60546875,359.4747619628906,-0.446883887052536,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154754_103112542,24956.60546875,359.4739074707031,-0.4247455000877381,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154754_103145874,24956.607421875,359.4722595214844,-0.5257965922355652,0.35713741183280945, 0.00.0,0.0,0.0, ,0
20200706_154754_103179206,24956.607421875,359.4705810546875,-0.6294599771499634,0.3611047565937042, 0.00.0,0.0,0.0, ,0
20200706_154754_103212538,24956.609375,359.4688720703125,-0.6646143794059753,0.365072101354599, 0.00.0,0.0,0.0, ,0
20200706_154754_103245870,24956.609375,359.4671325683594,-0.7291240692138672,0.365072101354599, 0.00.0,0.0,0.0, ,0
20200706_154754_103262536,24956.609375,359.4654235839844,-0.7073679566383362,0.365072101354599, 0.00.0,0.0,0.0, ,0
20200706_154754_103295868,24956.611328125,359.46453857421875,-0.717829704284668,0.365072101354599, 0.00.0,0.0,0.0, ,0
20200706_154754_103312534,24956.611328125,359.4627990722656,-0.6578627824783325,0.365072101354599, 0.00.0,0.0,0.0, ,0
20200706_154754_103362532,24956.611328125,359.4619140625,-0.6434627175331116,0.3690394461154938, 0.00.0,0.0,0.0, ,0
20200706_154754_103379198,24956.61328125,359.4592590332031,-0.461757093667984,0.3690394461154938, 0.00.0,0.0,0.0, ,0
20200706_154754_103412530,24956.61328125,359.4583740234375,-0.3685104548931122,0.3690394461154938, 0.00.0,0.0,0.0, ,0
20200706_154754_103429196,24956.615234375,359.4565734863281,-0.33097967505455017,0.37300679087638855, 0.00.0,0.0,0.0, ,0
20200706_154754_103479194,24956.615234375,359.4556884765625,-0.2748352289199829,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103495860,24956.6171875,359.4548034667969,-0.0326521173119545,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103529192,24956.6171875,359.4547424316406,0.0332355834543705,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103562524,24956.6171875,359.4546813964844,0.1244354099035263,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103595856,24956.619140625,359.4546813964844,0.23113134503364566,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103612522,24956.619140625,359.4546813964844,0.3134357333183289,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103662520,24956.62109375,359.4546813964844,0.35032814741134644,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103695852,24956.62109375,359.4546813964844,0.4422999620437622,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103745850,24956.623046875,359.4546813964844,0.4971989393234253,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103762516,24956.623046875,359.4546813964844,0.5826967358589172,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103795848,24956.625,359.4546813964844,0.5813072919845581,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103812514,24956.625,359.4546813964844,0.5833966732025146,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103862512,24956.625,359.4546813964844,0.5938884615898132,0.3769817650318146, 0.00.0,0.0,0.0, ,0
20200706_154754_103879178,24956.626953125,359.4546813964844,0.7110720872879028,0.3769817650318146, 0.00.0,0.0,0.0, ,0
