Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Timecheck
20200715_171316_3547841414,37,-0.000823,0.001557,-0.905663,1,40.87205231,0,0,0,0,0:00:04
20200715_171316_3547874746,37,-0.000942,0.005252,-0.934218,1,41.6662842,0,0,0,0,0:00:04
20200715_171316_3547891412,37,-0.001014,0.007469,-0.962423,1,42.06301868,0,0,0,0,0:00:04
20200715_171316_3547924744,37,-0.001003,0.009385,-0.97646,1,42.06301868,0,0,0,0,0:00:04
20200715_171316_3547958076,37,-0.000927,0.012782,-1.004173,1,42.45975614,0,0,0,0,0:00:04
20200715_171316_3547991408,37,-0.000812,0.014576,-1.031296,1,42.45975614,0,0,0,0,0:00:04
20200715_171316_3548024740,37,-0.000748,0.012642,-1.057544,1,42.85649061,0,0,0,0,0:00:04
20200715_171316_3548058072,37,-0.000771,0.011859,-1.0833,1,43.25322509,0,0,0,0,0:00:04
20200715_171316_3548074738,38,-0.000791,0.010589,-1.108289,1,43.25322509,0,0,0,0,0:00:04
20200715_171316_3548108070,38,-0.000804,0.009825,-1.120489,1,43.25322509,0,0,0,0,0:00:04
20200715_171316_3548158068,38,-0.000844,0.008168,-1.144294,1,43.64995956,0,0,0,0,0:00:04
20200715_171316_3548191400,38,-0.000951,0.008217,-1.178742,1,44.04669404,0,0,0,0,0:00:04
20200715_171316_3548208066,38,-0.000999,0.007376,-1.200624,1,44.04669404,0,0,0,0,0:00:04
20200715_171316_3548241398,38,-0.001025,0.007008,-1.21129,1,44.04669404,0,0,0,0,0:00:04
20200715_171316_3548274730,38,-0.001052,0.007105,-1.232177,1,44.44342852,0,0,0,0,0:00:04
20200715_171317_3548308062,39,0.000629,0.00806,-1.252611,1,44.44342852,0,0,0,0,0:00:05
20200715_171317_3548324728,39,0.002021,0.009786,-1.272502,1,44.44342852,0,0,0,0,0:00:05
20200715_171317_3548358060,39,0.001926,0.010422,-1.282155,1,44.44342852,0,0,0,0,0:00:05
20200715_171317_3548391392,39,0.001416,0.012337,-1.301016,1,44.44342852,0,0,0,0,0:00:05
20200715_171317_3548424724,39,0.00188,0.014008,-1.319155,1,44.44342852,0,0,0,0,0:00:05
20200715_171317_3548458056,39,0.004731,0.014947,-1.336494,1,45.23766041,0,0,0,0,0:00:05
20200715_171317_3548491388,39,0.004845,0.015088,-1.353186,1,45.23766041,0,0,0,0,0:00:05
20200715_171317_3548524720,40,0.010804,0.014966,-1.36934,1,45.23766041,0,0,0,0,0:00:05
20200715_171317_3548541386,40,0.017665,0.014256,-1.384881,1,45.23766041,0,0,0,0,0:00:05
20200715_171317_3548591384,40,0.044865,0.013778,-1.392458,1,45.23766041,0,0,0,0,0:00:05
20200715_171317_3548641382,40,0.060938,0.016694,-1.414917,1,45.63439488,0,0,0,0,0:00:05
20200715_171317_3548658048,40,0.045156,0.012062,-1.435209,0,45.63439488,0,0,0,0,0:00:05
20200715_171317_3548691380,40,0.040195,0.011991,-1.441864,0,45.63439488,0,0,0,0,0:00:05
20200715_171317_3548724712,41,0.033782,0.011789,-1.45479,0,46.03112936,0,0,0,0,0:00:05
