Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Timecheck
20200715_171506_3655670434,33,0.422649,0.048425,-3.001899,-113,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655703766,34,0.417721,0.050356,-2.958884,-114,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655720432,34,0.404946,0.049643,-2.852078,-115,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655753764,34,0.398816,0.046876,-2.788446,-115,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655787096,34,0.38609,0.037251,-2.664828,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655820428,35,0.361268,0.026601,-2.550611,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655853760,35,0.323051,0.01797,-2.44602,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655887092,35,0.276458,0.014518,-2.349594,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655920424,35,0.228308,0.016493,-2.25881,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655953756,36,0.18626,0.023559,-2.171803,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3655987088,36,0.15914,0.031173,-2.085797,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3656003754,36,0.153738,0.039228,-1.999173,-116,63.67208362,0,0,0,2,0:01:54
20200715_171506_3656053752,36,0.154806,0.041788,-1.956022,-116,63.67208362,0,0,0,2,0:01:54
20200715_171507_3656070418,37,0.164988,0.040969,-1.829228,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656103750,37,0.16777,0.038167,-1.788674,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656137082,37,0.167318,0.031429,-1.711389,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656170414,37,0.160107,0.02478,-1.638882,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656203746,37,0.15072,0.019599,-1.570071,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656237078,37,0.137773,0.018172,-1.505072,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656270410,37,0.122434,0.020326,-1.443369,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656303742,38,0.113341,0.025183,-1.383113,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656320408,38,0.108833,0.029246,-1.323911,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656353740,38,0.107341,0.03085,-1.294933,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656387072,38,0.103714,0.030625,-1.238248,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656403738,38,0.100379,0.026572,-1.183663,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656453736,38,0.099179,0.023708,-1.157398,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656470402,38,0.096251,0.016384,-1.08227,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656503734,38,0.095001,0.015046,-1.058471,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656537066,39,0.089918,0.012287,-1.012796,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656570398,39,0.086024,0.013627,-0.96945,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656587064,39,0.081354,0.016145,-0.927969,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656620396,39,0.079943,0.018699,-0.90785,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656670394,39,0.074386,0.017033,-0.884268,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656687060,39,0.069458,0.013591,-0.888743,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656720392,39,0.069815,0.015881,-0.900634,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656753724,39,0.063457,0.01442,-0.939614,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656787056,39,0.056517,0.010164,-0.997249,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656820388,40,0.058038,0.013077,-1.057224,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656853720,40,0.060794,0.014777,-1.114944,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656870386,40,0.064159,0.014098,-1.170313,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656920384,40,0.067375,0.013841,-1.196658,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656937050,40,0.079497,0.015015,-1.272931,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3656970382,40,0.081288,0.014495,-1.297571,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3657003714,40,0.080406,0.008451,-1.345048,-117,63.67208362,0,0,0,2,0:01:55
20200715_171507_3657037046,41,0.083445,0.010057,-1.390964,-117,63.67208362,0,0,0,2,0:01:55
20200715_171508_3657053712,41,0.08155,0.004985,-1.434058,-117,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657103710,41,0.082983,0.004502,-1.455008,-117,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657137042,41,0.090088,0.006238,-1.515446,-117,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657153708,41,0.093399,0.009795,-1.553482,-117,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657187040,41,0.091607,0.009175,-1.571937,-116,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657203706,42,0.087228,0.009996,-1.608628,-116,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657237038,42,0.085961,0.015896,-1.627712,-116,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657270370,42,0.059784,0.016752,-1.666228,-114,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657303702,42,-0.013997,0.01218,-1.710708,-113,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657320368,42,-0.113674,0.016946,-1.761876,-109,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657353700,43,-0.188377,0.017041,-1.790619,-108,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657387032,43,-0.343258,0.024288,-1.849696,-104,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657437030,43,-0.541065,0.02181,-1.910375,-98,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657470362,43,-0.836992,0.021235,-1.997182,-93,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657503694,44,-0.898789,-0.009202,-2.0222,-87,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657537026,44,-0.994106,-0.022951,-2.051177,-82,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657553692,44,-1.081665,-0.021939,-2.078838,-76,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657587024,44,-1.104743,-0.018967,-2.089568,-73,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657620356,44,-1.110682,-0.008336,-2.101481,-67,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657653688,45,-1.313694,0.018035,-2.139901,-59,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657687020,45,-1.433973,0.046733,-2.167728,-52,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657720352,45,-1.603777,0.049726,-2.188775,-44,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657753684,46,-1.719142,0.032912,-2.199607,-35,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657787016,46,-1.837889,0.005312,-2.204505,-27,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657820348,46,-1.911226,-0.025847,-2.204516,-21,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657853680,46,-1.862095,-0.037351,-2.201146,-15,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657903678,47,-1.678844,-0.036405,-2.191264,-10,63.67208362,0,0,0,2,0:01:56
20200715_171508_3657920344,47,-1.374183,-0.002244,-2.182606,-4,62.8908217,0,0,0,0,0:01:56
20200715_171508_3657953676,47,-1.26035,0.01082,-2.180294,-4,62.8908217,0,0,0,0,0:01:56
20200715_171508_3658003674,47,-0.954296,0.035416,-2.177593,-2,62.8908217,0,0,0,0,0:01:56
20200715_171508_3658020340,48,-0.549893,0.055249,-2.179401,-3,62.8908217,0,0,0,0,0:01:56
20200715_171509_3658053672,48,-0.419345,0.057837,-2.180523,-3,62.8908217,0,0,0,0,0:01:57
20200715_171509_3658087004,48,-0.175506,0.061983,-2.183527,-4,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658120336,48,0.069982,0.055184,-2.184282,-4,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658153668,49,0.167581,0.039243,-2.183807,-5,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658187000,49,0.18603,0.025874,-2.18466,-5,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658203666,49,0.172777,0.020116,-2.187035,-6,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658236998,49,0.162741,0.013603,-2.187246,-6,62.50019073,0,0,0,0,0:01:57
20200715_171509_3658286996,50,0.152575,0.014026,-2.19021,-8,62.50019073,0,0,0,2,0:01:57
20200715_171509_3658303662,50,0.261961,0.034043,-2.195629,-10,62.50019073,0,0,0,2,0:01:57
20200715_171509_3658336994,50,0.304174,0.045111,-2.197838,-11,62.10955977,0,0,0,2,0:01:57
20200715_171509_3658370326,50,0.354321,0.047315,-2.19762,-12,62.10955977,0,0,0,2,0:01:57
20200715_171509_3658403658,51,0.393894,0.04791,-2.196728,-13,62.10955977,0,0,0,2,0:01:57
20200715_171509_3658420324,51,0.380661,0.039424,-2.193958,-14,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658470322,51,0.354069,0.032774,-2.192402,-14,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658486988,51,0.234465,0.012056,-2.188568,-14,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658520320,52,0.199454,0.00823,-2.187853,-15,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658553652,52,0.149021,0.007808,-2.187452,-15,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658586984,52,0.125043,0.006817,-2.186291,-16,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658603650,52,0.134873,0.018541,-2.186646,-16,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658636982,53,0.151112,0.025489,-2.186548,-17,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658670314,53,0.182692,0.033525,-2.184425,-19,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658703646,53,0.269321,0.042681,-2.180614,-19,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658736978,53,0.289043,0.05271,-2.164712,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658770310,54,0.268618,0.050695,-2.128971,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658803642,54,0.234058,0.040281,-2.074769,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658820308,54,0.183958,0.026712,-2.004609,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658853640,54,0.128287,0.020514,-1.964907,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658886972,54,0.055486,0.005975,-1.877723,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658920304,54,0.028074,0.001652,-1.795608,-20,61.71892881,0,0,0,2,0:01:57
20200715_171509_3658953636,55,0.015208,0.007655,-1.719221,-20,62.10955977,0,0,0,2,0:01:57
20200715_171509_3658986968,55,0.00997,0.017293,-1.646863,-20,62.10955977,0,0,0,2,0:01:57
20200715_171510_3659020300,55,0.011517,0.026484,-1.576742,-20,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659036966,55,0.012049,0.031688,-1.508573,-20,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659070298,55,0.012725,0.033554,-1.475292,-20,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659103630,55,0.009218,0.037544,-1.411014,-20,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659136962,56,0.004181,0.034957,-1.348521,-20,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659170294,56,-0.004538,0.033107,-1.288975,-19,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659203626,56,-0.020851,0.028057,-1.231792,-19,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659236958,56,-0.047757,0.024787,-1.177637,-18,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659253624,56,-0.1012,0.021512,-1.126285,-17,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659286956,56,-0.137372,0.023352,-1.102085,-16,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659320288,56,-0.223721,0.025099,-1.055174,-15,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659353620,56,-0.320006,0.028839,-1.010558,-14,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659386952,56,-0.410878,0.025202,-0.966845,-12,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659420284,57,-0.467758,0.014803,-0.923367,-10,62.10955977,0,0,0,2,0:01:58
20200715_171510_3659453616,57,-0.492794,-0.00174,-0.880136,-9,62.50019073,0,0,0,2,0:01:58
20200715_171510_3659486948,57,-0.46158,-0.009596,-0.837808,-8,62.50019073,0,0,0,2,0:01:58
20200715_171510_3659503614,57,-0.400045,-0.011539,-0.796625,-7,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659536946,57,-0.36346,-0.008922,-0.776786,-7,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659570278,57,-0.28794,0.000562,-0.73832,-6,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659603610,57,-0.251356,0.013079,-0.702425,-5,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659636942,57,-0.234604,0.025583,-0.668537,-4,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659653608,57,-0.23747,0.027829,-0.635978,-3,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659686940,57,-0.254513,0.027794,-0.620499,-3,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659720272,57,-0.289146,0.0237,-0.590634,-2,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659753604,57,-0.326617,0.021622,-0.565445,0,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659786936,57,-0.340349,0.021656,-0.553903,1,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659820268,58,-0.371611,0.015894,-0.555265,3,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659836934,58,-0.40971,0.018568,-0.569714,4,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659870266,58,-0.407447,0.019231,-0.581536,4,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659903598,58,-0.367017,0.015615,-0.613941,4,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659936930,58,-0.267914,0.003783,-0.64808,4,62.50019073,0,0,0,0,0:01:58
20200715_171510_3659953596,58,-0.188543,0.004503,-0.681962,4,62.50019073,0,0,0,0,0:01:58
20200715_171511_3659986928,58,-0.138956,0.005355,-0.698425,4,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660003594,58,-0.037199,-0.002692,-0.72992,4,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660036926,58,0.002292,-0.006155,-0.74521,4,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660086924,58,0.049123,-0.007865,-0.774909,4,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660103590,58,0.052265,-0.002269,-0.817219,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660136922,58,0.054645,-0.004124,-0.830518,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660170254,58,0.064851,-7.50E-05,-0.856726,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660203586,59,0.069892,0.003506,-0.881789,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660220252,59,0.070135,0.010971,-0.906029,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660270250,59,0.07014,0.013362,-0.917657,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660286916,59,0.056869,0.016,-0.950731,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660320248,59,0.047894,0.01417,-0.961146,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660353580,59,0.029879,0.014377,-0.981586,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660370246,59,0.022662,0.013861,-1.001213,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660403578,59,0.018238,0.012354,-1.010598,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660436910,59,0.016043,0.011075,-1.029012,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660470242,60,0.023426,0.011151,-1.046797,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660503574,60,0.028815,0.010017,-1.063723,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660520240,60,0.025267,0.007645,-1.079792,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660570238,60,0.022456,0.007296,-1.087631,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660586904,60,0.005898,0.008879,-1.1102,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660620236,60,0.000847,0.008774,-1.117364,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660653568,60,-0.004175,0.007898,-1.131098,2,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660686900,60,-0.023262,0.00855,-1.144316,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660736898,61,-0.072355,0.012048,-1.157214,3,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660753564,61,-0.130044,0.018212,-1.175754,4,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660786896,61,-0.150463,0.017987,-1.181396,5,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660820228,61,-0.189624,0.016872,-1.192235,5,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660853560,61,-0.189283,0.013442,-1.202477,5,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660886892,61,-0.134119,0.004408,-1.211896,5,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660920224,61,-0.078045,0.000257,-1.22159,5,62.50019073,0,0,0,0,0:01:59
20200715_171511_3660953556,62,-0.043535,-0.001556,-1.230952,5,62.50019073,0,0,0,0,0:01:59
20200715_171512_3660970222,62,0.000828,-0.001645,-1.240256,5,61.71892881,0,0,0,0,0:02:00
20200715_171512_3661003554,62,0.014109,-0.002342,-1.244605,5,60.54703593,0,0,0,0,0:02:00
20200715_171512_3661036886,62,0.016574,0.0028,-1.253097,5,53.51567864,0,0,0,0,0:02:00
20200715_171512_3661070218,62,0.006912,0.007695,-1.259254,5,40.87205231,0,0,0,0,0:02:00
20200715_171512_3661086884,62,0.000476,0.008688,-1.260673,5,27.38078833,0,0,0,0,0:02:00
20200715_171512_3661136882,62,-0.001532,0.010796,-1.259265,5,21.42824531,0,0,0,0,0:02:00
20200715_171512_3661153548,63,-0.003641,0.018056,-1.242442,5,6.349280477,0,0,0,0,0:02:00
20200715_171512_3661186880,63,-0.001826,0.020736,-1.232107,5,4.364842176,0,0,0,0,0:02:00
20200715_171512_3661220212,63,0.00601,0.021517,-1.20353,5,0,0,0,0,0,0:02:00
20200715_171512_3661236878,63,0.00704,0.021714,-1.165512,5,0,0,0,0,0,0:02:00
20200715_171512_3661286876,63,0.006542,0.021312,-1.143744,5,0,0,0,0,0,0:02:00
20200715_171512_3661303542,63,0.002546,0.019944,-1.072078,5,0,0,0,0,0,0:02:00
20200715_171512_3661336874,63,0.000786,0.019527,-1.047038,5,0,0,0,0,0,0:02:00
20200715_171512_3661353540,63,-0.004091,0.019247,-0.996785,5,0,0,0,0,0,0:02:00
20200715_171512_3661386872,63,-0.005786,0.019076,-0.972076,5,0,0,0,0,0,0:02:00
20200715_171512_3661436870,63,-0.005584,0.018851,-0.924169,5,0,0,0,0,0,0:02:00
20200715_171512_3661470202,64,-0.003933,0.018432,-0.855902,5,0,0,0,0,0,0:02:00
20200715_171512_3661486868,64,-0.003383,0.017778,-0.812711,5,0,0,0,0,0,0:02:00
20200715_171512_3661520200,64,-0.003228,0.017505,-0.791802,5,0,0,0,0,0,0:02:00
20200715_171512_3661570198,64,-0.003095,0.016614,-0.751254,5,0,0,0,0,0,0:02:00
20200715_171512_3661586864,64,-0.003208,0.015908,-0.693539,5,0,0,0,0,0,0:02:00
20200715_171512_3661620196,64,-0.003165,0.015568,-0.67509,5,0,0,0,0,0,0:02:00
20200715_171512_3661653528,64,-0.00301,0.01571,-0.639349,5,0,0,0,0,0,0:02:00
20200715_171512_3661686860,64,-0.002758,0.015514,-0.605038,5,0,0,0,0,0,0:02:00
20200715_171512_3661720192,64,-0.002625,0.015471,-0.572123,5,0,0,0,0,0,0:02:00
20200715_171512_3661736858,64,-0.002522,0.014619,-0.540537,5,0,0,0,0,0,0:02:00
20200715_171512_3661770190,64,-0.002503,0.014318,-0.525235,5,0,0,0,0,0,0:02:00
20200715_171512_3661803522,64,-0.002364,0.012376,-0.495525,5,0,0,1,0,3,0:02:00
20200715_171512_3661836854,64,-0.002484,0.014404,-0.467166,5,0,0,1,0,3,0:02:00
20200715_171512_3661853520,64,-0.001948,0.012649,-0.439905,5,0,0,1,0,3,0:02:00
20200715_171512_3661903518,64,-0.001786,0.010701,-0.426618,5,0,0,1,0,3,0:02:00
20200715_171512_3661936850,65,-0.002057,0.011319,-0.388599,5,0,0,1,0,3,0:02:00
20200715_171513_3661970182,65,-0.001803,0.012344,-0.3646,5,0,0,1,0,3,0:02:01
20200715_171513_3661986848,65,-0.03339,0.007544,-0.341104,6,0,0,1,0,3,0:02:01
20200715_171513_3662020180,65,-0.078604,0.010894,-0.329488,7,0,0,1,0,3,0:02:01
20200715_171513_3662070178,65,-0.193777,0.023326,-0.306793,9,0,0,1,0,3,0:02:01
20200715_171513_3662086844,65,-0.458614,0.05493,-0.272414,13,0,0,1,0,3,0:02:01
20200715_171513_3662120176,65,-0.561934,0.061946,-0.260706,14,0,0,1,0,3,0:02:01
20200715_171513_3662136842,65,-0.74343,0.077128,-0.23816,16,0,0,1,0,3,0:02:01
20200715_171513_3662170174,65,-0.802116,0.075727,-0.227345,17,0,0,1,0,3,0:02:01
20200715_171513_3662186840,65,-0.82697,0.048259,-0.207603,18,0,0,1,0,3,0:02:01
20200715_171513_3662236838,65,-0.803486,0.026222,-0.198802,19,0,0,0,0,3,0:02:01
20200715_171513_3662270170,65,-0.61152,-0.06451,-0.176211,19,0,0,0,0,3,0:02:01
20200715_171513_3662303502,65,-0.404636,-0.080863,-0.164972,20,0,0,0,0,3,0:02:01
20200715_171513_3662320168,65,-0.212489,-0.081135,-0.154008,20,0,0,0,0,3,0:02:01
20200715_171513_3662353500,65,-0.133164,-0.075517,-0.148435,20,0,0,0,0,3,0:02:01
20200715_171513_3662386832,65,-0.043738,-0.057178,-0.136132,20,0,0,0,0,3,0:02:01
20200715_171513_3662420164,65,0.001983,-0.018571,-0.123566,20,0,0,0,0,3,0:02:01
20200715_171513_3662470162,65,0.01185,-0.003772,-0.110153,20,0,0,0,0,3,0:02:01
20200715_171513_3662486828,65,-0.007865,-0.00047,-0.090651,20,0,0,0,0,3,0:02:01
20200715_171513_3662536826,65,-0.012177,0.002864,-0.084609,20,0,0,0,0,3,0:02:01
20200715_171513_3662553492,65,-0.012817,0.029472,-0.06743,20,0,0,0,0,3,0:02:01
20200715_171513_3662586824,65,-0.006018,0.029988,-0.062028,20,0,0,0,0,3,0:02:01
20200715_171513_3662620156,65,0.001173,0.029045,-0.051282,20,0,0,1,0,3,0:02:01
20200715_171513_3662636822,65,0.000226,0.025853,-0.040948,20,0,0,1,0,3,0:02:01
20200715_171513_3662670154,65,-0.001584,0.024491,-0.035946,20,0,0,1,0,3,0:02:01
20200715_171513_3662686820,65,-0.003046,0.019892,-0.026241,20,0,0,1,0,3,0:02:01
20200715_171513_3662720152,65,-0.003123,0.018164,-0.021561,20,0,0,1,0,3,0:02:01
20200715_171513_3662736818,65,-7.70E-05,0.016315,-0.012474,20,0,0,1,0,3,0:02:01
20200715_171513_3662803482,65,0.000916,0.014722,-0.00809,20,0,0,1,0,3,0:02:01
20200715_171513_3662820148,65,-0.000452,0.008579,0.008642,20,0,0,1,0,3,0:02:01
20200715_171513_3662853480,65,-0.000529,0.00823,0.012601,20,0,0,1,0,3,0:02:01
20200715_171513_3662886812,65,0.000468,0.007966,0.020292,20,0,0,1,0,3,0:02:01
20200715_171513_3662903478,65,0.003751,0.00673,0.027605,19,0,0,1,0,3,0:02:01
20200715_171514_3662936810,65,0.011005,0.007148,0.030981,19,0,0,1,0,3,0:02:02
20200715_171514_3662970142,65,0.045514,0.007949,0.036955,18,0,0,1,0,3,0:02:02
20200715_171514_3663003474,65,0.132784,0.011644,0.041362,18,0,0,0,0,3,0:02:02
20200715_171514_3663036806,65,0.213077,0.012239,0.045905,17,0,0,0,0,3,0:02:02
20200715_171514_3663070138,65,0.267518,0.006676,0.051078,15,0,0,0,0,3,0:02:02
20200715_171514_3663103470,65,0.392017,-0.005066,0.054557,13,0,0,0,0,3,0:02:02
20200715_171514_3663136802,65,0.499043,-0.010844,0.058769,11,0,0,0,0,3,0:02:02
20200715_171514_3663170134,65,0.563998,-0.022101,0.064502,9,0,0,0,0,3,0:02:02
20200715_171514_3663186800,65,0.636823,-0.031486,0.070213,7,0,0,0,0,3,0:02:02
20200715_171514_3663220132,65,0.701865,-0.032568,0.072479,6,0,0,0,0,3,0:02:02
20200715_171514_3663253464,65,0.793056,-0.024487,0.078705,2,0,0,0,0,3,0:02:02
20200715_171514_3663286796,65,0.926417,-0.004017,0.086934,-2,0,0,0,0,3,0:02:02
20200715_171514_3663320128,65,1.097756,0.023894,0.096295,-6,0,0,0,0,3,0:02:02
20200715_171514_3663353460,65,1.258705,0.055531,0.106836,-10,0,0,0,0,3,0:02:02
20200715_171514_3663386792,65,1.37328,0.072536,0.117342,-12,0,0,0,0,3,0:02:02
20200715_171514_3663420124,65,1.291332,0.054045,0.123671,-16,0,0,1,0,3,0:02:02
20200715_171514_3663436790,65,1.197719,-0.004585,0.130503,-18,0,0,1,0,3,0:02:02
20200715_171514_3663470122,65,1.137733,-0.034588,0.13365,-20,0,0,1,0,3,0:02:02
20200715_171514_3663486788,65,1.024908,-0.072234,0.140002,-23,0,0,1,0,3,0:02:02
20200715_171514_3663536786,65,0.961571,-0.08395,0.142703,-23,0,0,1,0,3,0:02:02
20200715_171514_3663553452,65,0.896035,-0.087484,0.150234,-26,0,0,1,0,3,0:02:02
20200715_171514_3663586784,65,0.855658,-0.065656,0.151698,-27,0,0,1,0,3,0:02:02
20200715_171514_3663620116,65,0.738309,-0.016125,0.152271,-28,0,0,1,0,3,0:02:02
20200715_171514_3663670114,65,0.578274,0.019044,0.149192,-28,0,0,1,0,3,0:02:02
20200715_171514_3663686780,65,0.276108,0.032611,0.141215,-28,0,0,1,0,3,0:02:02
20200715_171514_3663720112,65,0.181379,0.033373,0.139006,-27,0,0,1,0,3,0:02:02
20200715_171514_3663753444,65,0.033427,0.024815,0.136317,-27,0,0,1,0,3,0:02:02
20200715_171514_3663786776,65,-0.085124,0.01555,0.134967,-26,0,0,1,0,3,0:02:02
20200715_171514_3663820108,65,-0.158569,0.010254,0.135573,-26,0,0,0,0,3,0:02:02
20200715_171514_3663836774,64,-0.188933,0.003534,0.137313,-25,0,0,0,0,3,0:02:02
20200715_171514_3663870106,64,-0.20627,0.00072,0.137862,-24,0,0,0,0,3,0:02:02
20200715_171514_3663903438,64,-0.249875,0.001043,0.138537,-24,0,0,0,0,3,0:02:02
20200715_171515_3663936770,64,-0.274648,0.00707,0.140414,-23,0,0,0,0,3,0:02:03
20200715_171515_3663953436,64,-0.29554,0.008699,0.142737,-22,0,0,0,0,3,0:02:03
