Timestamp,Odometer,Gear(dashboard),RPM,            Fuel_level,Avg_fuel_consumption,Velocity,            Acceleration_x,Acceleration_y,Acceleration_z,            Coordinate(location)_x,Coordinate(location)_y,Coordinate(location)_z,            Rotation_angle_x,Rotation_angle_y,Rotation_angle_z,            Steering_wheel_x,Accelerator,Brake,Clutch,Winker(left),Winker(right)
20200610_152140_406867058, 24863.1328125, 0.0, 1454.5667724609375, 90.30818939208984, 0.43338415026664734, 127.4150619506836, 0.1855146288871765, 0.04862828925251961, -1.063951849937439, -26458.20703125, 3.562122344970703, -1958.6556396484375, 0.21114155650138855, 0.0009330796892754734, 5.843606231792364e-06, 0.0033264667727053165, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152140_406900390, 24863.15625, 0.0, 1455.9580078125, 90.279296875, 0.43338489532470703, 127.54202270507812, 0.1531657576560974, 0.02881205454468727, -1.0626014471054077, -26459.3515625, 3.5813870429992676, -1958.9393310546875, 0.21127855777740479, 0.0009175220620818436, -8.348008577740984e-07, 0.0032959487289190292, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_406933722, 24863.177734375, 0.0, 1457.3709716796875, 90.25038146972656, 0.4333856403827667, 127.6692886352539, 0.0729498639702797, 0.016142399981617928, -1.061525583267212, -26460.5, 3.6005663871765137, -1959.2222900390625, 0.21140789985656738, 0.0009005604078993201, -1.3660377589985728e-05, 0.0025329976342618465, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_406967054, 24863.201171875, 0.0, 1458.863525390625, 90.22145080566406, 0.4333864450454712, 127.79723358154297, 0.06502946466207504, 0.007891952060163021, -1.060793161392212, -26461.6484375, 3.6196601390838623, -1959.5050048828125, 0.21149763464927673, 0.0008814738248474896, -1.259790406038519e-05, 0.0014343480579555035, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_406983720, 24863.22265625, 0.0, 1460.181396484375, 90.1925048828125, 0.4333871901035309, 127.9251708984375, 0.16285060346126556, 0.017883222550153732, -1.061708688735962, -26462.796875, 3.638678550720215, -1959.7884521484375, 0.21148686110973358, 0.0008606417686678469, 2.40574427152751e-05, 0.0006408789195120335, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407017052, 24863.234375, 0.0, 1460.9031982421875, 90.17802429199219, 0.4333875775337219, 127.9896469116211, 0.18416449427604675, 0.03153889626264572, -1.0630590915679932, -26463.373046875, 3.648184299468994, -1959.9305419921875, 0.21146057546138763, 0.0008508518221788108, 4.940503276884556e-05, 0.000396734569221735, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407067050, 24863.2578125, 0.0, 1462.2901611328125, 90.14905548095703, 0.4333883225917816, 128.11776733398438, 0.217082679271698, 0.05260169878602028, -1.066240668296814, -26464.5234375, 3.6671323776245117, -1960.21533203125, 0.21142180263996124, 0.0008339281193912029, 9.774759382707998e-05, -0.0001983672846108675, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407100382, 24863.291015625, 0.0, 1464.3560791015625, 90.10556030273438, 0.43338948488235474, 128.3067169189453, 0.2307153344154358, 0.027250949293375015, -1.0624182224273682, -26466.251953125, 3.695244312286377, -1960.6431884765625, 0.2114262729883194, 0.0008043685811571777, 0.00011861761595355347, -0.0005340657662600279, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407117048, 24863.314453125, 0.0, 1465.7393798828125, 90.07655334472656, 0.43339022994041443, 128.4332275390625, 0.14346462488174438, 0.00915336050093174, -1.0600149631500244, -26467.40625, 3.7137129306793213, -1960.9283447265625, 0.21143852174282074, 0.0007839159807190299, 8.886834984878078e-05, -0.000747692072764039, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407150380, 24863.32421875, 0.0, 1466.4398193359375, 90.0620346069336, 0.43339061737060547, 128.49705505371094, 0.05220907926559448, 0.00941730011254549, -1.0601065158843994, -26467.984375, 3.7229061126708984, -1961.0709228515625, 0.2114412635564804, 0.0007741639856249094, 6.947819929337129e-05, -0.0008087281603366137, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407183712, 24863.34765625, 0.0, 1467.829345703125, 90.03298950195312, 0.43339136242866516, 128.62371826171875, -0.021327808499336243, -0.018632756546139717, -1.0568333864212036, -26469.140625, 3.74116849899292, -1961.3563232421875, 0.21144084632396698, 0.0007542425883002579, 3.2595180528005585e-05, -0.0013580529484897852, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407217044, 24863.37109375, 0.0, 1469.2572021484375, 90.0039291381836, 0.43339213728904724, 128.7504425048828, 0.016454774886369705, -0.028350966051220894, -1.0544986724853516, -26470.296875, 3.7592647075653076, -1961.6424560546875, 0.21141771972179413, 0.0007329551735892892, 1.9238364984630607e-05, -0.0019073777366429567, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407233710, 24863.392578125, 0.0, 1470.6229248046875, 89.97484588623047, 0.4333929121494293, 128.87713623046875, 0.07583096623420715, -0.02106955274939537, -1.0551396608352661, -26471.455078125, 3.777164936065674, -1961.9298095703125, 0.21132107079029083, 0.0007090874714776874, 3.9880713302409276e-05, -0.002517738612368703, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407283708, 24863.404296875, 0.0, 1471.328125, 89.9603042602539, 0.433393269777298, 128.94149780273438, 0.11649241298437119, -0.0003255913034081459, -1.0580236911773682, -26472.033203125, 3.78609037399292, -1962.073974609375, 0.21125489473342896, 0.0006983868079259992, 5.54004218429327e-05, -0.0027618829626590014, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407300374, 24863.4375, 0.0, 1473.431884765625, 89.91664123535156, 0.4333944022655487, 129.1332244873047, 0.22932066023349762, 0.025929100811481476, -1.0603355169296265, -26473.771484375, 3.812716245651245, -1962.509033203125, 0.21104484796524048, 0.0006583543145097792, 0.00011531635391293094, -0.0029755092691630125, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407333706, 24863.44921875, 0.0, 1474.1280517578125, 89.9020767211914, 0.43339481949806213, 129.19683837890625, 0.2368825227022171, 0.032403673976659775, -1.0606330633163452, -26474.3515625, 3.821526288986206, -1962.65478515625, 0.2109813690185547, 0.0006437452975660563, 0.00013064633822068572, -0.0029755092691630125, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407367038, 24863.47265625, 0.0, 1475.50830078125, 89.87294006347656, 0.4333955645561218, 129.32273864746094, 0.2112734466791153, 0.031027108430862427, -1.0592368841171265, -26475.513671875, 3.8389625549316406, -1962.9468994140625, 0.21086493134498596, 0.00061251618899405, 0.00014354780432768166, -0.0029755092691630125, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407400370, 24863.49609375, 0.0, 1476.8843994140625, 89.84378814697266, 0.4333963394165039, 129.44822692871094, 0.08761382102966309, 0.03131107613444328, -1.0582754611968994, -26476.67578125, 3.856112003326416, -1963.239990234375, 0.2107524424791336, 0.0005803763051517308, 0.00012852139479946345, -0.002731364918872714, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407433702, 24863.517578125, 0.0, 1478.282958984375, 89.81461334228516, 0.4333970844745636, 129.57525634765625, -0.0004811752587556839, 0.017002886161208153, -1.056307077407837, -26477.837890625, 3.873037099838257, -1963.5340576171875, 0.21065101027488708, 0.0005523725412786007, 9.748197044245899e-05, -0.001937895780429244, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407450368, 24863.541015625, 0.0, 1479.7176513671875, 89.78543090820312, 0.4333978593349457, 129.70408630371094, -0.13509699702262878, 0.0029496941715478897, -1.0581382513046265, -26479.001953125, 3.889763832092285, -1963.8284912109375, 0.21060550212860107, 0.0005254312418401241, 4.879790503764525e-05, 0.0004272526130080223, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407500366, 24863.552734375, 0.0, 1480.4014892578125, 89.77082824707031, 0.4333982467651367, 129.76797485351562, -0.1864829808473587, -0.004024148918688297, -1.0579551458358765, -26479.583984375, 3.898061990737915, -1963.9755859375, 0.21061912178993225, 0.0005124159506522119, 1.4305451259133406e-05, 0.0013733119703829288, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407533698, 24863.5859375, 0.0, 1482.5904541015625, 89.72699737548828, 0.43339937925338745, 129.96078491210938, -0.36783742904663086, 0.01575865037739277, -1.063448429107666, -26481.333984375, 3.9227664470672607, -1964.4156494140625, 0.2107778787612915, 0.00047462224029004574, -0.00012081845488864928, 0.004699778743088245, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407567030, 24863.609375, 0.0, 1484.0865478515625, 89.69775390625, 0.43340012431144714, 130.08961486816406, -0.5275448560714722, 0.04783986881375313, -1.0690333843231201, -26482.501953125, 3.9391486644744873, -1964.70654296875, 0.21102868020534515, 0.0004468840779736638, -0.0002413712936686352, 0.008697642013430595, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407600362, 24863.6328125, 0.0, 1485.410888671875, 89.66848754882812, 0.4334008991718292, 130.21788024902344, -0.6872027516365051, 0.07162432372570038, -1.0710704326629639, -26483.671875, 3.9554378986358643, -1964.9940185546875, 0.21142779290676117, 0.0004150478052906692, -0.0003863989550154656, 0.010101472958922386, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407633694, 24863.654296875, 0.0, 1486.7965087890625, 89.63921356201172, 0.4334016740322113, 130.34500122070312, -0.7144537568092346, 0.08276291936635971, -1.0682321786880493, -26484.845703125, 3.9715685844421387, -1965.2777099609375, 0.21192316710948944, 0.0003796446544583887, -0.0005271388217806816, 0.01107805036008358, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407667026, 24863.677734375, 0.0, 1488.13623046875, 89.60991668701172, 0.433402419090271, 130.4698486328125, -0.7261226177215576, 0.05345539003610611, -1.0630593299865723, -26486.01953125, 3.987356424331665, -1965.5576171875, 0.21243202686309814, 0.0003430272627156228, -0.0006265939446166158, 0.011810483410954475, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407700358, 24863.701171875, 0.0, 1489.467041015625, 89.58060455322266, 0.4334031641483307, 130.5924072265625, -0.6184606552124023, -0.017988644540309906, -1.0527362823486328, -26487.197265625, 4.002604007720947, -1965.8338623046875, 0.2129243016242981, 0.0003054991830140352, -0.0006585440714843571, 0.011993590742349625, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407733690, 24863.724609375, 0.0, 1490.83447265625, 89.55127716064453, 0.43340396881103516, 130.71730041503906, -0.44044050574302673, -0.07399075478315353, -1.0461899042129517, -26488.375, 4.017322540283203, -1966.1068115234375, 0.2134074568748474, 0.0002700960321817547, -0.0006182838696986437, 0.012207217514514923, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407767022, 24863.748046875, 0.0, 1492.2510986328125, 89.52192687988281, 0.43340471386909485, 130.84588623046875, -0.21654069423675537, -0.09319417178630829, -1.046716332435608, -26489.556640625, 4.031796455383301, -1966.3765869140625, 0.21389587223529816, 0.00023605891328770667, -0.0005487297894433141, 0.012390325777232647, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407800354, 24863.76953125, 0.0, 1493.6732177734375, 89.49256896972656, 0.43340545892715454, 130.97422790527344, -0.08923304826021194, -0.10205528885126114, -1.0487534999847412, -26490.73828125, 4.046018123626709, -1966.64306640625, 0.2143947333097458, 0.00020190796931274235, -0.00047386332880705595, 0.012634470127522945, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407833686, 24863.79296875, 0.0, 1495.073486328125, 89.46318817138672, 0.43340620398521423, 131.10166931152344, -0.037211667746305466, -0.09190253913402557, -1.053079605102539, -26491.923828125, 4.059939384460449, -1966.906005859375, 0.21490566432476044, 0.0001676811370998621, -0.00042487570317462087, 0.01284809596836567, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407867018, 24863.81640625, 0.0, 1496.4649658203125, 89.43378448486328, 0.4334070086479187, 131.22938537597656, -0.014753885567188263, -0.04474151134490967, -1.0616859197616577, -26493.109375, 4.073520660400391, -1967.1650390625, 0.2154296189546585, 0.00013045661034993827, -0.00041292287642136216, 0.013000686652958393, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407883684, 24863.83984375, 0.0, 1497.8885498046875, 89.40437316894531, 0.4334077537059784, 131.3584747314453, -0.04221508279442787, 0.0025010546669363976, -1.0686441659927368, -26494.298828125, 4.086870193481445, -1967.420166015625, 0.2159687876701355, 8.951342169893906e-05, -0.0004167553561273962, 0.013550011441111565, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152141_407900350, 24863.8515625, 0.0, 1498.6148681640625, 89.38965606689453, 0.43340814113616943, 131.42259216308594, -0.06326402723789215, 0.0006718940567225218, -1.0680948495864868, -26494.89453125, 4.093439102172852, -1967.546142578125, 0.21624623239040375, 6.742914411006495e-05, -0.0004212329222355038, 0.01416037231683731, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_407950348, 24863.86328125, 0.0, 1499.311767578125, 89.37493896484375, 0.4334084987640381, 131.48727416992188, -0.10372623801231384, 0.010928357020020485, -1.0690103769302368, -26495.490234375, 4.0999531745910645, -1967.671142578125, 0.2165326029062271, 4.5155138650443405e-05, -0.00042832872713916004, 0.01419088989496231, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_407983680, 24863.896484375, 0.0, 1501.451904296875, 89.33075714111328, 0.4334096610546112, 131.68052673339844, -0.16494178771972656, 0.04476255923509598, -1.0707957744598389, -26497.279296875, 4.119109630584717, -1968.03955078125, 0.21743835508823395, -2.876268445106689e-05, -0.00046054445556364954, 0.015289539471268654, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408017012, 24863.919921875, 0.0, 1502.8624267578125, 89.30127716064453, 0.4334104359149933, 131.8096466064453, -0.1823471486568451, 0.0874396413564682, -1.0740232467651367, -26498.4765625, 4.131571292877197, -1968.279296875, 0.21808132529258728, -8.063417772063985e-05, -0.0004925704561173916, 0.0156862735748291, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408033678, 24863.943359375, 0.0, 1504.28125, 89.27178192138672, 0.433411180973053, 131.93869018554688, -0.18011707067489624, 0.09820698946714401, -1.0742521286010742, -26499.673828125, 4.143763065338135, -1968.5140380859375, 0.21874354779720306, -0.0001327333302469924, -0.0005291498964652419, 0.016235599294304848, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408067010, 24863.955078125, 0.0, 1504.9884033203125, 89.25702667236328, 0.43341153860092163, 132.00323486328125, -0.182887002825737, 0.1025235503911972, -1.074641227722168, -26500.275390625, 4.149747371673584, -1968.629638671875, 0.21908007562160492, -0.000158422437380068, -0.0005469463649205863, 0.016449226066470146, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408100342, 24863.978515625, 0.0, 1506.418701171875, 89.22750854492188, 0.4334123432636261, 132.13143920898438, -0.18600134551525116, 0.09308108687400818, -1.0736570358276367, -26501.4765625, 4.161451816558838, -1968.8568115234375, 0.21976540982723236, -0.00020907967700622976, -0.0005789343849755824, 0.01739528402686119, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408133674, 24864.001953125, 0.0, 1507.8250732421875, 89.19796752929688, 0.4334130883216858, 132.259765625, -0.19252358376979828, 0.078282929956913, -1.0732450485229492, -26502.6796875, 4.172788619995117, -1969.0787353515625, 0.22048209607601166, -0.0002582570305094123, -0.0006049270741641521, 0.017944609746336937, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408150340, 24864.025390625, 0.0, 1497.7525634765625, 89.18649291992188, 0.43341314792633057, 132.38638305664062, -0.18151125311851501, 0.049566950649023056, -1.0688503980636597, -26503.88671875, 4.183743476867676, -1969.295166015625, 0.22123266756534576, -0.00030739643261767924, -0.0006243931129574776, 0.018402380868792534, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408183672, 24864.037109375, 0.0, 1502.0697021484375, 89.184326171875, 0.433413028717041, 132.44712829589844, -0.17236393690109253, 0.03689658269286156, -1.0625101327896118, -26504.490234375, 4.189075946807861, -1969.4012451171875, 0.22161805629730225, -0.0003323645796626806, -0.0006320201209746301, 0.01879911497235298, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408217004, 24864.060546875, 0.0, 1493.611328125, 89.1826400756836, 0.43341267108917236, 132.563720703125, -0.17326804995536804, 0.019715452566742897, -1.0417497158050537, -26505.69921875, 4.199465751647949, -1969.60888671875, 0.22240297496318817, -0.00038370484253391623, -0.0006431761430576444, 0.01916533149778843, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408250336, 24864.083984375, 0.0, 1477.7645263671875, 89.18221282958984, 0.43341225385665894, 132.67398071289062, -0.18094511330127716, 0.01203419454395771, -1.0109180212020874, -26506.91015625, 4.209475040435791, -1969.810546875, 0.22319939732551575, -0.0004362972977105528, -0.0006513723637908697, 0.01934843882918358, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408267002, 24864.107421875, 0.0, 1458.765869140625, 89.1821060180664, 0.4334118366241455, 132.77818298339844, -0.16598369181156158, 0.016452863812446594, -0.9709078073501587, -26508.125, 4.219111919403076, -1970.006103515625, 0.22400060296058655, -0.0004902557702735066, -0.0006543321069329977, 0.019378958269953728, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408317000, 24864.119140625, 0.0, 1448.4029541015625, 89.18209075927734, 0.4334116280078888, 132.8282012939453, -0.15121664106845856, 0.019664490595459938, -0.9474464654922485, -26508.732421875, 4.223788738250732, -1970.1015625, 0.22440087795257568, -0.0005170832737348974, -0.0006534593412652612, 0.019378958269953728, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408350332, 24864.154296875, 0.0, 1416.997314453125, 89.18207550048828, 0.43341100215911865, 132.96986389160156, -0.10153646767139435, 0.0338212214410305, -0.8712486028671265, -26510.556640625, 4.237245082855225, -1970.379150390625, 0.2255939096212387, -0.0006000700523145497, -0.0006419998244382441, 0.019378958269953728, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408383664, 24864.177734375, 0.0, 1396.2635498046875, 89.18207550048828, 0.4334105849266052, 133.0577392578125, -0.05874386429786682, 0.03875024616718292, -0.8233875036239624, -26511.775390625, 4.2457356452941895, -1970.556884765625, 0.22638598084449768, -0.0006563811330124736, -0.0006320580723695457, 0.01934843882918358, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408400330, 24864.201171875, 0.0, 1375.8072509765625, 89.18207550048828, 0.4334101676940918, 133.14041137695312, -0.005275196395814419, 0.038591451942920685, -0.7774033546447754, -26512.99609375, 4.253818511962891, -1970.728759765625, 0.22717440128326416, -0.000712730223312974, -0.0006229132413864136, 0.018616005778312683, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408433662, 24864.212890625, 0.0, 1365.6888427734375, 89.18207550048828, 0.4334099590778351, 133.1800537109375, 0.026451241225004196, 0.037704143673181534, -0.7555671334266663, -26513.607421875, 4.257707595825195, -1970.8125, 0.22755880653858185, -0.0007408098899759352, -0.0006171075510792434, 0.018005646765232086, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408466994, 24864.236328125, 0.0, 1345.6728515625, 89.18207550048828, 0.43340954184532166, 133.25637817382812, 0.09416837245225906, 0.03841478005051613, -0.7136572003364563, -26514.830078125, 4.265182971954346, -1970.97607421875, 0.22827951610088348, -0.0007967415149323642, -0.0005938090616837144, 0.016479743644595146, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408500326, 24864.259765625, 0.0, 1325.9493408203125, 89.18207550048828, 0.4334091246128082, 133.3291015625, 0.20668403804302216, 0.04149980470538139, -0.6750432848930359, -26516.052734375, 4.272307872772217, -1971.13525390625, 0.22891303896903992, -0.0008478541276417673, -0.0005441383691504598, 0.015014877542853355, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408516992, 24864.283203125, 0.0, 1306.5146484375, 89.18207550048828, 0.4334087073802948, 133.3975830078125, 0.3293581008911133, 0.03722866252064705, -0.638626754283905, -26517.279296875, 4.279111385345459, -1971.290771484375, 0.2294725924730301, -0.0008898976957425475, -0.0004672228533308953, 0.013031205162405968, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408550324, 24864.294921875, 0.0, 1296.904541015625, 89.18207550048828, 0.4334084987640381, 133.43020629882812, 0.39579659700393677, 0.027135642245411873, -0.6207962036132812, -26517.892578125, 4.282384395599365, -1971.3673095703125, 0.22972357273101807, -0.0009070870582945645, -0.0004218400572426617, 0.01260395161807537, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408583656, 24864.318359375, 0.0, 1277.8955078125, 89.18207550048828, 0.43340808153152466, 133.491943359375, 0.47062182426452637, -0.0023861099034547806, -0.5859131813049316, -26519.119140625, 4.2886576652526855, -1971.51806640625, 0.23018774390220642, -0.0009361532866023481, -0.00034033312113024294, 0.011474784463644028, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408616988, 24864.341796875, 0.0, 1259.1651611328125, 89.18207550048828, 0.43340766429901123, 133.54910278320312, 0.47354617714881897, -0.047163091599941254, -0.5508242249488831, -26520.345703125, 4.294505596160889, -1971.6656494140625, 0.23062150180339813, -0.0009624495287425816, -0.0002903209824580699, 0.010406652465462685, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408650320, 24864.365234375, 0.0, 1240.7093505859375, 89.18207550048828, 0.4334072470664978, 133.6027374267578, 0.43833526968955994, -0.08247507363557816, -0.515872597694397, -26521.57421875, 4.299953460693359, -1971.810302734375, 0.2310309112071991, -0.0009954241104424, -0.00027635702281259, 0.00964370183646679, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408683652, 24864.388671875, 0.0, 1222.524169921875, 89.18207550048828, 0.433406800031662, 133.65341186523438, 0.358957976102829, -0.09030135720968246, -0.48256897926330566, -26522.802734375, 4.305115222930908, -1971.9522705078125, 0.2314116209745407, -0.0010320415021851659, -0.00027540838345885277, 0.009246967732906342, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408700318, 24864.412109375, 0.0, 1204.6053466796875, 89.18207550048828, 0.43340638279914856, 133.7003631591797, 0.26105549931526184, -0.07609134167432785, -0.4502953588962555, -26524.033203125, 4.309998989105225, -1972.091552734375, 0.2317686825990677, -0.0010735159739851952, -0.0002742700162343681, 0.008331425487995148, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408766982, 24864.423828125, 0.0, 1195.7447509765625, 89.18207550048828, 0.43340617418289185, 133.72271728515625, 0.24357430636882782, -0.06149739399552345, -0.4351198971271515, -26524.6484375, 4.31234073638916, -1972.1602783203125, 0.2319348305463791, -0.0010941962245851755, -0.00027070316718891263, 0.008331425487995148, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408800314, 24864.470703125, 0.0, 1160.94921875, 89.18207550048828, 0.433405339717865, 133.8033447265625, 0.14718526601791382, 0.031219016760587692, -0.3783777952194214, -26527.111328125, 4.3210015296936035, -1972.4295654296875, 0.2325904369354248, -0.0011812052689492702, -0.0002635314594954252, 0.008270390331745148, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408816980, 24864.494140625, 0.0, 1142.6036376953125, 89.18207550048828, 0.43340492248535156, 133.83900451660156, 0.10678810626268387, 0.04751426726579666, -0.35077354311943054, -26528.34375, 4.324908256530762, -1972.560302734375, 0.2329329550266266, -0.0012253358727321029, -0.00026641529984772205, 0.008239871822297573, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408850312, 24864.505859375, 0.0, 1132.38671875, 89.18207550048828, 0.43340471386909485, 133.85577392578125, 0.08382309228181839, 0.05140899121761322, -0.3372689485549927, -26528.958984375, 4.326757907867432, -1972.6246337890625, 0.23310592770576477, -0.0012470786459743977, -0.0002691094414331019, 0.008239871822297573, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408883644, 24864.529296875, 0.0, 1113.764404296875, 89.18207550048828, 0.4334042966365814, 133.88720703125, 0.027376964688301086, 0.055929407477378845, -0.3114042580127716, -26530.193359375, 4.330245494842529, -1972.7513427734375, 0.23345081508159637, -0.0012917404528707266, -0.0002755222376435995, 0.008514534682035446, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152142_408916976, 24864.552734375, 0.0, 1113.7412109375, 89.18150329589844, 0.4334039092063904, 133.9158477783203, -0.03267334774136543, 0.057593513280153275, -0.2863406836986542, -26531.42578125, 4.33345365524292, -1972.875244140625, 0.23380428552627563, -0.0013358332216739655, -0.0002842876419890672, 0.00885023269802332, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_408950308, 24864.576171875, 0.0, 1109.7286376953125, 89.1810531616211, 0.43340349197387695, 133.94190979003906, -0.05994843319058418, 0.057615507394075394, -0.26258179545402527, -26532.66015625, 4.336378574371338, -1972.996337890625, 0.23417706787586212, -0.0013800396118313074, -0.0002951021015178412, 0.009277485311031342, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_408983640, 24864.599609375, 0.0, 1112.071533203125, 89.18035125732422, 0.4334030747413635, 133.96548461914062, -0.07906647026538849, 0.0575554221868515, -0.2399902641773224, -26533.89453125, 4.3390212059021, -1973.1142578125, 0.23457035422325134, -0.0014236390125006437, -0.0003093316627200693, 0.00943007506430149, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_409000306, 24864.623046875, 0.0, 1111.9658203125, 89.17975616455078, 0.4334026575088501, 133.98680114746094, -0.09207883477210999, 0.056941527873277664, -0.21838295459747314, -26535.130859375, 4.341384410858154, -1973.22900390625, 0.23497274518013, -0.0014668588992208242, -0.00032405450474470854, 0.00949111208319664, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_409033638, 24864.634765625, 0.0, 1112.0406494140625, 89.179443359375, 0.4334024488925934, 133.99688720703125, -0.09290852397680283, 0.0551452711224556, -0.20842619240283966, -26535.748046875, 4.342458724975586, -1973.28515625, 0.2351730465888977, -0.0014880704693496227, -0.00033008784521371126, 0.00949111208319664, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_409066970, 24864.658203125, 0.0, 1112.0396728515625, 89.17881774902344, 0.43340203166007996, 134.01487731933594, -0.07951772958040237, 0.04669239744544029, -0.1883295476436615, -26536.984375, 4.344383239746094, -1973.3951416015625, 0.23556697368621826, -0.0015291654272004962, -0.0003359694092068821, 0.009460593573749065, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_409100302, 24864.681640625, 0.0, 1112.0673828125, 89.17816925048828, 0.43340161442756653, 134.03082275390625, -0.05231604725122452, 0.035715822130441666, -0.16935449838638306, -26538.220703125, 4.346002101898193, -1973.502197265625, 0.23595497012138367, -0.001567907864227891, -0.0003328199381940067, 0.009460593573749065, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
20200610_152143_409116968, 24864.70703125, 0.0, 1112.0556640625, 89.177490234375, 0.4334011971950531, 134.0448760986328, -0.02456207387149334, 0.02792959474027157, -0.1514780968427658, -26539.45703125, 4.3473358154296875, -1973.6063232421875, 0.23634320497512817, -0.0016061568167060614, -0.0003266727435402572, 0.009460593573749065, 1.0, 0.00.0, 0.0, 0.0, 0.0, 
