Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label
20200714_141138_1181246980, 1064.109375, 93.46186828613281, 0.003936827648431063, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181280312, 1065.097412109375, 93.55078887939453, 0.003936827648431063, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181330310, 1066.0838623046875, 93.63963317871094, 0.003906309604644775, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181346976, 1067.56396484375, 93.77287292480469, 0.003753719385713339, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181380308, 1068.05712890625, 93.81724548339844, 0.0035095750354230404, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181430306, 1069.0445556640625, 93.9063491821289, 0.0033264667727053165, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181446972, 1070.5167236328125, 94.03888702392578, 0.002990768291056156, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181480304, 1071.0091552734375, 94.08321380615234, 0.002960250247269869, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181496970, 1071.993408203125, 94.17205047607422, 0.0029297322034835815, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181530302, 1072.48681640625, 94.21640014648438, 0.0029297322034835815, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181546968, 1073.4725341796875, 94.30513000488281, 0.002990768291056156, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181580300, 1073.9654541015625, 94.34938049316406, 0.00317387655377388, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181613632, 1074.9404296875, 94.43711853027344, 0.0035400930792093277, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181646964, 1075.9222412109375, 94.52562713623047, 0.0037232013419270515, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181680296, 1076.9052734375, 94.6141128540039, 0.003753719385713339, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181713628, 1077.8902587890625, 94.70263671875, 0.003784237429499626, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141138_1181730294, 1078.8687744140625, 94.79081726074219, 0.003784237429499626, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141139_1181746960, 1079.3597412109375, 94.83501434326172, 0.003784237429499626, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141139_1181796958, 1079.8514404296875, 94.8794174194336, 0.00396734569221735, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141139_1181830290, 1081.32421875, 95.01195526123047, 0.004364080261439085, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141139_1181880288, 1082.31005859375, 95.10033416748047, 0.005157549399882555, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
20200714_141139_1181896954, 1083.7841796875, 95.23289489746094, 0.007110704202204943, 0.6054703593254089, 0.0, 0.0, 0.0,0.0
