Velocity,Accel_X,Rotate_Z,Steering_wheel_x,Accelerator,Brake,Label
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,-0.0625,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0,345,0,13,7
0,0,0.0625,345,0,13,7
0,0,0.0625,345,0,13,7
0,0,0.0625,345,0,12,7
0,0,0.0625,345,0,12,7
0,0,0.0625,345,0,12,7
0,0,0.0625,345,0,12,7
0,0,0.0625,345,0,12,7
0,0,0,345,0,0,7
0,0,0,345,0,0,7
0,0,0,345,0,0,7
0,0.015686275,-0.125,339,1.5686275,0,7
0,0.015686275,-0.125,339,1.5686275,0,7
0,0.03137255,-1,338,10.980392,0,4
0,0.03137255,-1,338,10.980392,0,4
0,0.03137255,-1,338,10.980392,0,4
1,0.10980392,-3.1875,322,9.411765,0,4
1,0.1254902,-5.125,284,7.4509807,0,4
2,0.1254902,-5.125,284,7.4509807,0,4
2,0.1254902,-5.125,284,7.4509807,0,4
2,0.10980392,-5.5,187,7.0588236,0,4
2,0.10980392,-5.5,187,7.0588236,0,4
3,0.10980392,-5.5,187,7.0588236,0,4
3,0.1254902,-3.1875,48,7.0588236,0,4
5,0.1254902,-3.1875,48,7.0588236,0,4
5,0.10980392,0.8125,-2,4.3137255,0,4
6,0.10980392,1,-12,0,0,4
6,0.10980392,1,-12,0,0,4
6,0.10980392,1,-12,0,0,0
6,0.10980392,1,-12,0,0,0
6,0.03137255,0,-5,0,0,0
7,0.03137255,0,-5,0,0,0
7,0,0.25,-3,0,0,0
7,0,0.25,-3,0,0,0
7,0,0.25,-3,0,0,0
7,0,0.1875,0,0.39215687,0,0
7,0,0.1875,0,0.39215687,0,0
7,0.015686275,-0.375,7,3.5294118,0,0
7,0.015686275,-0.375,7,3.5294118,0,0
7,0.0627451,-0.125,33,5.490196,0,0
7,0.0627451,-0.125,33,5.490196,0,4
7,0.0627451,-0.125,33,5.490196,0,4
7,0.047058824,-3.5625,72,14.117647,0,4
7,0.047058824,-3.5625,72,14.117647,0,4
8,0.047058824,-3.5625,72,14.117647,0,4
8,0.047058824,-3.5625,72,14.117647,0,4
8,0.09411765,-10.125,173,17.254902,0,4
10,0.09411765,-10.125,173,17.254902,0,4
10,0.10980392,-21.375,275,17.254902,0,4
11,0.10980392,-21.375,275,17.254902,0,4
11,0.10980392,-21.375,275,17.254902,0,4
11,0.078431375,-26.125,295,17.254902,0,4
12,0.078431375,-26.125,295,17.254902,0,4
12,0.078431375,-26.125,295,17.254902,0,4
12,0.078431375,-29.5625,298,17.254902,0,4
12,0.078431375,-29.5625,298,17.254902,0,4
13,0.078431375,-29.5625,298,17.254902,0,4
13,0.0627451,-31.375,289,17.647058,0,4
14,0.0627451,-31.375,289,17.647058,0,4
14,0.0627451,-31.375,289,17.647058,0,4
14,0.078431375,-30.8125,259,21.568628,0,4
15,0.078431375,-30.8125,259,21.568628,0,4
15,0.078431375,-30.8125,259,21.568628,0,4
15,0.1254902,-24,180,22.745098,0,4
18,0.1254902,-24,180,22.745098,0,4
18,0.1254902,-24,180,22.745098,0,4
18,0.1254902,-24,180,22.745098,0,4
18,0.15686275,-14.5625,95,22.745098,0,4
20,0.15686275,-14.5625,95,22.745098,0,4
20,0.15686275,-10.75,73,23.529411,0,4
21,0.15686275,-10.75,73,23.529411,0,4
21,0.15686275,-10.75,73,23.529411,0,4
21,0.15686275,-9.125,54,23.92157,0,4
23,0.15686275,-9.125,54,23.92157,0,4
23,0.15686275,-9.125,54,23.92157,0,4
23,0.17254902,-4.9375,25,23.92157,0,4
25,0.17254902,-4.9375,25,23.92157,0,4
25,0.17254902,-4.9375,25,23.92157,0,4
25,0.17254902,-4.9375,25,23.92157,0,4
25,0.1254902,-1.375,8,23.92157,0,4
27,0.1254902,-1.375,8,23.92157,0,4
27,0.1254902,-1.375,8,23.92157,0,4
27,0.10980392,-0.875,6,25.882353,0,4
28,0.10980392,-0.875,6,25.882353,0,4
28,0.10980392,-0.875,6,25.882353,0,4
28,0.10980392,-0.625,3,29.411766,0,4
30,0.10980392,-0.625,3,29.411766,0,0
30,0.10980392,-0.625,3,29.411766,0,0
30,0.1254902,-0.4375,2,29.803923,0,0
31,0.1254902,-0.4375,2,29.803923,0,0
31,0.1254902,-0.4375,2,29.803923,0,0
31,0.15686275,0.0625,1,30.588236,0,0
33,0.15686275,0.0625,1,30.588236,0,0
33,0.15686275,0.0625,1,30.588236,0,0
