,Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label
20200610_152106_372751756,24848.83984375,105.85321044921876,1.0363032817840576,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372785088,24848.841796875,105.85321044921876,0.9730430841445924,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372818420,24848.84375,105.85321044921876,0.7338300943374634,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372851752,24848.845703125,105.85321044921876,0.37841466069221497,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372885084,24848.84765625,105.85320281982422,0.04514333978295326,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372901750,24848.849609375,105.85320281982422,-0.07378117740154266,0.0, 0.00.0,0.0,0.0, ,0
20200610_152106_372935082,24848.8515625,105.85320281982422,-0.08257462084293365,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_372985080,24848.853515625,105.85320281982422,-0.03626594692468643,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373001746,24848.857421875,105.85320281982422,-0.011731602251529694,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373035078,24848.857421875,105.85320281982422,-0.008180216886103153,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373085076,24848.859375,105.85320281982422,-0.1269632875919342,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373101742,24848.86328125,105.85320281982422,-0.3978847563266754,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373135074,24848.865234375,105.85320281982422,-0.4335830807685852,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373151740,24848.8671875,105.85320281982422,-0.4709294736385346,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373201738,24848.8671875,105.85320281982422,-0.465637594461441,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373218404,24848.87109375,105.85320281982422,-0.3208696246147156,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373251736,24848.87109375,105.85320281982422,-0.2290547341108322,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373285068,24848.875,105.85320281982422,-0.06380084156990051,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373301734,24848.876953125,105.85320281982422,0.00016297167167067528,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373335066,24848.876953125,105.85320281982422,0.03601856529712677,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373368398,24848.87890625,105.85320281982422,0.08235921710729599,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373401730,24848.880859375,105.85320281982422,0.093675434589386,0.0, 0.00.0,0.0,0.0, ,0
20200610_152107_373418396,24848.884765625,105.85315704345705,0.09002543240785599,0.03571373224258423, 0.00.0,0.0,0.0, ,0
20200610_152107_373468394,24848.884765625,105.85304260253906,0.09707107394933699,0.0634928047657013, 0.00.0,0.0,0.0, ,0
20200610_152107_373485060,24848.888671875,105.852294921875,0.16619400680065155,0.12301060557365415, 0.00.0,0.0,0.0, ,0
20200610_152107_373535058,24848.888671875,105.8519515991211,0.19454894959926605,0.15475699305534366, 0.00.0,0.0,0.0, ,0
20200610_152107_373551724,24848.892578125,105.85063934326172,0.30708178877830505,0.19841307401657104, 0.00.0,0.0,0.0, ,0
20200610_152107_373585056,24848.89453125,105.85013580322266,0.33085814118385315,0.21824979782104487, 0.00.0,0.0,0.0, ,0
20200610_152107_373635054,24848.896484375,105.8489990234375,0.3817456066608429,0.2618982195854187, 0.00.0,0.0,0.0, ,0
20200610_152107_373668386,24848.900390625,105.84706115722656,0.3331058919429779,0.2936446070671081, 0.00.0,0.0,0.0, ,0
20200610_152107_373701718,24848.90234375,105.84564208984376,0.24561955034732816,0.3134889602661133, 0.00.0,0.0,0.0, ,0
20200610_152107_373735050,24848.904296875,105.84413146972656,0.12074118107557295,0.3293583393096924, 0.00.0,0.0,0.0, ,0
20200610_152107_373751716,24848.90625,105.8425521850586,0.04405643418431282,0.341268002986908, 0.00.0,0.0,0.0, ,0
20200610_152107_373801714,24848.908203125,105.8417510986328,0.014605048112571241,0.341268002986908, 0.00.0,0.0,0.0, ,0
20200610_152107_373835046,24848.91015625,105.8393325805664,0.0032631391659379005,0.341268002986908, 0.00.0,0.0,0.0, ,0
20200610_152107_373868378,24848.912109375,105.83772277832031,0.020232902839779854,0.341268002986908, 0.00.0,0.0,0.0, ,0
20200610_152107_373885044,24848.916015625,105.83616638183594,0.041589505970478065,0.2896772623062134, 0.00.0,0.0,0.0, ,0
20200610_152107_373935042,24848.916015625,105.83555603027344,0.0462641566991806,0.18650338053703308, 0.00.0,0.0,0.0, ,0
20200610_152107_373951708,24848.919921875,105.83487701416016,0.02480616606771946,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_373985040,24848.921875,105.83483123779295,0.007242985069751739,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374001706,24848.923828125,105.83479309082031,-0.012021321803331377,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374018372,24848.923828125,105.83479309082031,-0.017190949991345406,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374068370,24848.92578125,105.83478546142578,-0.025259535759687424,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374101702,24848.9296875,105.83478546142578,-0.021265657618641853,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374118368,24848.931640625,105.83478546142578,-0.014356190338730812,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374168366,24848.931640625,105.83478546142578,-0.01066004764288664,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374185032,24848.935546875,105.83478546142578,0.0018399049295112488,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374218364,24848.9375,105.83478546142578,0.00770461093634367,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374251696,24848.939453125,105.83478546142578,0.04563077539205551,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374285028,24848.94140625,105.83478546142578,0.13607724010944364,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374301694,24848.943359375,105.83478546142578,0.22157062590122226,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374351692,24848.9453125,105.83478546142578,0.2914137542247772,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374368358,24848.94921875,105.83478546142578,0.5386396646499634,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374401690,24848.94921875,105.83478546142578,0.5701407790184021,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374418356,24848.951171875,105.83478546142578,0.6155350208282471,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374468354,24848.953125,105.83478546142578,0.617875874042511,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374485020,24848.95703125,105.83478546142578,0.5683037042617798,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374535018,24848.95703125,105.83478546142578,0.5046700239181519,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374551684,24848.9609375,105.83478546142578,0.3720129430294037,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374585016,24848.962890625,105.83478546142578,0.32493194937705994,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374618348,24848.96484375,105.83478546142578,0.21082818508148196,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374651680,24848.966796875,105.83478546142578,0.10140899568796158,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374685012,24848.98046875,105.83478546142578,0.053472425788640976,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374718344,24848.99609375,105.83478546142578,-0.09509767591953278,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374751676,24849.009765625,105.83478546142578,-0.18322142958641047,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374768342,24849.025390625,105.83478546142578,-0.22606857120990756,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374818340,24849.03125,105.83478546142578,-0.2521233558654785,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374835006,24849.052734375,105.83478546142578,-0.2810233533382416,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374868338,24849.060546875,105.83478546142578,-0.2721302211284637,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374918336,24849.076171875,105.83478546142578,-0.42071917653083796,0.0, 0.00.0,0.0,0.0, ,0
20200610_152108_374951668,24849.09765625,105.83478546142578,-0.6230260133743286,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_374968334,24849.111328125,105.83478546142578,-0.6851053833961487,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375018332,24849.119140625,105.83478546142578,-0.7223801016807556,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375034998,24849.140625,105.83478546142578,-0.7208355069160461,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375068330,24849.1484375,105.83478546142578,-0.6118806004524231,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375118328,24849.162109375,105.83478546142578,-0.3690486550331116,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375134994,24849.18359375,105.83478546142578,-0.15375088155269626,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375168326,24849.19140625,105.83478546142578,-0.0573250986635685,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375184992,24849.205078125,105.83478546142578,0.06610946357250214,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375234990,24849.212890625,105.83478546142578,0.08117357641458511,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375251656,24849.234375,105.83478546142578,0.07490876317024231,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375284988,24849.2421875,105.83478546142578,0.05390497669577599,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375318320,24849.255859375,105.83478546142578,0.024762101471424103,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375351652,24849.271484375,105.83478546142578,0.012859681621193886,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375384984,24849.28515625,105.83478546142578,0.01828421838581562,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375401650,24849.30078125,105.83478546142578,0.0373186469078064,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375451648,24849.306640625,105.83478546142578,0.04463028535246849,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375468314,24849.330078125,105.83478546142578,0.059813804924488075,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375501646,24849.3359375,105.83478546142578,0.058099091053009026,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375551644,24849.3515625,105.83478546142578,0.05234659463167191,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375584976,24849.373046875,105.83478546142578,0.047406215220689774,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375601642,24849.38671875,105.83478546142578,0.04264653101563454,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375634974,24849.39453125,105.83478546142578,0.035170916467905045,0.0, 0.00.0,0.0,0.0, ,0
20200610_152109_375668306,24849.408203125,105.83478546142578,0.012587513774633408,0.0, 0.01586937904357910.0158693790435791,0.0,0.0, ,0
20200610_152109_375701638,24849.423828125,105.83478546142578,-0.05084434896707535,0.0, 0.035713732242584230.03571373224258423,0.0,0.0, ,0
20200610_152109_375734970,24849.4375,105.83478546142578,-0.10899745672941208,0.0, 0.107141226530075070.10714122653007507,0.0,0.0, ,0
20200610_152109_375751636,24849.451171875,105.83478546142578,-0.23421987891197205,0.0, 0.214282453060150150.21428245306015015,0.0,0.0, ,0
20200610_152109_375801634,24849.458984375,105.83478546142578,-0.3080741465091705,0.0, 0.26984053850173950.2698405385017395,0.0,0.0, ,0
20200610_152109_375834966,24849.48046875,105.8284149169922,-0.4356817603111267,0.0, 0.32935833930969240.3293583393096924,0.0,0.0, ,0
20200610_152109_375851632,24849.49609375,105.82621002197266,-0.3937443792819977,0.0, 0.317456305027008060.31745630502700806,0.0,0.0, ,0
20200610_152109_375884964,24849.501953125,105.82382202148438,-0.3815250396728516,0.0, 0.317456305027008060.31745630502700806,0.0,0.0, ,0
20200610_152109_375901630,24849.517578125,105.81967163085938,-0.2495817542076111,0.0, 0.30952161550521850.3095216155052185,0.0,0.0, ,0
20200610_152109_375951628,24849.5234375,105.81783294677734,-0.14326703548431394,0.0, 0.293644607067108150.29364460706710815,0.0,0.0, ,0
20200610_152110_375968294,24849.544921875,105.8113021850586,0.15865224599838254,0.0, 0.214282453060150150.21428245306015015,0.0,0.0, ,0
20200610_152110_376001626,24849.552734375,105.80915832519531,0.22254402935504916,0.0, 0.107141226530075070.10714122653007507,0.0,0.0, ,0
20200610_152110_376018292,24849.56640625,105.8045425415039,0.32068756222724915,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376068290,24849.57421875,105.80216979980469,0.3638608455657959,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376101622,24849.595703125,105.7947006225586,0.3757852017879486,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376134954,24849.609375,105.78943634033205,0.3270527422428131,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376184952,24849.623046875,105.78394317626952,0.3407808542251587,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376201618,24849.64453125,105.77519989013672,0.31147655844688416,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376234950,24849.650390625,105.77214813232422,0.29002875089645386,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376284948,24849.6640625,105.76585388183594,0.2810780107975006,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376318280,24849.685546875,105.75584411621094,0.20695751905441284,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376334946,24849.69921875,105.75291442871094,0.11815228313207625,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376368278,24849.70703125,105.75243377685548,0.06999129056930542,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376384944,24849.720703125,105.7515869140625,0.02034858800470829,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376418276,24849.7265625,105.75025177001952,-0.008456718176603317,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376451608,24849.740234375,105.7478256225586,-0.04320291057229042,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376484940,24849.75390625,105.74581909179688,-0.0380883626639843,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376518272,24849.767578125,105.7436752319336,-0.02661341242492199,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376551604,24849.78125,105.74163055419922,-0.025488268584012985,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376568270,24849.794921875,105.73965454101562,-0.017591973766684532,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376618268,24849.80078125,105.73870849609376,-0.0163764376193285,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376651600,24849.822265625,105.73619842529295,-0.018679743632674217,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376684932,24849.8359375,105.73479461669922,-0.015819858759641647,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376701598,24849.849609375,105.73429107666016,0.002268072683364153,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376734930,24849.85546875,105.73420715332031,0.014589649625122547,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376768262,24849.869140625,105.73414611816406,0.0417991578578949,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376801594,24849.8828125,105.734130859375,0.0811803862452507,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376818260,24849.896484375,105.73412322998048,0.1023702397942543,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376851592,24849.90234375,105.73412322998048,0.10934685915708542,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376868258,24849.916015625,105.73412322998048,0.12558014690876007,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376918256,24849.921875,105.73412322998048,0.14603129029273987,0.0, 0.00.0,0.0,0.0, ,0
20200610_152110_376934922,24849.943359375,105.73412322998048,0.29386579990386963,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_376968254,24849.94921875,105.73412322998048,0.3362909257411957,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_376984920,24849.962890625,105.73412322998048,0.5228476524353027,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377034918,24849.96875,105.73412322998048,0.6483180522918701,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377051584,24849.990234375,105.73412322998048,0.9135947227478028,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377084916,24849.99609375,105.73412322998048,0.9485859870910645,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377134914,24850.009765625,105.73412322998048,0.9515414834022522,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377168246,24850.029296875,105.73412322998048,0.893565833568573,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377184912,24850.04296875,105.73412322998048,0.7514619231224059,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377218244,24850.048828125,105.73412322998048,0.7008991837501526,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377251576,24850.0625,105.73412322998048,0.5932735800743103,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377284908,24850.076171875,105.73412322998048,0.4733936786651611,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377318240,24850.087890625,105.73412322998048,0.3388846516609192,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377351572,24850.1015625,105.73412322998048,0.2244625836610794,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377384904,24850.115234375,105.73412322998048,0.11310157924890518,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377418236,24850.12890625,105.73412322998048,0.05839931219816207,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377434902,24850.140625,105.73412322998048,0.034705158323049545,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377468234,24850.1484375,105.73412322998048,0.030466740950942036,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377518232,24850.16015625,105.73412322998048,0.01862485148012638,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377551564,24850.1796875,105.73412322998048,-0.014024123549461365,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377584896,24850.193359375,105.73412322998048,-0.03800313547253609,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377601562,24850.20703125,105.73316955566406,-0.047941114753484726,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377618228,24850.212890625,105.73281860351562,-0.0394463986158371,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377684892,24850.220703125,105.73245239257812,-0.020178960636258125,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377718224,24850.24609375,105.73086547851562,0.11466394364833833,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377734890,24850.259765625,105.73026275634766,0.1811932623386383,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377768222,24850.265625,105.73015594482422,0.21009880304336548,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377784888,24850.279296875,105.7300796508789,0.24944694340229034,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377818220,24850.28515625,105.73006439208984,0.25318697094917303,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377851552,24850.298828125,105.73005676269531,0.23393993079662326,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377901550,24850.310546875,105.73005676269531,0.17210020124912262,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377934882,24850.330078125,105.73005676269531,0.0393638089299202,0.0, 0.00.0,0.0,0.0, ,0
20200610_152111_377968214,24850.34375,105.73005676269531,-0.0820099264383316,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_377984880,24850.357421875,105.73005676269531,-0.19770699739456174,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378018212,24850.36328125,105.73005676269531,-0.25356802344322205,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378034878,24850.376953125,105.73005676269531,-0.35799917578697205,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378068210,24850.3828125,105.73005676269531,-0.4061160087585449,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378118208,24850.396484375,105.73005676269531,-0.4860200583934784,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378134874,24850.4140625,105.73005676269531,-0.607170820236206,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378168206,24850.421875,105.73005676269531,-0.6552463173866272,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378201538,24850.43359375,105.73005676269531,-0.7591410279273987,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378218204,24850.447265625,105.73005676269531,-0.8664946556091309,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378251536,24850.453125,105.73005676269531,-0.9244893789291382,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378301534,24850.466796875,105.73005676269531,-1.0466128587722778,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378334866,24850.486328125,105.73005676269531,-1.2031738758087158,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378368198,24850.498046875,105.73005676269531,-1.3179214000701904,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378384864,24850.50390625,105.73005676269531,-1.4325764179229736,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378418196,24850.517578125,105.73005676269531,-1.48721444606781,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378451528,24850.53125,105.73005676269531,-1.5875179767608645,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378468194,24850.54296875,105.73005676269531,-1.7043581008911133,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378518192,24850.548828125,105.73005676269531,-1.7559678554534912,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378551524,24850.568359375,105.73005676269531,-1.9014735221862795,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378584856,24850.580078125,105.73005676269531,-1.9927278757095337,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378601522,24850.59375,105.73005676269531,-2.0832481384277344,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378634854,24850.599609375,105.73005676269531,-2.1153013706207275,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378668186,24850.61328125,105.73005676269531,-2.163236141204834,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378701518,24850.625,105.73005676269531,-2.1779327392578125,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378718184,24850.63671875,105.73005676269531,-2.152466058731079,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378768182,24850.64453125,105.73005676269531,-2.1313283443450928,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378801514,24850.662109375,105.73005676269531,-2.0328474044799805,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378834846,24850.673828125,105.73005676269531,-1.9461945295333865,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378851512,24850.6875,105.73005676269531,-1.8539543151855469,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378884844,24850.693359375,105.73005676269531,-1.8068557977676392,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378918176,24850.705078125,105.73005676269531,-1.7367603778839111,0.0, 0.00.0,0.0,0.0, ,0
20200610_152112_378951508,24850.716796875,105.73005676269531,-1.6737067699432373,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_378984840,24850.73046875,105.73005676269531,-1.5958162546157837,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379018172,24850.7421875,105.73005676269531,-1.4823360443115234,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379051504,24850.75390625,105.73005676269531,-1.3316441774368286,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379084836,24850.765625,105.73005676269531,-1.1079263687133791,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379134834,24850.77734375,105.73005676269531,-0.8121083378791809,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379151500,24850.796875,105.73005676269531,-0.2964952290058136,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379201498,24850.802734375,105.73005676269531,-0.09756964445114136,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379218164,24850.8203125,105.73005676269531,0.4874606728553772,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379268162,24850.826171875,105.73005676269531,0.6920899152755737,0.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379284828,24850.84375,105.72994995117188,1.3015822172164917,0.011902034282684326, 0.00.0,0.0,0.0, ,0
20200610_152113_379334826,24850.849609375,105.7297592163086,1.4958750009536743,0.0158693790435791, 0.00.0,0.0,0.0, ,0
20200610_152113_379351492,24850.8671875,105.72789764404295,2.017107963562012,0.059525430202484124, 0.00.0,0.0,0.0, ,0
20200610_152113_379384824,24850.873046875,105.72684478759766,2.0702667236328125,0.07142749428749083, 0.00.0,0.0,0.0, ,0
20200610_152113_379401490,24850.884765625,105.7236557006836,2.088715076446533,0.1190432608127594, 0.00.0,0.0,0.0, ,0
20200610_152113_379451488,24850.890625,105.72125244140624,2.149208068847656,0.21031510829925534, 0.00.0,0.0,0.0, ,0
20200610_152113_379484820,24850.91015625,105.71016693115234,2.4452061653137207,0.37300679087638855, 0.00.0,0.0,0.0, ,0
20200610_152113_379518152,24850.921875,105.70012664794922,2.8743877410888667,0.4404669404029846, 0.00.0,0.0,0.0, ,0
20200610_152113_379534818,24850.93359375,105.6885757446289,3.4227631092071533,0.4801480174064636, 0.00.0,0.0,0.0, ,0
20200610_152113_379568150,24850.939453125,105.6823959350586,3.3019440174102783,0.4999923706054688, 0.00.0,0.0,0.0, ,0
20200610_152113_379601482,24850.951171875,105.66954040527344,2.4357028007507324,0.5234378576278687, 0.00.0,0.0,0.0, ,0
20200610_152113_379651480,24850.962890625,105.65577697753906,1.3851474523544312,0.5742198824882507, 0.00.0,0.0,0.0, ,0
20200610_152113_379668146,24850.98046875,105.63257598876952,-0.1450214385986328,0.6679713129997253, 0.00.0,0.0,0.0, ,0
20200610_152113_379701478,24850.986328125,105.6241226196289,-0.6187916398048401,0.6992217898368835, 0.00.0,0.0,0.0, ,0
20200610_152113_379718144,24850.998046875,105.60591888427734,-1.1773641109466553,0.7617151141166687, 0.00.0,0.0,0.0, ,0
20200610_152113_379768142,24851.00390625,105.59638214111328,-1.0731743574142456,0.7812466621398926, 0.00.0,0.0,0.0, ,0
20200610_152113_379784808,24851.021484375,105.5663604736328,-0.4363045692443848,0.8281223773956299, 0.00.0,0.0,0.0, ,0
20200610_152113_379818140,24851.02734375,105.5560073852539,-0.2728431522846222,0.8359349966049194, 0.00.0,0.0,0.0, ,0
20200610_152113_379851472,24851.041015625,105.53479766845705,-0.24219946563243866,0.8632791638374329, 0.00.0,0.0,0.0, ,0
20200610_152113_379884804,24851.052734375,105.51246643066406,-0.2308148294687271,0.9257801175117492, 0.00.0,0.0,0.0, ,0
20200610_152113_379918136,24851.064453125,105.48899841308594,-0.07452162355184555,0.9687495231628418, 0.00.0,0.0,0.0, ,0
20200610_152113_379951468,24851.076171875,105.46452331542969,0.041641633957624435,1.0, 0.00.0,0.0,0.0, ,0
20200610_152113_379968134,24851.087890625,105.43952178955078,0.033933553844690316,1.0, 0.00.0,0.0,0.0, ,0
20200610_152114_380001466,24851.09375,105.42696380615234,0.03863207995891571,1.0, 0.00.0,0.0,0.0, ,0
20200610_152114_380034798,24851.10546875,105.40177154541016,0.013831921853125095,1.0, 0.00.0,0.0,0.0, ,0
20200610_152114_380068130,24851.1171875,105.37652587890624,-0.021008862182497975,1.0, 0.00.0,0.0,0.0, ,0
