,Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Unnamed: 22,Label
93,20200518_155321_2308757646,592.1237183,-0.010609826000000001,-0.023636226,0.0, 0.00.0,0,0, ,0
94,20200518_155321_2308790978,592.1237183,-0.01147704,-0.023636226,0.0, 0.00.0,0,0, ,0
95,20200518_155321_2308807644,592.1237183,-0.011109335,-0.023636226,0.0, 0.00.0,0,0, ,0
96,20200518_155321_2308857642,592.1237183,-0.012480133999999999,-0.023636226,0.0, 0.00.0,0,0, ,0
97,20200518_155321_2308890974,592.1237183,-0.010862654,-0.023636226,0.0, 0.00.0,0,0, ,0
98,20200518_155321_2308907640,592.1237183,-0.012123936,-0.023636226,0.0, 0.00.0,0,0, ,0
99,20200518_155321_2308940972,592.1237183,-0.012053431000000002,-0.023636226,0.0, 0.00.0,0,0, ,0
100,20200518_155321_2308974304,592.1237183,-0.011941738,-0.023636226,0.0, 0.00.0,0,0, ,0
101,20200518_155321_2309007636,592.1237183,-0.011746325,-0.023636226,0.0, 0.00.0,0,0, ,0
102,20200518_155321_2309024302,592.1237183,-0.012866705,-0.023636226,0.0, 0.00.0,0,0, ,0
103,20200518_155321_2309074300,592.1237183,-0.013500375,-0.023636226,0.0, 0.00.0,0,0, ,0
104,20200518_155321_2309107632,592.1237183,-0.01295604,-0.023636226,0.0, 0.00.0,0,0, ,0
105,20200518_155321_2309124298,592.1237183,-0.014170328000000001,-0.023636226,0.0, 0.00.0,0,0, ,0
106,20200518_155321_2309157630,592.1237183,-0.010267728,-0.023636226,0.0, 0.00.0,0,0, ,0
107,20200518_155321_2309207628,592.1237183,-0.012581398,-0.023208972,0.0, 0.00.0,0,0, ,0
108,20200518_155321_2309224294,592.1237183,-0.015576401,-0.022903793,0.0, 0.00.0,0,0, ,0
109,20200518_155321_2309257626,592.1237183,-0.015310523000000001,-0.022903793,0.0, 0.00.0,0,0, ,0
110,20200518_155321_2309274292,592.1237183,-0.015803037,-0.022873273,0.0, 0.00.0,0,0, ,0
111,20200518_155321_2309324290,592.1237183,-0.015972372,-0.022873273,0.0, 0.00.0,0,0, ,0
112,20200518_155321_2309357622,592.1237183,-0.017753575,-0.022873273,0.0, 0.00.0,0,0, ,0
113,20200518_155321_2309374288,592.1237183,-0.014711148,-0.022507057,0.0, 0.00.0,0,0, ,0
114,20200518_155321_2309407620,592.1237183,-0.016810798999999998,-0.022079805,0.0, 0.00.0,0,0, ,0
115,20200518_155321_2309457618,592.1237183,-0.01752902,-0.0212253,0.0, 0.00.0,0,0, ,0
116,20200518_155321_2309474284,592.1237183,-0.016365774,-0.020706493,0.0, 0.00.0,0,0, ,0
117,20200518_155322_2309507616,592.1237183,-0.018061053,-0.020706493,0.0, 0.00.0,0,0, ,0
118,20200518_155322_2309524282,592.1237183,-0.019016506000000002,-0.020706493,0.0, 0.00.0,0,0, ,0
119,20200518_155322_2309557614,592.1237183,-0.017350074,-0.020706493,0.0, 0.00.0,0,0, ,0
120,20200518_155322_2309607612,592.1237183,-0.017964558999999998,-0.020706493,0.0, 0.00.0,0,0, ,0
121,20200518_155322_2309640944,592.1237183,-0.020531358,-0.020706493,0.0, 0.00.0,0,0, ,0
122,20200518_155322_2309674276,592.1237183,-0.020928096,-0.020706493,0.0, 0.00.0,0,0, ,0
123,20200518_155322_2309707608,592.1237183,-0.020964164,-0.020706493,0.0, 0.00.0,0,0, ,0
124,20200518_155322_2309740940,592.1237183,-0.021879306,-0.020675974,0.0, 0.00.0,0,0, ,0
125,20200518_155322_2309774272,592.1237183,-0.01954487,-0.020675974,0.0, 0.00.0,0,0, ,0
126,20200518_155322_2309824270,592.1237183,-0.023425065,-0.020675974,0.0, 0.00.0,0,0, ,0
127,20200518_155322_2309840936,592.1237183,-0.02565011,-0.020675974,0.0, 0.00.0,0,0, ,0
128,20200518_155322_2309874268,592.1237183,-0.024040602,-0.020675974,0.0, 0.00.0,0,0, ,0
129,20200518_155322_2309907600,592.1237183,-0.024515033,-0.020675974,0.0, 0.00.0,0,0, ,0
130,20200518_155322_2309940932,592.1237183,-0.025865238,-0.020675974,0.0, 0.00.0,0,0, ,0
131,20200518_155322_2309974264,592.1237183,-0.026896754,-0.020675974,0.0, 0.00.0,0,0, ,0
132,20200518_155322_2310007596,592.1237183,-0.024051664,-0.020675974,0.0, 0.00.0,0,0, ,0
133,20200518_155322_2310057594,592.1237183,-0.02059274,-0.020675974,0.0, 0.00.0,0,0, ,0
134,20200518_155322_2310074260,592.1237183,-0.016268708,-0.020675974,0.0, 0.00.0,0,0, ,0
135,20200518_155322_2310107592,592.1237183,-0.013560078,-0.020675974,0.0, 0.00.0,0,0, ,0
136,20200518_155322_2310124258,592.1237183,-0.011418356999999999,-0.020675974,0.0, 0.00.0,0,0, ,0
137,20200518_155322_2310157590,592.1237183,-0.008932479,-0.020675974,0.0, 0.00.0,0,0, ,0
138,20200518_155322_2310190922,592.1237183,-0.004529024,-0.020675974,0.0, 0.00.0,0,0, ,0
139,20200518_155322_2310224254,592.1237183,-0.00297165,-0.020675974,0.0, 0.00.0,0,0, ,0
140,20200518_155322_2310240920,592.1237183,-0.00105179,-0.020675974,0.0, 0.00.0,0,0, ,0
141,20200518_155322_2310290918,592.1237183,0.000188515,-0.020675974,0.0, 0.00.0,0,0, ,0
142,20200518_155322_2310307584,592.1237183,-0.000189038,-0.020675974,0.0, 0.00.0,0,0, ,0
143,20200518_155322_2310340916,592.1237183,-0.00020575299999999998,-0.020675974,0.0, 0.00.0,0,0, ,0
144,20200518_155322_2310374248,592.1237183,-0.0004943269999999999,-0.020675974,0.0, 0.00.0,0,0, ,0
145,20200518_155322_2310407580,592.1237183,-0.000276525,-0.020675974,0.0, 0.00.0,0,0, ,0
146,20200518_155322_2310440912,592.1237183,-0.000172333,-0.020675974,0.0, 0.00.0,0,0, ,0
147,20200518_155322_2310474244,592.1237183,-0.00021084900000000001,-0.020675974,0.0, 0.00.0,0,0, ,0
148,20200518_155322_2310507576,592.1237183,-0.000207715,-0.020675974,0.0, 0.00.0,0,0, ,0
149,20200518_155323_2310540908,592.1237183,-0.000487598,-0.020675974,0.0, 0.00.0,0,0, ,0
150,20200518_155323_2310574240,592.1237183,-0.00046284900000000004,-0.020675974,0.0, 0.00.0,0,0, ,0
151,20200518_155323_2310590906,592.1237183,-0.000284048,-0.020675974,0.0, 0.00.0,0,0, ,0
152,20200518_155323_2310640904,592.1237183,-0.000358453,-0.020675974,0.0, 0.00.0,0,0, ,0
153,20200518_155323_2310657570,592.1237183,-0.000268369,-0.020675974,0.0, 0.00.0,0,0, ,0
154,20200518_155323_2310707568,592.1237183,-0.000274694,-0.020675974,0.0, 0.00.0,0,0, ,0
155,20200518_155323_2310724234,592.1237183,-0.000533478,-0.020675974,0.0, 0.00.0,0,0, ,0
156,20200518_155323_2310774232,592.1237183,-0.00010782,-0.020675974,0.0, 0.00.0,0,0, ,0
157,20200518_155323_2310790898,592.1237183,-0.0005175430000000001,-0.020675974,0.0, 0.00.0,0,0, ,0
158,20200518_155323_2310824230,592.1237183,-0.000138865,-0.020675974,0.0, 0.00.0,0,0, ,0
159,20200518_155323_2310857562,592.1237183,-0.000388803,-0.020675974,0.0, 0.00.0,0,0, ,0
160,20200518_155323_2310890894,592.1237183,-0.000364255,-0.020675974,0.0, 0.00.0,0,0, ,0
161,20200518_155323_2310924226,592.1237183,-0.00034545800000000004,-0.020675974,0.0, 0.00.0,0,0, ,0
162,20200518_155323_2310940892,592.1237183,-0.000283625,-0.020675974,0.0, 0.00.0,0,0, ,0
163,20200518_155323_2310974224,592.1237183,-0.000417059,-0.020675974,0.0, 0.00.0,0,0, ,0
164,20200518_155323_2311007556,592.1237183,-0.000276194,-0.020675974,0.0, 0.00.0,0,0, ,0
165,20200518_155323_2311040888,592.1237183,-0.00053425,-0.020675974,0.0, 0.00.0,0,0, ,0
166,20200518_155323_2311074220,592.1237183,-0.000279232,-0.020675974,0.0, 0.00.0,0,0, ,0
167,20200518_155323_2311107552,592.1237183,-0.000374262,-0.020675974,0.0, 0.00.0,0,0, ,0
168,20200518_155323_2311140884,592.1237183,-0.000242009,-0.020675974,0.0, 0.00.0,0,0, ,0
169,20200518_155323_2311157550,592.1237183,-0.00038795800000000004,-0.020675974,0.0, 0.00.0,0,0, ,0
170,20200518_155323_2311190882,592.1237183,-0.000207038,-0.020675974,0.0, 0.00.0,0,0, ,0
171,20200518_155323_2311224214,592.1237183,-0.000231639,-0.020675974,0.0, 0.00.0,0,0, ,0
172,20200518_155323_2311257546,592.1237183,-0.000239786,-0.020675974,0.0, 0.00.0,0,0, ,0
173,20200518_155323_2311290878,592.1237183,-0.000351888,-0.020675974,0.0, 0.00.0,0,0, ,0
174,20200518_155323_2311324210,592.1237183,-0.000309292,-0.020675974,0.0, 0.00.0,0,0, ,0
175,20200518_155323_2311357542,592.1237183,-0.00049941,-0.020675974,0.0, 0.00.0,0,0, ,0
176,20200518_155323_2311390874,592.1237183,-0.000451856,-0.020675974,0.0, 0.00.0,0,0, ,0
177,20200518_155323_2311407540,592.1237183,-0.0005056969999999999,-0.020675974,0.0, 0.00.0,0,0, ,0
178,20200518_155323_2311457538,592.1237183,-0.00018955,-0.020675974,0.0, 0.00.0,0,0, ,0
179,20200518_155323_2311474204,592.1237183,-0.000446925,-0.020675974,0.0, 0.00.0,0,0, ,0
180,20200518_155323_2311507536,592.1237183,-0.000213049,-0.020675974,0.0, 0.00.0,0,0, ,0
181,20200518_155324_2311540868,592.1237183,-0.0006011909999999999,-0.020675974,0.0, 0.00.0,0,0, ,0
182,20200518_155324_2311574200,592.1237183,-0.000264061,-0.020675974,0.0, 0.00.0,0,0, ,0
183,20200518_155324_2311607532,592.1237183,-0.000126732,-0.020675974,0.0, 0.00.0,0,0, ,0
184,20200518_155324_2311640864,592.1237183,-0.000321278,-0.020675974,0.0, 0.00.0,0,0, ,0
185,20200518_155324_2311657530,592.1237183,-0.00032995,-0.020675974,0.0, 0.00.0,0,0, ,0
186,20200518_155324_2311690862,592.1237183,-0.00037957,-0.020675974,0.0, 0.00.0,0,0, ,0
187,20200518_155324_2311724194,592.1237183,-0.000443001,-0.020675974,0.0, 0.00.0,0,0, ,0
188,20200518_155324_2311757526,592.1237183,-0.000438381,-0.020675974,0.0, 0.00.0,0,0, ,0
189,20200518_155324_2311790858,592.1237183,-0.000301895,-0.020675974,0.0, 0.00.0,0,0, ,0
190,20200518_155324_2311824190,592.1237183,-0.000225472,-0.020675974,0.0, 0.00.0,0,0, ,0
191,20200518_155324_2311840856,592.1237183,-0.00018696099999999997,-0.020675974,0.0, 0.00.0,0,0, ,0
192,20200518_155324_2311874188,592.1237183,-0.000530111,-0.020675974,0.0, 0.00.0,0,0, ,0
193,20200518_155324_2311924186,592.1237183,-0.000498285,-0.020675974,0.0, 0.00.0,0,0, ,0
194,20200518_155324_2311940852,592.1237183,-0.00024865900000000003,-0.020675974,0.0, 0.00.0,0,0, ,0
195,20200518_155324_2311990850,592.1237183,-0.000350294,-0.020675974,0.0, 0.00.0,0,0, ,0
196,20200518_155324_2312007516,592.1237183,-0.000488207,-0.020675974,0.0, 0.00.0,0,0, ,0
197,20200518_155324_2312040848,592.1237183,-0.000132552,-0.020675974,0.0, 0.00.0,0,0, ,0
198,20200518_155324_2312074180,592.1237183,-0.000512628,-0.020675974,0.0, 0.00.0,0,0, ,0
199,20200518_155324_2312107512,592.1237183,-0.000377294,-0.020675974,0.0, 0.00.0,0,0, ,0
200,20200518_155324_2312140844,592.1237183,-0.000373122,-0.020675974,0.0, 0.00.0,0,0, ,0
201,20200518_155324_2312174176,592.1237183,-0.000157969,-0.020675974,0.0, 0.00.0,0,0, ,0
202,20200518_155324_2312190842,592.1237183,-0.000347769,-0.020675974,0.0, 0.00.0,0,0, ,0
203,20200518_155324_2312224174,592.1237183,-0.000161646,-0.020675974,0.0, 0.00.0,0,0, ,0
204,20200518_155324_2312240840,592.1237183,-0.00014125,-0.020675974,0.0, 0.00.0,0,0, ,0
205,20200518_155324_2312290838,592.1237183,-0.000625985,-0.020675974,0.0, 0.00.0,0,0, ,0
206,20200518_155324_2312307504,592.1237183,-0.00041412400000000004,-0.020675974,0.0, 0.00.0,0,0, ,0
207,20200518_155324_2312357502,592.1237183,-0.00024566700000000003,-0.020675974,0.0, 0.00.0,0,0, ,0
208,20200518_155324_2312390834,592.1237183,-0.00014601299999999999,-0.020675974,0.0, 0.00.0,0,0, ,0
209,20200518_155324_2312424166,592.1237183,-0.00023785,-0.020675974,0.0, 0.00.0,0,0, ,0
210,20200518_155324_2312440832,592.1237183,-0.000233904,-0.020675974,0.0, 0.00.0,0,0, ,0
211,20200518_155324_2312474164,592.1237183,-0.000230817,-0.020675974,0.0, 0.00.0,0,0, ,0
212,20200518_155324_2312507496,592.1237183,-0.00025305200000000003,-0.020675974,0.0, 0.00.0,0,0, ,0
213,20200518_155325_2312540828,592.1237183,-0.000325425,-0.020675974,0.0, 0.00.0,0,0, ,0
214,20200518_155325_2312574160,592.1237183,-0.000159088,-0.020675974,0.0, 0.00.0,0,0, ,0
215,20200518_155325_2312607492,592.1237183,-0.000144703,-0.020675974,0.0, 0.00.0,0,0, ,0
216,20200518_155325_2312624158,592.1237183,-3.53e-05,-0.020675974,0.0, 0.00.0,0,0, ,0
217,20200518_155325_2312657490,592.1237183,-0.00036239999999999997,-0.020675974,0.0, 0.00.0,0,0, ,0
218,20200518_155325_2312690822,592.1237183,-0.000217868,-0.020675974,0.0, 0.00.0,0,0, ,0
219,20200518_155325_2312724154,592.1237183,-0.000229057,-0.020675974,0.0, 0.00.0,0,0, ,0
220,20200518_155325_2312757486,592.1237183,-0.00024880700000000003,-0.020675974,0.0, 0.00.0,0,0, ,0
221,20200518_155325_2312790818,592.1237183,-0.000356365,-0.020675974,0.0, 0.00.0,0,0, ,0
222,20200518_155325_2312807484,592.1237183,-0.000276576,-0.020675974,0.0, 0.00.0,0,0, ,0
223,20200518_155325_2312857482,592.1237183,-0.000268014,-0.020675974,0.0, 0.00.0,0,0, ,0
224,20200518_155325_2312890814,592.1237183,-0.000209643,-0.020675974,0.0, 0.00.0,0,0, ,0
225,20200518_155325_2312924146,592.1237183,-0.000463608,-0.020675974,0.0, 0.00.0,0,0, ,0
226,20200518_155325_2312940812,592.1237183,-0.000370082,-0.020675974,0.0, 0.00.0,0,0, ,0
227,20200518_155325_2312974144,592.1237183,-0.000250338,-0.020675974,0.0, 0.00.0,0,0, ,0
228,20200518_155325_2313007476,592.1237183,-0.00031461200000000003,-0.020675974,0.0, 0.00.0,0,0, ,0
229,20200518_155325_2313040808,592.1237183,-0.000305448,-0.020675974,0.011902033999999999, 0.00.0,0,0, ,0
230,20200518_155325_2313074140,592.1237183,-0.00015918600000000002,-0.020675974,0.039681077, 0.00.0,0,0, ,0
231,20200518_155325_2313107472,592.1237183,-0.000354433,-0.020675974,0.05952543, 0.00.0,0,0, ,0
232,20200518_155325_2313140804,592.1237183,-0.000555411,-0.020675974,0.07142749400000001, 0.00.0,0,0, ,0
233,20200518_155325_2313157470,592.1237183,-0.00023077599999999997,-0.020675974,0.079362184, 0.00.0,0,0, ,0
234,20200518_155325_2313190802,592.1237183,-0.0004859,-0.020675974,0.083329529, 0.00.0,0,0, ,0
235,20200518_155325_2313224134,592.1237183,-0.00041301,-0.020675974,0.09127184699999999, 0.00.0,0,0, ,0
236,20200518_155325_2313274132,592.1237183,-0.000286211,-0.020675974,0.09523919199999999, 0.00.0,0,0, ,0
237,20200518_155325_2313290798,592.1237183,-0.000168828,-0.020675974,0.09523919199999999, 0.00.0,0,0, ,0
238,20200518_155325_2313324130,592.1237183,-0.000389226,-0.020675974,0.09523919199999999, 0.00.0,0,0, ,0
239,20200518_155325_2313340796,592.1237183,-0.00031668099999999997,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
240,20200518_155325_2313374128,592.1237183,-0.00022360400000000002,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
241,20200518_155325_2313407460,592.1237183,-0.000526605,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
242,20200518_155325_2313440792,592.1237183,-0.000488855,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
243,20200518_155325_2313474124,592.1237183,-0.00016649900000000002,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
244,20200518_155325_2313507456,592.1237183,-0.000208688,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
245,20200518_155326_2313540788,592.1237183,-0.000170653,-0.020675974,0.08729687300000001, 0.00.0,0,0, ,0
246,20200518_155326_2313574120,592.1237183,-0.000240639,-0.020675974,0.099206537, 0.00.0,0,0, ,0
247,20200518_155326_2313607452,612.1537476,-0.000416122,-0.020675974,0.103173882, 0.00.0,0,0, ,0
248,20200518_155326_2313624118,592.1709595,-0.000445688,-0.020675974,0.111108571, 0.00.0,0,0, ,0
249,20200518_155326_2313657450,604.8048706000001,-0.00029199900000000003,-0.020675974,0.115075916, 0.00.0,0,0, ,0
250,20200518_155326_2313690782,606.2213745,-0.000320745,-0.020675974,0.134920269, 0.00.0,0,0, ,0
251,20200518_155326_2313724114,606.7543335,-0.000343273,-0.020675974,0.14682230400000001, 0.00.0,0,0, ,0
252,20200518_155326_2313757446,629.8457642000001,-0.000188139,-0.020675974,0.16269931199999998, 0.00.0,0,0, ,0
253,20200518_155326_2313790778,691.1500854,-0.000443761,-0.020675974,0.170634001, 0.00.0,0,0, ,0
