,Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Unnamed: 22,Label
0,20200518_155835_2593696248,592.1236572,-0.08460185699999999,0.024383917,0.0, 0.00.0,0,0, ,0
1,20200518_155835_2593729580,592.1236572,-0.08540172900000001,0.02432288,0.0, 0.00.0,0,0, ,0
2,20200518_155835_2593746246,592.1236572,-0.086201496,0.02432288,0.0, 0.00.0,0,0, ,0
3,20200518_155835_2593779578,592.1236572,-0.086601317,0.02432288,0.0, 0.00.0,0,0, ,0
4,20200518_155835_2593796244,592.1236572,-0.087400995,0.02432288,0.0, 0.00.0,0,0, ,0
5,20200518_155835_2593829576,592.1236572,-0.087801084,0.02432288,0.0, 0.00.0,0,0, ,0
6,20200518_155835_2593862908,592.1236572,-0.088601001,0.02432288,0.0, 0.00.0,0,0, ,0
7,20200518_155835_2593896240,592.1236572,-0.089400478,0.02432288,0.0, 0.00.0,0,0, ,0
8,20200518_155835_2593912906,592.1236572,-0.090200469,0.02432288,0.0, 0.00.0,0,0, ,0
9,20200518_155835_2593962904,592.1236572,-0.09060017,0.02432288,0.0, 0.00.0,0,0, ,0
10,20200518_155835_2593979570,592.1236572,-0.091799416,0.02432288,0.0, 0.00.0,0,0, ,0
11,20200518_155835_2594029568,592.1236572,-0.092199028,0.02432288,0.0, 0.00.0,0,0, ,0
12,20200518_155835_2594046234,592.1236572,-0.09339821300000001,0.02432288,0.0, 0.00.0,0,0, ,0
13,20200518_155835_2594079566,592.1236572,-0.09379798199999999,0.02432288,0.0, 0.00.0,0,0, ,0
14,20200518_155835_2594112898,592.1236572,-0.09459734,0.0243534,0.0, 0.00.0,0,0, ,0
15,20200518_155835_2594129564,592.1236572,-0.09539657800000001,0.0243534,0.0, 0.00.0,0,0, ,0
16,20200518_155835_2594179562,592.1236572,-0.09579602599999999,0.0243534,0.0, 0.00.0,0,0, ,0
17,20200518_155835_2594196228,592.1236572,-0.096996747,0.0243534,0.0, 0.00.0,0,0, ,0
18,20200518_155835_2594229560,592.1236572,-0.097396195,0.0243534,0.0, 0.00.0,0,0, ,0
19,20200518_155835_2594246226,592.1236572,-0.09819532199999999,0.0243534,0.0, 0.00.0,0,0, ,0
20,20200518_155835_2594296224,592.1236572,-0.098598436,0.0243534,0.0, 0.00.0,0,0, ,0
21,20200518_155835_2594312890,592.1236572,-0.09979818,0.0243534,0.0, 0.00.0,0,0, ,0
22,20200518_155835_2594362888,592.1236572,-0.10019628,0.024383917,0.0, 0.00.0,0,0, ,0
23,20200518_155835_2594379554,592.1236572,-0.10139282,0.024536507000000003,0.0, 0.00.0,0,0, ,0
24,20200518_155835_2594412886,592.1236572,-0.101792119,0.024567025,0.0, 0.00.0,0,0, ,0
25,20200518_155836_2594446218,592.1236572,-0.10259051599999999,0.024567025,0.0, 0.00.0,0,0, ,0
26,20200518_155836_2594462884,592.1236572,-0.10338985199999999,0.024567025,0.0, 0.00.0,0,0, ,0
27,20200518_155836_2594512882,592.1236572,-0.103789009,0.024567025,0.0, 0.00.0,0,0, ,0
28,20200518_155836_2594529548,592.1236572,-0.104987137,0.024567025,0.0, 0.00.0,0,0, ,0
29,20200518_155836_2594579546,592.1236572,-0.10538581,0.024567025,0.0, 0.00.0,0,0, ,0
30,20200518_155836_2594612878,592.1236572,-0.106584229,0.024567025,0.0, 0.00.0,0,0, ,0
31,20200518_155836_2594629544,592.1236572,-0.10738301300000001,0.024567025,0.0, 0.00.0,0,0, ,0
32,20200518_155836_2594662876,592.1236572,-0.107782073,0.024567025,0.0, 0.00.0,0,0, ,0
33,20200518_155836_2594696208,592.1236572,-0.108580314,0.024567025,0.0, 0.00.0,0,0, ,0
34,20200518_155836_2594712874,592.1236572,-0.10938277099999999,0.024567025,0.0, 0.00.0,0,0, ,0
35,20200518_155836_2594746206,592.1236572,-0.109785616,0.024567025,0.0, 0.00.0,0,0, ,0
36,20200518_155836_2594779538,592.1236572,-0.110586949,0.024567025,0.0, 0.00.0,0,0, ,0
37,20200518_155836_2594812870,592.1236572,-0.111391909,0.024567025,0.0, 0.00.0,0,0, ,0
38,20200518_155836_2594829536,592.1236572,-0.112189643,0.024567025,0.0, 0.00.0,0,0, ,0
39,20200518_155836_2594862868,592.1236572,-0.11258663199999999,0.024567025,0.0, 0.00.0,0,0, ,0
40,20200518_155836_2594896200,592.1236572,-0.11337927699999999,0.024536507000000003,0.0, 0.00.0,0,0, ,0
41,20200518_155836_2594929532,592.1236572,-0.114173897,0.024536507000000003,0.0, 0.00.0,0,0, ,0
42,20200518_155836_2594962864,592.1236572,-0.11497069900000001,0.024536507000000003,0.0, 0.00.0,0,0, ,0
43,20200518_155836_2594996196,592.1236572,-0.115769729,0.024536507000000003,0.0, 0.00.0,0,0, ,0
44,20200518_155836_2595029528,592.1236572,-0.116568424,0.024536507000000003,0.0, 0.00.0,0,0, ,0
45,20200518_155836_2595062860,592.1236572,-0.11736720099999999,0.024536507000000003,0.0, 0.00.0,0,0, ,0
46,20200518_155836_2595096192,592.1236572,-0.11816581300000001,0.024536507000000003,0.0, 0.00.0,0,0, ,0
47,20200518_155836_2595129524,592.1236572,-0.11896415800000001,0.024536507000000003,0.0, 0.00.0,0,0, ,0
48,20200518_155836_2595162856,592.1236572,-0.11976216,0.024536507000000003,0.0, 0.00.0,0,0, ,0
49,20200518_155836_2595196188,592.1236572,-0.120561041,0.024536507000000003,0.0, 0.00.0,0,0, ,0
50,20200518_155836_2595212854,592.1236572,-0.121358834,0.024536507000000003,0.0, 0.00.0,0,0, ,0
51,20200518_155836_2595229520,592.1236572,-0.121757925,0.024536507000000003,0.0, 0.00.0,0,0, ,0
52,20200518_155836_2595279518,592.1236572,-0.12215697,0.024536507000000003,0.0, 0.00.0,0,0, ,0
53,20200518_155836_2595312850,592.1236572,-0.123353839,0.024536507000000003,0.0, 0.00.0,0,0, ,0
54,20200518_155836_2595346182,592.1236572,-0.12415161,0.024536507000000003,0.0, 0.00.0,0,0, ,0
55,20200518_155836_2595379514,592.1236572,-0.12494955199999999,0.024536507000000003,0.0, 0.00.0,0,0, ,0
56,20200518_155836_2595412846,592.1236572,-0.125746831,0.024536507000000003,0.0, 0.00.0,0,0, ,0
57,20200518_155837_2595446178,592.1236572,-0.126544982,0.024536507000000003,0.0, 0.00.0,0,0, ,0
58,20200518_155837_2595479510,592.1236572,-0.12734247699999998,0.024536507000000003,0.0, 0.00.0,0,0, ,0
59,20200518_155837_2595512842,592.1236572,-0.128140241,0.024536507000000003,0.0, 0.00.0,0,0, ,0
60,20200518_155837_2595529508,592.1236572,-0.128937632,0.024536507000000003,0.0, 0.00.0,0,0, ,0
61,20200518_155837_2595562840,592.1236572,-0.129336447,0.024536507000000003,0.0, 0.00.0,0,0, ,0
62,20200518_155837_2595596172,592.1236572,-0.130133823,0.02450599,0.0, 0.00.0,0,0, ,0
63,20200518_155837_2595629504,592.1236572,-0.13093116900000001,0.023956664,0.0, 0.00.0,0,0, ,0
64,20200518_155837_2595662836,592.1236572,-0.131729335,0.023529412000000003,0.0, 0.00.0,0,0, ,0
65,20200518_155837_2595696168,592.1236572,-0.132527187,0.022949569,0.0, 0.00.0,0,0, ,0
66,20200518_155837_2595712834,592.1236572,-0.133324981,0.022186617999999998,0.0, 0.00.0,0,0, ,0
67,20200518_155837_2595746166,592.1236572,-0.133723691,0.021759365,0.0, 0.00.0,0,0, ,0
68,20200518_155837_2595779498,592.1236572,-0.13452103699999998,0.021362631,0.0, 0.00.0,0,0, ,0
69,20200518_155837_2595796164,592.1236572,-0.135319084,0.020935379,0.0, 0.00.0,0,0, ,0
70,20200518_155837_2595846162,592.1236572,-0.13571763,0.020721752,0.0, 0.00.0,0,0, ,0
71,20200518_155837_2595862828,592.1236572,-0.13691926,0.020691235,0.0, 0.00.0,0,0, ,0
72,20200518_155837_2595896160,592.1236572,-0.137320846,0.02059968,0.0, 0.00.0,0,0, ,0
73,20200518_155837_2595929492,592.1236572,-0.138124272,0.020538643,0.0, 0.00.0,0,0, ,0
74,20200518_155837_2595946158,592.1236572,-0.138928026,0.020538643,0.0, 0.00.0,0,0, ,0
75,20200518_155837_2595962824,592.1236572,-0.13932991,0.020538643,0.0, 0.00.0,0,0, ,0
76,20200518_155840_2596096152,592.1236572,-0.139732331,0.020538643,0.0, 0.00.0,0,0, ,0
77,20200518_155840_2596146150,592.1236572,-0.14295254599999999,0.020355536,0.0, 0.00.0,0,0, ,0
78,20200518_155840_2596179482,592.1236572,-0.144161865,0.020355536,0.0, 0.00.0,0,0, ,0
79,20200518_155840_2596212814,592.1236572,-0.14496845,0.020355536,0.0, 0.00.0,0,0, ,0
80,20200518_155840_2596229480,592.1236572,-0.145776078,0.020355536,0.0, 0.00.0,0,0, ,0
81,20200518_155840_2596262812,592.1236572,-0.146179944,0.020355536,0.0, 0.00.0,0,0, ,0
82,20200518_155840_2596296144,592.1236572,-0.146988288,0.020355536,0.0, 0.00.0,0,0, ,0
83,20200518_155840_2596329476,592.1236572,-0.147797436,0.020355536,0.0, 0.00.0,0,0, ,0
84,20200518_155840_2596362808,592.1236572,-0.148607165,0.020355536,0.0, 0.00.0,0,0, ,0
85,20200518_155840_2596396140,592.1236572,-0.149417788,0.020355536,0.0, 0.00.0,0,0, ,0
86,20200518_155840_2596429472,592.1236572,-0.150228843,0.020355536,0.0, 0.00.0,0,0, ,0
87,20200518_155840_2596462804,592.1236572,-0.151041389,0.020355536,0.0, 0.00.0,0,0, ,0
88,20200518_155840_2596496136,592.1236572,-0.151854023,0.020355536,0.0, 0.00.0,0,0, ,0
89,20200518_155840_2596512802,592.1236572,-0.15266807400000001,0.020355536,0.0, 0.00.0,0,0, ,0
90,20200518_155840_2596546134,592.1236572,-0.153075248,0.020355536,0.0, 0.00.0,0,0, ,0
91,20200518_155840_2596596132,592.1236572,-0.153890356,0.020355536,0.0, 0.00.0,0,0, ,0
92,20200518_155840_2596612798,592.1236572,-0.155115515,0.020355536,0.0, 0.00.0,0,0, ,0
93,20200518_155840_2596662796,592.1236572,-0.155524343,0.020355536,0.0, 0.00.0,0,0, ,0
94,20200518_155840_2596679462,592.1236572,-0.156752303,0.020355536,0.0, 0.00.0,0,0, ,0
95,20200518_155840_2596712794,592.1236572,-0.15716271099999998,0.020355536,0.0, 0.00.0,0,0, ,0
96,20200518_155840_2596746126,592.1236572,-0.15798336300000002,0.01779202,0.0, 0.00.0,0,0, ,0
97,20200518_155840_2596779458,592.1236572,-0.158797145,0.018097198999999998,0.0, 0.00.0,0,0, ,0
98,20200518_155840_2596812790,592.1236572,-0.159608424,0.018097198999999998,0.0, 0.00.0,0,0, ,0
99,20200518_155840_2596846122,592.1236572,-0.160431102,0.018097198999999998,0.0, 0.00.0,0,0, ,0
100,20200518_155840_2596862788,592.1236572,-0.16125708800000002,0.018097198999999998,0.0, 0.00.0,0,0, ,0
101,20200518_155840_2596896120,592.1236572,-0.161653727,0.018097198999999998,0.0, 0.00.0,0,0, ,0
102,20200518_155840_2596912786,592.1236572,-0.162483394,0.018097198999999998,0.0, 0.00.0,0,0, ,0
103,20200518_155840_2596962784,592.1236572,-0.162880257,0.018097198999999998,0.0, 0.00.0,0,0, ,0
104,20200518_155840_2596996116,592.1236572,-0.164109826,0.018585488,0.0, 0.00.0,0,0, ,0
105,20200518_155841_2597012782,592.1236572,-0.164945841,0.019165331,0.0, 0.00.0,0,0, ,0
106,20200518_155841_2597046114,592.1236572,-0.165341988,0.019531548,0.0, 0.00.0,0,0, ,0
107,20200518_155841_2597096112,592.1236572,-0.166135669,0.019928282,0.0, 0.00.0,0,0, ,0
108,20200518_155841_2597112778,592.1236572,-0.16732935599999998,0.019928282,0.0, 0.00.0,0,0, ,0
109,20200518_155841_2597162776,592.1236572,-0.167727128,0.019928282,0.0, 0.00.0,0,0, ,0
110,20200518_155841_2597179442,592.1236572,-0.168921858,0.019928282,0.0, 0.00.0,0,0, ,0
111,20200518_155841_2597212774,592.1236572,-0.169318467,0.019928282,0.0, 0.00.0,0,0, ,0
112,20200518_155841_2597246106,592.1236572,-0.17011293800000002,0.019928282,0.0, 0.00.0,0,0, ,0
113,20200518_155841_2597279438,592.1236572,-0.170911029,0.019928282,0.0, 0.00.0,0,0, ,0
