Timestamp,Odometer,Gear(dashboard),RPM,Fuel_level,Avg_fuel_consumption,Velocity,Acceleration_x,Acceleration_y,Acceleration_z,Coordinate(location)_x,Coordinate(location)_y,Coordinate(location)_z,Rotation_angle_x,Rotation_angle_y,Rotation_angle_z,Steering_wheel_x,Accelerator,Brake,Clutch,Winker(left),Winker(right),
20200518_160130_2766239346,132901.7344,0,1327.463867,277.0384216,0.31457752,117.5069351,0.243220925,-0.039881244,-0.359965175,-28560.65625,10.51608849,-1845.075562,0.590325415,0.0008337,-7.13E-05,0.005706874,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766256012,132901.75,0,1327.936035,277.0242004,0.31457755,117.5501099,0.203093767,-0.079152495,-0.358729184,-28560.06836,10.53314686,-1844.159424,0.590518832,0.000769914,-7.07E-05,0.005706874,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766306010,132901.7656,0,1328.177368,277.0171204,0.314577579,117.572113,0.176334172,-0.092169061,-0.358935177,-28559.77539,10.54146671,-1843.701416,0.590621769,0.000737319,-8.32E-05,0.005706874,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766322676,132901.7969,0,1328.925903,276.9957886,0.314577639,117.6405411,0.065115258,-0.093663827,-0.365000784,-28558.89063,10.56582832,-1842.328369,0.59094286,0.000645908,-0.000131747,0.005737392,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766356008,132901.8125,0,1329.181885,276.9887085,0.314577669,117.6637497,0.037423804,-0.083765008,-0.367953479,-28558.59375,10.57373905,-1841.870972,0.591049075,0.000615817,-0.000149657,0.00576791,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766389340,132901.8281,0,1329.696655,276.9744873,0.314577669,117.7102737,-0.027101392,-0.049896114,-0.374888867,-28558.00195,10.58926582,-1840.956299,0.591258883,0.000552145,-0.000177395,0.005798428,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766422672,132901.8438,0,1330.212646,276.9602966,0.314577729,117.757164,-0.030613661,-0.016966745,-0.381366491,-28557.4082,10.60438061,-1840.042236,0.591468573,0.000493291,-0.000193598,0.005798428,0.50390631, 0.00.0,0,0,0, 
20200518_160130_2766456004,132901.875,0,1330.734009,276.9460754,0.314577758,117.8044815,-0.017910097,0.009047967,-0.387317657,-28556.81445,10.61907959,-1839.128418,0.591679156,0.000432579,-0.000199593,0.005798428,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766489336,132901.8906,0,1331.261719,276.9318848,0.314577818,117.8525238,-0.005191178,0.007490257,-0.391140133,-28556.2168,10.63341331,-1838.214966,0.591890514,0.000375205,-0.000203084,0.005798428,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766522668,132901.9063,0,1331.793701,276.9176636,0.314577848,117.9007111,0.003870782,0.01425774,-0.394962609,-28555.61914,10.64736652,-1837.302002,0.592101574,0.000317376,-0.000204488,0.005798428,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766556000,132901.9375,0,1332.333374,276.9034729,0.314577907,117.9496002,0.00708536,0.010826521,-0.398899555,-28555.01953,10.66095543,-1836.389404,0.592312515,0.000261824,-0.000203729,0.0059205,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766589332,132901.9531,0,1332.877686,276.8892517,0.314577937,117.99897,-0.003909522,0.019092705,-0.403042465,-28554.41797,10.67418194,-1835.477295,0.592527151,0.000204868,-0.000202781,0.0059205,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766605998,132901.9688,0,1333.427368,276.875,0.314577967,118.048851,-0.010772295,0.022987429,-0.407299817,-28553.81641,10.68707848,-1834.56543,0.5927459,0.00015182,-0.000203805,0.006134127,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766655996,132901.9844,0,1333.704712,276.8678589,0.314577997,118.073761,-0.016597146,0.020673305,-0.409130961,-28553.51367,10.69338703,-1834.109863,0.59285754,0.000124385,-0.00020354,0.006317235,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766689328,132902.0156,0,1334.53064,276.8464966,0.314578056,118.1485748,-0.047330458,0.033026624,-0.413136542,-28552.60742,10.71186256,-1832.743652,0.593216002,4.25E-05,-0.000216327,0.006775006,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766705994,132902.0313,0,1335.092407,276.8322449,0.314578116,118.1996765,-0.069739848,0.040674806,-0.416821688,-28552,10.72380447,-1831.83374,0.59347719,-7.63E-06,-0.000226686,0.007324331,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766739326,132902.0469,0,1335.376343,276.8251343,0.314578116,118.2249985,-0.079333067,0.034502439,-0.417851716,-28551.69531,10.72964096,-1831.378906,0.593614697,-3.24E-05,-0.000233858,0.007721065,0.50390631, 0.00.0,0,0,0, 
20200518_160131_2766772658,132902.0625,0,1335.943726,276.8108826,0.314578146,118.2763901,-0.1194214,0.032420784,-0.420552641,-28551.08398,10.74108505,-1830.470093,0.593909383,-8.33E-05,-0.000250213,0.008331425,0.50390631, 0.00.0,0,0,0, 
