Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200707_155848_1294998198, 592.1236572265625, -0.007593838032335043, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295031530, 592.1236572265625, 0.0012619845801964402, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295048196, 592.1236572265625, 0.0027559588197618723, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295081528, 592.1236572265625, 0.005514307413250208, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295114860, 592.1236572265625, 0.005896314512938261, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295131526, 592.1236572265625, 0.006249734666198492, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295164858, 592.1236572265625, 0.0040453337132930756, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295198190, 592.1236572265625, 0.004413639195263386, 0.012909132987260818, 0.0, 0.0, 0.0, 0.0,0.0
20200707_155848_1295231522, 592.1236572265625, 0.004763930104672909, 0.012909132987260818, 0.08729687333106995, 0.0, 0.0, 0.0,0.0
20200707_155848_1295264854, 592.1236572265625, -0.0026106974110007286, 0.012909132987260818, 0.24206149578094482, 0.0, 0.0, 0.0,0.0
20200707_155849_1295298186, 592.1236572265625, -0.004718168172985315, 0.012909132987260818, 0.3928511440753937, 0.0, 0.0, 0.0,0.0
20200707_155849_1295331518, 613.4891967773438, -0.005427016876637936, 0.012909132987260818, 0.5039063096046448, 0.0, 0.0, 0.0,0.0
20200707_155849_1295348184, 592.821044921875, 0.004631143528968096, 0.012909132987260818, 0.6171892881393433, 0.0, 0.0, 0.0,0.0
20200707_155849_1295381516, 603.6632080078125, 0.0032680374570190907, 0.012909132987260818, 0.7070344090461731, 0.0, 0.0, 0.0,0.0
20200707_155849_1295398182, 618.43994140625, 0.021177291870117188, 0.012909132987260818, 0.878904402256012, 0.0, 0.0, 0.0,0.0
20200707_155849_1295431514, 601.08203125, 0.03777969628572464, 0.012909132987260818, 1.0, 0.0, 0.0, 0.0,0.0
20200707_155849_1295448180, 617.0028686523438, 0.06437179446220398, 0.012909132987260818, 1.0, 0.0, 0.0, 0.0,0.0
20200707_155849_1295481512, 691.28369140625, 0.08992190659046173, 0.012390325777232647, 1.0, 0.0, 0.0, 0.0,0.0
20200707_155849_1295498178, 812.709716796875, 0.19155974686145782, 0.010742351412773132, 1.0, 0.0, 0.0, 0.0,0.0
