Timestamp,Velocity,accel_X,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label,Timecheck
20200720_145525_1542721622,59.41202164,0.27386,0.070256,3,0,0,0,0,4,0:00:04
20200720_145525_1542738288,59.38982773,0.600543,0.082445,8,0,0,0,0,4,0:00:04
20200720_145525_1542771620,59.38372421,0.694087,0.085832,9,0,0,0,0,4,0:00:04
20200720_145525_1542804952,59.37094498,0.828451,0.092779,12,0,0,0,0,4,0:00:04
20200720_145525_1542838284,59.35827637,0.84793,0.098101,14,0,0,0,0,4,0:00:04
20200720_145525_1542854950,59.34591293,0.732127,0.101156,15,0,0,0,0,4,0:00:04
20200720_145525_1542888282,59.33958054,0.662546,0.102255,15,0,0,0,0,4,0:00:04
20200720_145525_1542921614,59.32600403,0.601651,0.106375,16,0,0,0,0,4,0:00:04
20200720_145525_1542954946,59.31219864,0.446911,0.108756,17,0,0,0,0,4,0:00:04
20200720_145525_1542971612,59.29777145,0.334194,0.111296,19,0,0,0,0,4,0:00:04
20200720_145525_1543021610,59.28987503,0.340329,0.114009,20,0,0,0,0,4,0:00:04
20200720_145526_1543038276,59.26498413,0.428183,0.124332,23,0,0,0,0,4,0:00:05
20200720_145526_1543071608,59.25620651,0.453893,0.127651,24,0,0,0,0,4,0:00:05
20200720_145526_1543104940,59.23757935,0.570974,0.13612,27,0,0,0,0,4,0:00:05
20200720_145526_1543138272,59.21730423,0.714701,0.146214,30,0,0,0,0,4,0:00:05
20200720_145526_1543171604,59.19633102,0.831543,0.155907,33,0,0,0,0,4,0:00:05
20200720_145526_1543188270,59.17557526,0.895425,0.163255,36,0,0,0,0,4,0:00:05
20200720_145526_1543221602,59.16522598,0.915528,0.166265,37,0,0,0,0,4,0:00:05
20200720_145526_1543254934,59.14400864,0.956331,0.172342,41,0,0,0,0,4,0:00:05
20200720_145526_1543288266,59.12129593,0.943928,0.176816,45,0,0,0,0,4,0:00:05
20200720_145526_1543304932,59.09827423,0.914062,0.180879,49,0,0,0,0,4,0:00:05
20200720_145526_1543338264,59.08662033,0.895215,0.182859,52,0,0,0,0,4,0:00:05
20200720_145526_1543371596,59.06102753,0.882061,0.190916,58,0,0,0,0,4,0:00:05
20200720_145526_1543404928,59.03107834,0.900681,0.206641,65,0,0,0,0,4,0:00:05
20200720_145526_1543421594,58.99688339,0.888328,0.2262,74,0,0,0,0,4,0:00:05
20200720_145526_1543471592,58.97689438,0.897327,0.240677,78,0,0,0,0,4,0:00:05
20200720_145526_1543488258,58.90737152,0.950172,0.298758,87,0,0,0,0,4,0:00:05
20200720_145526_1543521590,58.88431549,0.938091,0.31644,91,0,0,0,0,4,0:00:05
20200720_145526_1543554922,58.83383942,0.876975,0.35423,100,0,0,0,0,4,0:00:05
20200720_145526_1543571588,58.77761078,0.770702,0.395053,107,0,0,0,0,4,0:00:05
20200720_145526_1543621586,58.74749374,0.699416,0.415664,110,0,0,0,0,4,0:00:05
20200720_145526_1543654918,58.65205002,0.384945,0.466776,118,0,0,0,0,4,0:00:05
20200720_145526_1543688250,58.58111191,0.175773,0.505355,120,0,0,0,0,4,0:00:05
20200720_145526_1543721582,58.50963211,-0.037072,0.540364,125,0,0,0,0,4,0:00:05
20200720_145526_1543754914,58.43127823,-0.235379,0.577238,129,0,0,0,0,4,0:00:05
20200720_145526_1543788246,58.34803009,-0.421606,0.613563,132,0,0,0,0,4,0:00:05
20200720_145526_1543821578,58.25881577,-0.577229,0.655416,136,0,0,0,0,4,0:00:05
20200720_145526_1543838244,58.16339111,-0.74218,0.696227,139,0,0,0,0,4,0:00:05
20200720_145526_1543888242,58.11314774,-0.805067,0.722161,140,0,0,0,0,4,0:00:05
20200720_145526_1543904908,57.9526329,-1.018845,0.797775,144,0,0,0,0,4,0:00:05
20200720_145526_1543938240,57.89465332,-1.075748,0.827039,146,0,0,0,0,4,0:00:05
20200720_145526_1543971572,57.77429581,-1.203905,0.883014,148,0,0,0,0,4,0:00:05
20200720_145526_1544004904,57.64625168,-1.316093,0.942628,150,0,0,0,0,4,0:00:05
20200720_145527_1544038236,57.51077271,-1.429944,1.004,152,0,0,0,0,4,0:00:06
20200720_145527_1544071568,57.36617279,-1.505323,1.070035,153,0,0,0,0,4,0:00:06
20200720_145527_1544088234,57.21360016,-1.578278,1.135132,155,0,0,0,0,4,0:00:06
20200720_145527_1544138232,57.1334877,-1.598924,1.169706,155,0,0,0,0,4,0:00:06
20200720_145527_1544154898,56.88070679,-1.613924,1.275957,157,0,0,0,0,4,0:00:06
20200720_145527_1544188230,56.7922821,-1.609655,1.311847,157,0,0,0,0,4,0:00:06
20200720_145527_1544221562,56.60927582,-1.59304,1.384291,158,0,0,0,0,4,0:00:06
20200720_145527_1544254894,56.41751862,-1.567922,1.455573,159,0,0,0,0,4,0:00:06
20200720_145527_1544288226,56.21749496,-1.531965,1.526713,160,0,0,0,0,4,0:00:06
20200720_145527_1544304892,56.00990295,-1.507698,1.595248,161,0,0,0,0,4,0:00:06
20200720_145527_1544338224,55.90340424,-1.492092,1.628901,161,0,0,0,0,4,0:00:06
20200720_145527_1544371556,55.6855011,-1.455957,1.694141,161,0,0,0,0,4,0:00:06
20200720_145527_1544404888,55.46160126,-1.411626,1.754757,161,0,0,0,0,4,0:00:06
20200720_145527_1544438220,55.23192596,-1.367951,1.810979,161,0,0,0,0,4,0:00:06
20200720_145527_1544471552,54.99669647,-1.308709,1.8634,161,0,0,0,0,4,0:00:06
