Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200715_155629_91629668,-0.0,-1.5e-05,0.002481,0.007667,1.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91646334,-0.0,-2e-06,0.00204,0.013914,1.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91663000,-0.0,9e-06,0.000982,0.022677,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91679666,-0.0,2.1e-05,0.000571,0.015813,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91696332,-0.0,2.8e-05,0.000268,0.014517,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91729664,0.0,2.8e-05,0.000317,0.004778,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91746330,0.0,1.8e-05,0.000469,0.002769,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91779662,0.0,6e-06,5.3e-05,-0.007618,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91812994,0.0,-9e-06,-0.00085,-0.021083,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91862992,0.0,-1.5e-05,0.000282,-0.023105,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91896324,0.0,-1.5e-05,0.000547,-0.005216,0.0,0.0,0.0, 0.0, 0.0,0
20200715_155629_91929656,-0.0,-7e-06,0.001068,0.009682,0.0,8.729687333106995,0.0, 0.0, 0.0,0
20200715_155629_91962988,-0.0,1.3e-05,0.001077,0.013982,-0.0,25.396353006362915,0.0, 0.0, 0.0,0
20200715_155629_91996320,-0.0,3.1e-05,0.001089,0.015836,-1.0,42.063018679618835,0.0, 0.0, 0.0,0
20200715_155629_92012986,0.0,2.6e-05,0.002037,0.004835,-1.0,55.468833446502686,0.0, 0.0, 0.0,0
20200715_155629_92046318,0.0,2.2e-05,0.002476,1.9e-05,-1.0,60.156404972076416,0.0, 0.0, 0.0,0
20200715_155629_92062984,0.0,1e-05,0.002447,-0.01407,-2.0,80.46845197677612,0.0, 0.0, 0.0,0
20200715_155629_92096316,0.0,1.9e-05,0.001119,-0.030414,-2.0,88.67170214653015,0.0, 0.0, 0.0,0
20200715_155629_92112982,0.0,5.5e-05,0.001495,-0.065825,-2.0,98.43747615814209,0.0, 0.0, 0.0,0
20200715_155629_92162980,0.0,7.7e-05,0.003146,-0.093276,-2.0,98.82810711860657,0.0, 0.0, 0.0,0
20200715_155630_92179646,0.0,0.00019,0.005019,-0.212451,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92229644,0.0,0.000266,0.010297,-0.302028,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92246310,0.0,0.000502,0.036857,-0.729757,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92279642,1.0,0.00063,0.046683,-0.908921,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92329640,1.0,0.00089,0.060579,-1.269014,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92346306,1.0,0.001263,0.061493,-1.804761,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92379638,1.0,0.001355,0.051413,-1.942742,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92396304,2.0,0.001563,0.020915,-2.159624,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92446302,2.0,0.00165,0.002532,-2.246319,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92462968,2.0,0.001795,-0.034639,-2.471859,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92496300,2.0,0.001837,-0.036839,-2.542775,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92512966,3.0,0.001942,-0.032059,-2.691921,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92546298,3.0,0.002,-0.022816,-2.767544,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92562964,3.0,0.002113,-0.001761,-2.919488,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92612962,4.0,0.002167,0.012453,-2.994635,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92662960,4.0,0.002309,0.037494,-3.207556,-1.0,100.0,0.0, 0.0, 0.0,0
20200715_155630_92696292,5.0,0.002446,0.043662,-3.403211,-1.0,100.0,0.0, 0.0, 0.0,0
