Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200707_143318_748353398, 1358.4085693359375, 78.15271759033203, -7.629510946571827e-05, 0.039681077003479004, 0.0, 0.0, 0.0,0.0,1
20200707_143318_748370064, 1366.4422607421875, 78.36605072021484, -0.0016632333863526583, 0.1825360357761383, 0.0, 0.0, 0.0,0.0,1
20200707_143318_748386730, 1370.8465576171875, 78.47019958496094, -0.0022735942620784044, 0.2618982195854187, 0.0, 0.0, 0.0,0.0,1
20200707_143318_748420062, 1378.0382080078125, 78.57286071777344, -0.0038910505827516317, 0.49999237060546875, 0.0, 0.0, 0.0,0.0,1
20200707_143318_748436728, 1390.6842041015625, 78.77578735351562, -0.004867628216743469, 0.7148470282554626, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748470060, 1396.9608154296875, 78.87682342529297, -0.0052948808297514915, 0.8398413062095642, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748486726, 1408.3287353515625, 79.0796127319336, -0.006698710843920708, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748520058, 1411.5577392578125, 79.18193817138672, -0.007248035632073879, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748553390, 1416.2064208984375, 79.38827514648438, -0.008255130611360073, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748570056, 1420.0677490234375, 79.5973129272461, -0.008285649120807648, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748603388, 1421.9149169921875, 79.70243835449219, -0.008255130611360073, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748653386, 1425.583251953125, 79.91448974609375, -0.00782787799835205, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748670052, 1431.1114501953125, 80.23649597167969, -0.007461661472916603, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748703384, 1432.9635009765625, 80.3447036743164, -0.0068818191066384315, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748720050, 1436.6971435546875, 80.562255859375, -0.007064927369356155, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748770048, 1438.5843505859375, 80.6717758178711, -0.007492179982364178, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748803380, 1444.249755859375, 81.00294494628906, -0.008316166698932648, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748820046, 1448.0836181640625, 81.22637176513672, -0.009079118259251118, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748836712, 1450.00341796875, 81.3383560180664, -0.009475852362811565, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748870044, 1451.9261474609375, 81.45075225830078, -0.00950637087225914, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748903376, 1455.7994384765625, 81.67671203613281, -0.009079118259251118, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748953374, 1459.67431640625, 81.90303039550781, -0.008285649120807648, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748970040, 1465.5614013671875, 82.2467269897461, -0.007095444947481155, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_748986706, 1467.53955078125, 82.36183166503906, -0.007064927369356155, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749020038, 1469.5164794921875, 82.47722625732422, -0.007034408859908581, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749036704, 1473.463134765625, 82.70769500732422, -0.007217517122626305, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749086702, 1475.447265625, 82.82305908203125, -0.007614252157509327, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749103368, 1481.442626953125, 83.17321014404297, -0.0079194325953722, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749136700, 1483.4520263671875, 83.29044342041016, -0.007888914085924625, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749153366, 1487.4735107421875, 83.52522277832031, -0.0077058058232069016, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749203364, 1489.4849853515625, 83.64248657226562, -0.0079194325953722, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749236696, 1495.5345458984375, 83.9956283569336, -0.007644769735634327, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749253362, 1499.593994140625, 84.23249816894531, -0.007614252157509327, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749286694, 1501.629150390625, 84.3512954711914, -0.007309071719646454, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749303360, 1493.92138671875, 84.58665466308594, -0.007248035632073879, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143319_749370024, 1499.1259765625, 84.70040893554688, -0.007248035632073879, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749386690, 1477.4288330078125, 85.13013458251953, -0.004715037532150745, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749420022, 1468.714111328125, 85.23139953613281, -0.003830014495179057, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749436688, 1448.2564697265625, 85.42658233642578, -0.003311207750812173, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749486686, 1437.7774658203125, 85.52081298828125, -0.0030975814443081617, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749520018, 1406.411865234375, 85.79007720947266, -0.0028839551378041506, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749536684, 1385.7938232421875, 85.96018981933594, -0.0028839551378041506, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749570016, 1375.5926513671875, 86.04230499267578, -0.0028839551378041506, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749586682, 1355.4112548828125, 86.20075988769531, -0.0028839551378041506, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749620014, 1345.43115234375, 86.27709197998047, -0.0028839551378041506, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749670012, 1325.690185546875, 86.42440795898438, -0.0028534370940178633, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749686678, 1296.6204833984375, 86.63262939453125, -0.0019073777366429567, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749720010, 1287.072998046875, 86.6988296508789, -0.0015106431674212217, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749753342, 1268.1881103515625, 86.82662963867188, -0.0011139085981994867, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749803340, 1249.5804443359375, 86.94853210449219, -0.000747692072764039, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749820006, 1222.1795654296875, 87.11904907226562, -0.000747692072764039, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749870004, 1213.18017578125, 87.17329406738281, -0.000747692072764039, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749903336, 1186.5775146484375, 87.32840728759766, -0.000747692072764039, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749920002, 1169.167236328125, 87.42536163330078, -0.000747692072764039, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143320_749953334, 1160.55810546875, 87.47203063964844, -0.000747692072764039, 0.9882810711860657, 0.0, 0.0, 0.0,0.0,1
20200707_143320_750003332, 1136.9114990234375, 87.56179809570312, -0.000747692072764039, 0.9453116655349731, 0.0, 0.0, 0.0,0.0,1
20200707_143320_750019998, 1070.7528076171875, 87.68798828125, -0.000747692072764039, 0.843747615814209, 0.0, 0.0, 0.0,0.0,1
20200707_143320_750053330, 1048.2645263671875, 87.72785949707031, -0.000747692072764039, 0.8164034485816956, 0.0, 0.0, 0.0,0.0,1
