Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200708_135626_1147604094, 592.1236572265625, 0.002713891677558422, 0.0003051804378628731, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147637426, 592.1236572265625, 0.0031877115834504366, 0.0003051804378628731, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147654092, 592.1236572265625, 0.003612868022173643, 0.0003051804378628731, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147670758, 592.1236572265625, 0.0062204161658883095, 0.00021362630650401115, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147704090, 592.1236572265625, 0.004014062695205212, 3.051804378628731e-05, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147720756, 592.1236572265625, 0.004380338359624147, -0.0006866559851914644, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147754088, 592.1236572265625, 0.00687222508713603, -0.0009613183792680502, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135626_1147787420, 592.1236572265625, 0.0012106579961255193, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147820752, 592.1236572265625, -0.006504265125840902, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147854084, 592.1236572265625, -0.007380660157650709, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147887416, 592.1236572265625, -0.0021477059926837683, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147937414, 592.1236572265625, 0.005227396730333567, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147954080, 592.1236572265625, 0.0035287123173475266, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1147987412, 592.1236572265625, 0.006147822830826044, -0.0014496070798486471, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1148020744, 592.1236572265625, 0.006487368606030941, -0.001937895780429244, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1148054076, 592.1236572265625, 0.006808259524405003, -0.003311207750812173, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1148087408, 592.1236572265625, 0.0011332185240462422, -0.004592965357005596, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1148104074, 592.1236572265625, -0.006587033625692129, -0.005477989092469215, 0.0, 0.0, 0.0, 0.0,0,0
20200708_135627_1148137406, 595.0724487304688, -0.004851255565881729, -0.0057831695303320885, 0.0158693790435791, 0.0, 0.0, 0.0,0,1
20200708_135627_1148170738, 773.4581909179688, -0.005556108430027962, -0.006668192334473133, 0.30555427074432373, 0.0, 0.0, 0.0,0,1
20200708_135627_1148204070, 1005.7885131835938, 0.0014191552763804793, -0.007248035632073879, 0.5078126192092896, 0.0, 0.0, 0.0,0,1
20200708_135627_1148237402, 1361.628173828125, 0.0029462736565619707, -0.007431143894791603, 0.7304722666740417, 0.0, 0.0, 0.0,0,1
20200708_135627_1148270734, 1811.8880615234375, 0.003409996163100004, -0.007431143894791603, 0.9414053559303284, 0.0, 0.0, 0.0,0,1
20200708_135627_1148287400, 2234.550537109375, 0.0038194390945136547, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148320732, 2391.535400390625, 0.006392826326191425, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148354064, 2531.828857421875, 0.006720444653183222, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148387396, 2541.885498046875, 0.0010267938487231731, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148420728, 2542.049560546875, -0.0066936737857759, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148437394, 2542.262939453125, -0.007579440716654062, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148487392, 2540.2861328125, -0.005680623464286327, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148504058, 2542.848876953125, 0.004986679647117853, -0.007431143894791603, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148537390, 2539.619384765625, 0.002778989262878895, -0.007309071719646454, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148570722, 2539.859619140625, 0.003251792397350073, -0.00712596345692873, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148587388, 2539.69482421875, 0.003670306643471122, -0.006851300597190857, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148620720, 2542.68310546875, 0.006267115473747253, -0.006851300597190857, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148654052, 2542.75146484375, 0.006601275876164436, -0.00953688845038414, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148687384, 2542.7041015625, 0.006916186772286892, -0.014084077440202236, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148704050, 2542.73681640625, 0.0012574302963912487, -0.01893644593656063, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148737382, 2539.746826171875, -0.0025926961097866297, -0.02092011831700802, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135627_1148787380, 2539.7724609375, -0.004697401542216539, -0.024307621642947197, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148820712, 2542.71923828125, -0.00208467710763216, -0.02720683626830578, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148854044, 2542.7265625, 0.005290902219712734, -0.029159991070628166, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148887376, 2542.721435546875, 0.005845474544912577, -0.029495690017938614, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148920708, 2542.724853515625, 0.006208829581737518, -0.029495690017938614, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148937374, 2542.722412109375, 0.00654597720131278, -0.029465170577168465, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1148970706, 2539.763427734375, 0.004372806288301945, -0.029068436473608017, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149004038, 2539.7607421875, 0.004725076258182526, -0.02717631869018078, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149037370, 2539.762451171875, -0.0026514697819948196, -0.02522316388785839, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149054036, 2539.76171875, -0.004766781348735094, -0.024765392765402794, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149104034, 2542.723388671875, -0.007391123566776514, -0.024765392765402794, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149137366, 2539.761962890625, 0.001510439207777381, -0.025009537115693092, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149154032, 2539.761962890625, 0.003056285437196493, -0.02531471662223339, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149187364, 2542.723388671875, 0.0057682073675096035, -0.02565041556954384, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149220696, 2542.723388671875, 0.006135221570730209, -0.026260776445269585, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149254028, 2542.723388671875, 0.006475422065705061, -0.02671854756772518, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149287360, 2542.723388671875, 0.006797696929425001, -0.027969786897301674, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149304026, 2542.723388671875, 0.001121780020184815, -0.029465170577168465, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149354024, 2539.761962890625, -0.002734571695327759, -0.029678797349333763, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149370690, 2542.723388671875, -0.007477804087102413, -0.029770351946353912, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149404022, 2539.761962890625, -0.00556999072432518, -0.029678797349333763, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149437354, 2539.761962890625, 0.0014037677319720387, -0.029495690017938614, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149470686, 2539.761962890625, 0.002927097026258707, -0.029495690017938614, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149487352, 2539.761962890625, 0.003391899634152651, -0.029770351946353912, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149520684, 2542.723388671875, 0.006032268516719341, -0.029770351946353912, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149554016, 2542.723388671875, 0.006378486752510071, -0.029770351946353912, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149604014, 2542.723388671875, 0.006706303916871548, -0.02995345927774906, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149637346, 2539.761962890625, -0.0028461578767746687, -0.03010605089366436, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149670678, 2539.761962890625, -0.004996617790311575, -0.03010605089366436, 1.0, 0.0, 0.0, 0.0,0,1
20200708_135628_1149704010, 2539.761962890625, -0.005699581000953913, -0.029037918895483017, 1.0, 0.0, 0.0, 0.0,0,1
