Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200707_143330_760152926, 1126.4822998046875, 62.60300064086914, 0.02072175219655037, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760169592, 1130.0284423828125, 62.80667495727539, 0.02090485952794552, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760202924, 1131.81640625, 62.90956115722656, 0.02053864300251007, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760219590, 1135.446533203125, 63.11833572387695, 0.020325016230344772, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760252922, 1137.2774658203125, 63.22360610961914, 0.020172426477074623, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760269588, 1140.97607421875, 63.43630599975586, 0.019745174795389175, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760319586, 1142.84375, 63.5437126159668, 0.019592583179473877, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143330_760336252, 1148.5234375, 63.87006759643555, 0.019531548023223877, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760369584, 1150.435302734375, 63.98003387451172, 0.019501030445098877, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760386250, 1154.2904052734375, 64.2018814086914, 0.01873807981610298, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760419582, 1156.244384765625, 64.31390380859375, 0.017792019993066788, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760452914, 1160.1634521484375, 64.53986358642578, 0.01718165911734104, 1.0, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760486246, 1163.822509765625, 64.76813507080078, 0.016723887994885445, 0.9882810711860657, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760502912, 1166.0438232421875, 64.99776458740234, 0.016571298241615295, 0.9062485694885254, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760519578, 1166.3126220703125, 65.11292266845703, 0.0161745622754097, 0.843747615814209, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760569576, 1166.6224365234375, 65.22826385498047, 0.015381094068288803, 0.8007782101631165, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760586242, 1169.13037109375, 65.57408142089844, 0.01412985473871231, 0.7304722666740417, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760636240, 1170.1007080078125, 65.68894958496094, 0.012970168143510818, 0.6992217898368835, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760652906, 1174.3902587890625, 66.0315933227539, 0.011566339060664177, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760686238, 1176.232421875, 66.14485168457031, 0.011535820551216602, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760702904, 1180.034912109375, 66.36969757080078, 0.01107805036008358, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760719570, 1181.954833984375, 66.4814453125, 0.01095597818493843, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760736236, 1183.875, 66.59274291992188, 0.010528724640607834, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760786234, 1185.8009033203125, 66.70403289794922, 0.010345617309212685, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760819566, 1191.5477294921875, 67.03558349609375, 0.009979400783777237, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760836232, 1195.351318359375, 67.25495147705078, 0.009979400783777237, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760869564, 1197.24365234375, 67.36406707763672, 0.009979400783777237, 0.6796902418136597, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760886230, 1200.8017578125, 67.58133697509766, 0.009918363764882088, 0.6718776226043701, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760902896, 1201.9183349609375, 67.68946075439453, 0.009918363764882088, 0.6289082169532776, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760952894, 1202.4146728515625, 67.79706573486328, 0.009918363764882088, 0.5742198824882507, 0.0, 0.0, 0.0,0.0,1
20200707_143331_760986226, 1203.2154541015625, 68.11581420898438, 0.009765774011611938, 0.43649959564208984, 0.0, 0.0, 0.0,0.0,1
20200707_143331_761036224, 1202.109375, 68.3237075805664, 0.009704737924039364, 0.31745630502700806, 0.0, 0.0, 0.0,0.0,1
20200707_143331_761086222, 1198.810791015625, 68.62493133544922, 0.008697642013430595, 0.08332952857017517, 0.0, 0.0, 0.0,0.0,1
