Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200707_154649_641174352, 592.1236572265625, -0.0007281198631972075,-0.0011, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641191018, 592.1236572265625, -0.000732416461687535,-0.0043, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641241016, 592.1236572265625, -0.002179950475692749,-0.006, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641257682, 592.1236572265625, -0.0007455268641933799,-0.0102, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641307680, 592.1236572265625, -0.0021984917111694813,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641341012, 592.1236572265625, -0.0007772049866616726,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641357678, 592.1236572265625, -0.0007922311197035015,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641391010, 592.1236572265625, -0.0022417991422116756,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641424342, 592.1236572265625, -0.0022563792299479246,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641441008, 592.1236572265625, -0.0022714019287377596,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641474340, 592.1236572265625, -0.0008413789328187704,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641491006, 592.1236572265625, -0.0008552172803319991,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641541004, 592.1236572265625, -0.0022976654581725597,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641557670, 592.1236572265625, -0.0008829779690131545,-0.0105, 0.0, 0.0, 0.0, 0.0,0,0
20200707_154649_641591002, 592.1236572265625, -0.002320812549442053,-0.0105, 0.011902034282684326, 0.0, 0.0, 0.0,0,1
20200707_154649_641624334, 592.1236572265625, -0.002333767479285598,-0.0105, 0.08332952857017517, 0.0, 0.0, 0.0,0,1
20200707_154649_641657666, 613.493408203125, -0.0023447044659405947,-0.0102, 0.14682230353355408, 0.0, 0.0, 0.0,0,1
20200707_154649_641674332, 592.84130859375, 0.0009030565852299333,-0.0102, 0.17856869101524353, 0.0, 0.0, 0.0,0,1
20200707_154649_641707664, 603.5567626953125, 0.0031145750544965267,-0.0102, 0.19841307401657104, 0.0, 0.0, 0.0,0,1
20200707_154649_641740996, 618.9232177734375, 0.015714744105935097,-0.0102, 0.27777522802352905, 0.0, 0.0, 0.0,0,1
20200707_154649_641774328, 566.9369506835938, 0.048646509647369385,-0.0101, 0.42063018679618835, 0.0, 0.0, 0.0,0,1
20200707_154649_641807660, 662.954833984375, 0.08693509548902512,-0.0101, 0.535156786441803, 0.0, 0.0, 0.0,0,1
20200707_154649_641857658, 722.1826782226562, 0.17454500496387482,-0.0101, 0.6523460745811462, 0.0, 0.0, 0.0,0,1
20200707_154649_641890990, 726.9951782226562, 0.3852282762527466,-0.01, 0.8476539254188538, 0.0, 0.0, 0.0,0,1
20200707_154649_641924322, 648.5743408203125, 0.5735571384429932,-0.0097, 0.9335927367210388, 0.0, 0.0, 0.0,0,1
20200707_154649_641957654, 546.5899047851562, 0.7914928197860718,-0.0089, 0.9882810711860657, 0.0, 0.0, 0.0,0,1
20200707_154649_641974320, 473.07806396484375, 1.0286787748336792,-0.0081, 0.9882810711860657, 0.0, 0.0, 0.0,0,1
20200707_154649_642007652, 580.9010009765625, 1.1547049283981323,-0.0078, 0.9882810711860657, 0.0, 0.0, 0.0,0,1
20200707_154649_642057650, 610.9078369140625, 1.4187421798706055,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154649_642074316, 538.177490234375, 1.850810170173645,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154649_642107648, 616.61181640625, 2.006352186203003,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154649_642140980, 599.4159545898438, 2.3315653800964355,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642157646, 627.1021118164062, 2.675384283065796,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642190978, 507.1629943847656, 2.853623151779175,-0.0075, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642224310, 540.0709228515625, 3.223900556564331,-0.0071, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642257642, 524.2882690429688, 3.611182451248169,-0.0063, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642274308, 546.137451171875, 4.014484882354736,-0.0061, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642307640, 654.68115234375, 4.223334312438965,-0.0061, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642340972, 661.0916748046875, 4.650315284729004,-0.0057, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642374304, 661.19873046875, 5.092770099639893,-0.0049, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642390970, 654.578857421875, 5.548972129821777,-0.0049, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642424302, 612.1663208007812, 5.78176736831665,-0.0049, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642457634, 637.6771850585938, 6.2597784996032715,-0.0049, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642490966, 658.8863525390625, 6.750676155090332,-0.0054, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642507632, 678.9340209960938, 7.2559123039245605,-0.0073, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642557630, 689.7379150390625, 7.513789176940918,-0.0081, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642574296, 726.2854614257812, 8.310164451599121,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642607628, 740.3468627929688, 8.583454132080078,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642624294, 771.3089599609375, 9.142651557922363,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642657626, 791.1870727539062, 9.428742408752441,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642674292, 834.4346923828125, 10.014153480529785,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642707624, 856.775634765625, 10.313889503479004,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642740956, 902.7880859375, 10.928216934204102,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642774288, 950.619873046875, 11.563132286071777,-0.0082, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642807620, 1000.3292236328125, 12.219559669494629,-0.0085, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642840952, 1052.753173828125, 12.898503303527832,-0.0089, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642874284, 1107.849609375, 13.599007606506348,-0.009, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642907616, 1164.514892578125, 14.319453239440918,-0.0086, 1.0, 0.0, 0.0, 0.0,0,1
20200707_154650_642940948, 1222.6641845703125, 15.058926582336426,-0.0083, 1.0, 0.0, 0.0, 0.0,0,1
