Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200707_141410_96779462, 592.1236572265625, 0.004036531317979097,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96812794, 592.1236572265625, 0.0016366597265005112,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96829460, 592.1236572265625, 3.977599408244714e-05,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96862792, 592.1236572265625, -0.0007607589941471815,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96879458, 592.1236572265625, 0.004376670345664024,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96929456, 592.1236572265625, 0.004979919176548719,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96946122, 592.1236572265625, 0.01168818399310112,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_96996120, 592.1236572265625, 0.01118598971515894,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_97012786, 592.1236572265625, 0.00894626509398222,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141410_97046118, 592.1236572265625, 0.008155511692166328,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97062784, 592.1236572265625, 0.006564675830304623,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97096116, 592.1236572265625, 0.0057688080705702305,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97129448, 592.1236572265625, 0.004170449450612068,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97146114, 592.1236572265625, 0.0025723259896039963,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97212778, 592.1236572265625, 0.0017718655290082097,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
20200707_141411_97229444, 592.1236572265625, -0.0014271261170506477,-0.0206, 0.0, 0.0, 0.0, 0.0,0,0
