Timestamp,RPM,Velocity,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1,Label2
20200707_140957_12466168, 592.1233520507812, -0.00026598607655614614, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12482834, 592.1233520507812, -7.926748367026448e-05, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12499500, 592.1233520507812, 0.0003817521792370826, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12532832, 592.1233520507812, 0.0005826419801451266, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12549498, 592.1233520507812, -5.699438042938709e-05, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12599496, 592.1233520507812, -0.00046543386997655034, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12616162, 592.1233520507812, 0.00019308412447571754, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12632828, 592.1233520507812, 0.0005222259787842631, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12666160, 592.1233520507812, 0.0004957751953043044, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12699492, 592.1233520507812, -0.0003123216447420418, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12732824, 592.1233520507812, -0.0004107713175471872, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12749490, 592.1233520507812, 0.0004032216966152191, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12799488, 592.1233520507812, 0.0005348040140233934, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12816154, 592.1233520507812, -0.00047673360677435994, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12849486, 592.1233520507812, -0.0004981376114301383, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
20200707_140957_12882818, 592.1233520507812, 0.0002521792775951326, -0.005905241705477238, 0.0, 0.0, 0.0, 0.0,0.0,0
