2,Velocity,accel_X,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label,Timecheck
20200722_112450_859582282,94.50415802,0.003547,-0.071772,9,16,0,0,0,2,0:00:10
20200722_112450_859615614,94.50852203,0.056663,-0.071875,10,16,0,0,0,2,0:00:10
20200722_112450_859648946,94.51715851,0.187742,-0.071772,11,16,0,0,0,2,0:00:10
20200722_112450_859665612,94.52602386,0.276167,-0.072287,11,16,0,0,0,2,0:00:10
20200722_112450_859698944,94.53058624,0.307066,-0.07278,11,16,0,0,0,2,0:00:10
20200722_112450_859715610,94.53998566,0.346431,-0.073947,12,16,0,0,0,2,0:00:10
20200722_112450_859765608,94.54473114,0.346781,-0.074702,12,16,0,0,0,2,0:00:10
20200722_112450_859798940,94.55984497,0.278365,-0.07825,12,16,0,0,0,2,0:00:10
20200722_112450_859848938,94.57049561,0.195678,-0.08158,12,16,0,0,0,2,0:00:10
20200722_112450_859865604,94.58679199,0.070564,-0.085849,12,16,0,0,0,2,0:00:10
20200722_112450_859898936,94.59223938,0.034476,-0.087097,12,16,0,0,0,2,0:00:10
20200722_112450_859915602,94.60327911,-0.008172,-0.089374,12,16,0,0,0,2,0:00:10
20200722_112450_859948934,94.60888672,-0.009218,-0.09029,12,16,0,0,0,2,0:00:10
20200722_112450_859982266,94.62018585,-0.01148,-0.091789,12,16,0,0,0,2,0:00:10
20200722_112450_860015598,94.63166046,-0.002118,-0.092956,12,16,0,0,0,2,0:00:10
20200722_112450_860048930,94.64331818,0.003296,-0.094227,12,16,0,0,0,2,0:00:10
20200722_112450_860065596,94.65553284,-0.031555,-0.096298,12,16,0,0,0,2,0:00:10
20200722_112451_860098928,94.66177368,-0.056853,-0.0975,11,16,0,0,0,2,0:00:11
20200722_112451_860115594,94.67462158,-0.159162,-0.100189,10,16,0,0,0,2,0:00:11
20200722_112451_860148926,94.68106079,-0.204702,-0.10146,10,16,0,0,0,2,0:00:11
20200722_112451_860182258,94.69378662,-0.282788,-0.103554,9,16,0,0,0,2,0:00:11
20200722_112451_860215590,94.70648956,-0.346872,-0.105294,9,16,0,0,0,2,0:00:11
20200722_112451_860248922,94.71871948,-0.321693,-0.105328,9,16,0,0,0,2,0:00:11
20200722_112451_860265588,94.73078918,-0.243782,-0.104756,9,16,0,0,0,2,0:00:11
20200722_112451_860298920,94.73685455,-0.154587,-0.103726,9,16,0,0,0,2,0:00:11
20200722_112451_860332252,94.74902344,-0.030093,-0.102661,10,16,0,0,0,2,0:00:11
20200722_112451_860365584,94.76141357,0.10401,-0.102009,10,16,0,0,0,2,0:00:11
20200722_112451_860382250,94.77391815,0.181378,-0.102158,11,16,0,0,0,2,0:00:11
20200722_112451_860432248,94.78015137,0.206924,-0.102387,11,16,0,0,0,2,0:00:11
20200722_112451_860448914,94.79914093,0.202027,-0.103817,11,16,0,0,0,2,0:00:11
20200722_112451_860482246,94.80560303,0.192516,-0.104378,11,16,0,0,0,2,0:00:11
20200722_112451_860498912,94.81882477,0.135445,-0.106003,11,16,0,0,0,2,0:00:11
20200722_112451_860548910,94.82563019,0.12089,-0.107033,11,16,0,0,0,2,0:00:11
20200722_112451_860565576,94.84584808,0.044431,-0.109505,11,16,0,0,0,2,0:00:11
20200722_112451_860598908,94.85264587,0.024186,-0.110318,11,16,0,0,0,2,0:00:11
20200722_112451_860632240,94.86621857,-0.010328,-0.111805,11,16,0,0,0,2,0:00:11
20200722_112451_860648906,94.87996674,-0.008066,-0.112961,11,16,0,0,0,2,0:00:11
20200722_112451_860698904,94.88685608,-0.007286,-0.113385,11,16,0,0,0,2,0:00:11
20200722_112451_860748902,94.90766907,-0.003095,-0.114346,11,16,0,0,0,2,0:00:11
20200722_112451_860765568,94.93242645,-0.027868,-0.121682,11,16,0,0,0,2,0:00:11
20200722_112451_860798900,94.93964386,-0.039286,-0.12238,11,16,0,0,0,2,0:00:11
20200722_112451_860832232,94.95436859,-0.119505,-0.124017,10,16,0,0,0,2,0:00:11
20200722_112451_860865564,94.9691925,-0.201184,-0.125791,9,16,0,0,0,2,0:00:11
20200722_112451_860882230,94.98384857,-0.271636,-0.12697,9,16,0,0,0,2,0:00:11
20200722_112451_860915562,94.99103546,-0.289173,-0.127324,9,16,0,0,0,2,0:00:11
20200722_112451_860948894,95.00519562,-0.265986,-0.121293,9,16,0,0,0,2,0:00:11
20200722_112451_860982226,95.01921844,-0.208721,-0.120755,9,16,0,0,0,2,0:00:11
20200722_112451_860998892,95.03307343,-0.054045,-0.118844,9,16,0,0,0,2,0:00:11
20200722_112451_861032224,95.04004669,0.017425,-0.118089,10,16,0,0,0,2,0:00:11
20200722_112452_861065556,95.05414581,0.134713,-0.117173,10,16,0,0,0,2,0:00:12
20200722_112452_861082222,95.06843567,0.194657,-0.117093,10,16,0,0,0,2,0:00:12
20200722_112452_861115554,95.07577515,0.195219,-0.117642,10,16,0,0,0,2,0:00:12
20200722_112452_861165552,95.09043884,0.169752,-0.118707,10,16,0,0,0,2,0:00:12
20200722_112452_861182218,95.11289978,0.014819,-0.12143,9,16,0,0,0,2,0:00:12
20200722_112452_861215550,95.12033844,-0.030345,-0.122026,9,16,0,0,0,2,0:00:12
20200722_112452_861248882,95.13549805,-0.124247,-0.123742,9,16,0,0,0,2,0:00:12
20200722_112452_861265548,95.15034485,-0.161901,-0.124292,9,16,0,0,0,2,0:00:12
20200722_112452_861315546,95.15787506,-0.169016,-0.124635,9,16,0,0,0,2,0:00:12
20200722_112452_861332212,95.18005371,-0.121614,-0.124555,9,16,0,0,0,2,0:00:12
20200722_112452_861365544,95.18742371,-0.088283,-0.124223,9,16,0,0,0,2,0:00:12
20200722_112452_861382210,95.20222473,-0.039561,-0.123868,9,16,0,0,0,2,0:00:12
20200722_112452_861432208,95.20972443,-0.008962,-0.123719,9,16,0,0,0,2,0:00:12
20200722_112452_861482206,95.23221588,0.000626,-0.123914,8,16,0,0,0,2,0:00:12
20200722_112452_861498872,95.25506592,-0.048192,-0.125035,8,16,0,0,0,2,0:00:12
20200722_112452_861532204,95.26266479,-0.072193,-0.125402,8,16,0,0,0,2,0:00:12
20200722_112452_861565536,95.27783966,-0.112185,-0.126043,8,16,0,0,0,2,0:00:12
20200722_112452_861598868,95.29286957,-0.138228,-0.126191,7,16,0,0,0,2,0:00:12
20200722_112452_861632200,95.30797577,-0.1383,-0.126271,7,16,0,0,0,2,0:00:12
20200722_112452_861648866,95.32299805,-0.125999,-0.125974,7,16,0,0,0,2,0:00:12
20200722_112452_861682198,95.33055878,-0.104274,-0.125825,7,16,0,0,0,2,0:00:12
20200722_112452_861715530,95.34564209,-0.093422,-0.125734,7,16,0,0,0,2,0:00:12
20200722_112452_861748862,95.36068726,-0.074696,-0.125608,7,16,0,0,0,2,0:00:12
20200722_112452_861782194,95.37574768,-0.075565,-0.125562,7,16,0,0,0,2,0:00:12
20200722_112452_861815526,95.39086151,-0.083574,-0.125745,6,16,0,0,0,2,0:00:12
20200722_112452_861848858,95.40589905,-0.094551,-0.125585,6,16,0,0,0,2,0:00:12
20200722_112452_861865524,95.4209671,-0.09125,-0.12555,6,16,0,0,0,2,0:00:12
20200722_112452_861898856,95.42848206,-0.087173,-0.125539,6,16,0,0,0,2,0:00:12
20200722_112452_861932188,95.44346619,-0.091708,-0.125493,6,16,0,0,0,2,0:00:12
20200722_112452_861965520,95.45843506,-0.089665,-0.125276,6,16,0,0,0,2,0:00:12
20200722_112453_861998852,95.47346497,-0.081283,-0.125161,5,16,0,0,0,2,0:00:13
20200722_112453_862032184,95.48840332,-0.089163,-0.125024,5,16,0,0,0,2,0:00:13
20200722_112453_862048850,95.50326538,-0.075244,-0.124646,5,16,0,0,0,2,0:00:13
20200722_112453_862082182,95.51070404,-0.065512,-0.124578,5,16,0,0,0,2,0:00:13
20200722_112453_862115514,95.52555084,-0.054861,-0.124337,5,16,0,0,0,2,0:00:13
20200722_112453_862132180,95.54038239,-0.044695,-0.124108,5,16,0,0,0,2,0:00:13
20200722_112453_862165512,95.54929352,-0.041428,-0.126397,5,16,0,0,0,2,0:00:13
20200722_112453_862198844,95.56420135,-0.038077,-0.12634,5,16,0,0,0,2,0:00:13
20200722_112453_862232176,95.57893372,-0.0402,-0.126134,5,16,0,0,0,2,0:00:13
20200722_112453_862265508,95.59363556,-0.045375,-0.125882,5,16,0,0,0,2,0:00:13
20200722_112453_862298840,95.608284,-0.046761,-0.12555,5,16,0,0,0,2,0:00:13
20200722_112453_862315506,95.62295532,-0.03403,-0.122781,5,16,0,0,0,2,0:00:13
20200722_112453_862348838,95.63026428,-0.033332,-0.122483,5,16,0,0,0,2,0:00:13
20200722_112453_862382170,95.64487457,-0.029919,-0.122174,5,16,0,0,0,2,0:00:13
20200722_112453_862415502,95.65940857,-0.032102,-0.121888,4,16,0,0,0,2,0:00:13
20200722_112453_862432168,95.67391205,-0.029056,-0.121602,4,16,0,0,0,2,0:00:13
20200722_112453_862465500,95.68112183,-0.02827,-0.121408,4,16,0,0,0,2,0:00:13
20200722_112453_862498832,95.69552612,-0.028323,-0.12095,4,16,0,0,0,2,0:00:13
20200722_112453_862515498,95.7099762,-0.017293,-0.120664,4,16,0,0,0,2,0:00:13
20200722_112453_862548830,95.71715546,-0.010615,-0.120469,4,16,0,0,0,2,0:00:13
20200722_112453_862582162,95.73387146,0.003884,-0.124108,5,16,0,0,0,2,0:00:13
20200722_112453_862615494,95.74806213,0.020951,-0.123593,5,16,0,0,0,2,0:00:13
20200722_112453_862648826,95.76216125,0.045841,-0.123056,5,16,0,0,0,2,0:00:13
20200722_112453_862665492,95.77612305,0.084878,-0.122232,6,16,0,0,0,2,0:00:13
20200722_112453_862698824,95.78313446,0.10984,-0.121934,6,16,0,0,0,2,0:00:13
20200722_112453_862715490,95.79694366,0.162202,-0.117013,7,16,0,0,0,2,0:00:13
20200722_112453_862765488,95.80373383,0.196803,-0.116441,7,16,0,0,0,2,0:00:13
20200722_112453_862782154,95.8243103,0.245278,-0.115273,7,16,0,0,0,2,0:00:13
20200722_112453_862832152,95.83126831,0.228122,-0.115182,7,16,0,0,0,2,0:00:13
20200722_112453_862848818,95.85198975,0.153113,-0.11477,7,16,0,0,0,2,0:00:13
20200722_112453_862882150,95.85888672,0.112005,-0.114781,7,16,0,0,0,2,0:00:13
20200722_112453_862915482,95.87578583,0.034085,-0.120103,7,16,0,0,0,2,0:00:13
20200722_112453_862948814,95.88934326,-0.021842,-0.119931,7,16,0,0,0,2,0:00:13
20200722_112454_862982146,95.90281677,-0.03361,-0.119256,7,16,0,0,0,2,0:00:14
20200722_112454_863015478,95.91629791,-0.035856,-0.118638,7,16,0,0,0,2,0:00:14
20200722_112454_863032144,95.92961884,-0.026203,-0.117894,7,16,0,0,0,2,0:00:14
20200722_112454_863065476,95.93623352,-0.020771,-0.112137,7,16,0,0,0,2,0:00:14
20200722_112454_863098808,95.94936371,-0.014486,-0.111325,7,16,0,0,0,2,0:00:14
20200722_112454_863132140,95.9623642,-0.012578,-0.110489,7,16,0,0,0,2,0:00:14
20200722_112454_863165472,95.9752655,-0.005047,-0.109517,7,16,0,0,0,2,0:00:14
20200722_112454_863198804,95.98806,-0.00061,-0.108441,7,16,0,0,0,2,0:00:14
20200722_112454_863215470,96.00075531,0.006316,-0.107548,7,16,0,0,0,2,0:00:14
20200722_112454_863248802,96.00712585,0.006466,-0.107182,7,16,0,0,0,2,0:00:14
20200722_112454_863282134,96.01983643,0.00149,-0.106644,7,16,0,0,0,2,0:00:14
20200722_112454_863298800,96.03244019,-0.008475,-0.106026,7,16,0,0,0,2,0:00:14
20200722_112454_863332132,96.03874969,-0.010064,-0.10582,7,16,0,0,0,2,0:00:14
20200722_112454_863365464,96.05136108,-0.019079,-0.105511,6,16,0,0,0,2,0:00:14
20200722_112454_863398796,96.0640564,-0.020443,-0.105511,6,16,0,0,0,2,0:00:14
20200722_112454_863432128,96.07691956,-0.01794,-0.105774,6,16,0,0,0,2,0:00:14
20200722_112454_863448794,96.09008026,-0.009094,-0.106552,6,16,0,0,0,2,0:00:14
20200722_112454_863482126,96.09672546,-0.011945,-0.107148,6,16,0,0,0,2,0:00:14
20200722_112454_863515458,96.11022186,-0.010891,-0.108693,6,16,0,0,0,2,0:00:14
20200722_112454_863548790,96.12378693,-0.009711,-0.110192,6,16,0,0,0,2,0:00:14
20200722_112454_863582122,96.13742065,-0.009741,-0.111645,6,16,0,0,0,2,0:00:14
20200722_112454_863598788,96.15128326,-0.006943,-0.11311,6,16,0,0,0,2,0:00:14
20200722_112454_863632120,96.15825653,-0.014708,-0.113625,6,16,0,0,0,2,0:00:14
20200722_112454_863665452,96.17230988,-0.011156,-0.114712,6,16,0,0,0,2,0:00:14
20200722_112454_863698784,96.18663025,-0.008053,-0.116132,6,16,0,0,0,2,0:00:14
20200722_112454_863732116,96.20098877,-0.008054,-0.117413,6,16,0,0,0,2,0:00:14
20200722_112454_863765448,96.21543121,-0.007614,-0.118604,6,16,0,0,0,2,0:00:14
20200722_112454_863798780,96.22992706,-0.003431,-0.119462,6,16,0,0,0,2,0:00:14
20200722_112454_863832112,96.24456024,0.001234,-0.120423,6,16,0,0,0,2,0:00:14
20200722_112454_863848778,96.2593689,-0.001331,-0.121236,6,16,0,0,0,2,0:00:14
20200722_112454_863882110,96.26676941,0.000377,-0.121591,6,16,0,0,0,2,0:00:14
20200722_112454_863915442,96.28185272,0.001649,-0.122781,6,16,0,0,0,2,0:00:14
20200722_112455_863948774,96.29695129,-0.002891,-0.123914,6,16,0,0,0,2,0:00:15
20200722_112455_863965440,96.31208038,-0.00204,-0.124841,6,16,0,0,0,2,0:00:15
20200722_112455_864015438,96.319664,-0.006144,-0.125184,6,16,0,0,0,2,0:00:15
20200722_112455_864048770,96.34257507,-0.00621,-0.126352,6,16,0,0,0,2,0:00:15
20200722_112455_864065436,96.35798645,-0.009302,-0.126901,6,16,0,0,0,2,0:00:15
20200722_112455_864098768,96.36567688,-0.008452,-0.127118,6,16,0,0,0,2,0:00:15
20200722_112455_864115434,96.38134766,-0.005684,-0.128091,6,16,0,0,0,2,0:00:15
20200722_112455_864165432,96.38917542,-0.007058,-0.128492,6,16,0,0,0,2,0:00:15
20200722_112455_864182098,96.4126358,-0.000361,-0.129567,6,16,0,0,0,2,0:00:15
20200722_112455_864215430,96.42043304,-0.000791,-0.129773,6,16,0,0,0,2,0:00:15
20200722_112455_864232096,96.43611145,-0.001182,-0.13022,6,16,0,0,0,2,0:00:15
20200722_112455_864282094,96.44400787,6.70E-05,-0.130563,6,16,0,0,0,2,0:00:15
20200722_112455_864298760,96.46774292,-0.002564,-0.130964,6,16,0,0,0,2,0:00:15
20200722_112455_864332092,96.47576141,-0.001942,-0.131318,6,16,0,0,0,2,0:00:15
20200722_112455_864365424,96.49485016,2.00E-06,-0.137041,6,16,0,0,0,2,0:00:15
20200722_112455_864398756,96.51078796,0.002378,-0.137464,6,16,0,0,0,2,0:00:15
20200722_112455_864432088,96.52672577,0.003216,-0.137876,6,16,0,0,0,2,0:00:15
20200722_112455_864448754,96.54267883,0.001352,-0.138059,6,16,0,0,0,2,0:00:15
20200722_112455_864482086,96.55067444,0.001391,-0.138219,6,16,0,0,0,2,0:00:15
20200722_112455_864515418,96.56649017,0.002228,-0.132726,6,16,0,0,0,2,0:00:15
20200722_112455_864548750,96.58260345,0.000239,-0.132989,6,16,0,0,0,2,0:00:15
20200722_112455_864582082,96.59870911,0.000211,-0.133207,6,16,0,0,0,2,0:00:15
20200722_112455_864615414,96.61476135,-0.001213,-0.133367,6,16,0,0,0,2,0:00:15
20200722_112455_864648746,96.63080597,0.001873,-0.133573,6,16,0,0,0,2,0:00:15
20200722_112455_864665412,96.64687347,-0.000482,-0.133985,6,16,0,0,0,2,0:00:15
20200722_112455_864698744,96.65492249,3.20E-05,-0.134077,6,16,0,0,0,2,0:00:15
20200722_112455_864732076,96.67301941,0.000822,-0.137304,6,16,0,0,0,2,0:00:15
20200722_112455_864765408,96.68916321,-0.000112,-0.137384,6,16,0,0,0,2,0:00:15
20200722_112455_864782074,96.70741272,-0.00013,-0.141,6,16,0,0,0,2,0:00:15
20200722_112455_864832072,96.71544647,-0.000529,-0.141069,6,16,0,0,0,2,0:00:15
20200722_112455_864865404,96.73944855,0.000239,-0.140886,6,16,0,0,0,2,0:00:15
20200722_112455_864882070,96.75544739,-0.008701,-0.137395,6,16,0,0,0,2,0:00:15
20200722_112456_864915402,96.7634964,-0.009996,-0.137441,6,16,0,0,0,2,0:00:16
20200722_112456_864948734,96.77946472,-0.017896,-0.133516,6,16,0,0,0,2,0:00:16
20200722_112456_864982066,96.79546356,-0.020778,-0.133367,6,16,0,0,0,2,0:00:16
20200722_112456_865015398,96.81137085,-0.025693,-0.133172,6,16,0,0,0,2,0:00:16
20200722_112456_865032064,96.8272171,-0.030199,-0.132932,6,16,0,0,0,2,0:00:16
20200722_112456_865065396,96.83511353,-0.024402,-0.132783,6,16,0,0,0,2,0:00:16
20200722_112456_865098728,96.85084534,-0.019615,-0.132257,6,16,0,0,0,2,0:00:16
20200722_112456_865132060,96.86657715,-0.016136,-0.131936,6,16,0,0,0,2,0:00:16
20200722_112456_865165392,96.88220978,-0.025848,-0.131341,6,16,0,0,0,2,0:00:16
20200722_112456_865198724,96.89783478,-0.017638,-0.130861,6,16,0,0,0,2,0:00:16
20200722_112456_865232056,96.91331482,-0.022315,-0.130346,6,16,0,0,0,2,0:00:16
20200722_112456_865248722,96.92874146,-0.023975,-0.129842,6,16,0,0,0,2,0:00:16
20200722_112456_865282054,96.93644714,-0.026803,-0.129602,6,16,0,0,0,2,0:00:16
20200722_112456_865315386,96.95176697,-0.022189,-0.128938,5,16,0,0,0,2,0:00:16
20200722_112456_865348718,96.96869659,-0.03593,-0.131181,5,16,0,0,0,2,0:00:16
20200722_112456_865382050,96.98394775,-0.054783,-0.130609,5,16,0,0,0,2,0:00:16
20200722_112456_865415382,97.00100708,-0.088056,-0.133275,5,16,0,0,0,2,0:00:16
20200722_112456_865432048,97.0161438,-0.129215,-0.132829,4,16,0,0,0,2,0:00:16
20200722_112456_865448714,97.02367401,-0.15605,-0.132612,4,16,0,0,0,2,0:00:16
20200722_112456_865482046,97.03115845,-0.180132,-0.132326,4,16,0,0,0,2,0:00:16
20200722_112456_865532044,97.04606628,-0.222933,-0.128961,3,16,0,0,0,2,0:00:16
