Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200715_164829_2170229854,0,-1.00E-05,-0.000636,0.004829,-2,0,0,0,0,7
20200715_164829_2170246520,0,4.00E-06,0.00027,-0.007164,-2,0,0,0,0,7
20200715_164829_2170279852,0,8.00E-06,0.000242,-0.010225,-2,0,0,0,0,7
20200715_164829_2170313184,0,2.00E-05,1.90E-05,-0.01424,-3,0,0,0,0,7
20200715_164829_2170329850,0,4.00E-06,0.00193,-0.003141,-3,0,0,0,0,7
20200715_164829_2170363182,0,-1.20E-05,0.002026,-0.001092,-3,0,0,0,0,7
20200715_164829_2170379848,0,-2.20E-05,0.000837,0.009244,-3,0,0,0,0,7
20200715_164829_2170429846,0,-2.10E-05,-0.000485,0.012128,-3,0,0,0,0,7
20200715_164829_2170463178,0,4.00E-06,-0.000195,0.001355,-3,0,0,0,0,7
20200715_164829_2170496510,0,8.00E-06,-0.000459,-0.009039,-3,0,0,0,0,7
20200715_164829_2170529842,0,3.00E-05,-0.000955,-0.022417,-2,0,0,0,0,7
20200715_164829_2170546508,0,2.60E-05,0.000165,-0.014524,-2,0,0,0,0,7
20200715_164829_2170579840,0,1.40E-05,0.001264,-0.004867,-2,0,0,0,0,7
20200715_164830_2170629838,0,-2.20E-05,0.000805,0.010177,-2,0,0,0,0,7
20200715_164830_2170646504,0,-3.20E-05,-0.001048,0.022856,-2,0,0,0,0,7
20200715_164830_2170679836,0,-2.70E-05,-0.000662,0.016004,-2,0,0,0,0,7
20200715_164830_2170696502,0,-1.00E-06,-0.000796,0.004871,-4,0,0,0,0,7
20200715_164830_2170729834,0,3.10E-05,-2.40E-05,-0.007138,-5,0,0,0,0,7
20200715_164830_2170763166,0,5.60E-05,8.40E-05,-0.020904,-6,0,0,0,0,7
20200715_164830_2170779832,0,6.30E-05,0.000905,-0.022863,-6,0,0,0,0,7
20200715_164830_2170813164,0,4.50E-05,0.001008,-0.016007,-7,7.539483905,0,0,0,7
20200715_164830_2170846496,0,0,0.001277,-0.004871,-7,15.47569931,0,0,0,7
20200715_164830_2170879828,0,-4.40E-05,0.001014,0.010176,-7,31.7456305,0,0,0,7
20200715_164830_2170913160,0,-6.70E-05,-0.001678,0.014182,-7,55.46883345,0,0,0,7
20200715_164830_2170946492,0,-6.10E-05,-0.0013,0.013775,-7,82.03097582,0,0,0,7
20200715_164830_2170979824,0,-4.80E-05,-0.001042,0.01125,-7,100,0,0,0,7
20200715_164830_2170996490,0,8.90E-05,0.000404,-0.018488,-7,100,0,0,0,7
20200715_164830_2171046488,0,0.000267,0.00097,-0.055079,-7,100,0,0,0,7
20200715_164830_2171079820,0,0.000699,0.009254,-0.148447,-7,100,0,0,0,7
20200715_164830_2171113152,0,0.001508,0.017228,-0.319732,-7,100,0,0,0,7
20200715_164830_2171146484,0,0.002829,0.033943,-0.591665,-7,100,0,0,0,7
20200715_164830_2171163150,1,0.004487,0.050505,-0.928452,-7,100,0,0,0,0
20200715_164830_2171196482,1,0.005339,0.057342,-1.097006,-8,100,0,0,0,2
20200715_164830_2171229814,1,0.007814,0.060942,-1.473412,-8,100,0,0,0,2
20200715_164830_2171263146,1,0.010325,0.05531,-1.806437,-8,100,0,0,0,2
20200715_164830_2171279812,1,0.011924,0.029088,-2.057005,-9,100,0,0,0,2
20200715_164830_2171329810,2,0.012564,0.012595,-2.156292,-9,100,0,0,0,2
20200715_164830_2171346476,2,0.014044,-0.032826,-2.394589,-8,100,0,0,0,2
20200715_164830_2171379808,2,0.013542,-0.035598,-2.467351,-8,100,0,0,0,2
20200715_164830_2171413140,3,0.011315,-0.036142,-2.611528,-7,100,0,0,0,0
20200715_164830_2171446472,3,0.009249,-0.019834,-2.761553,-7,100,0,0,0,0
20200715_164830_2171463138,3,0.00994,0.003501,-2.912963,-7,100,0,0,0,0
20200715_164830_2171496470,4,0.010585,0.017212,-2.987359,-7,100,0,0,0,0
20200715_164830_2171529802,4,0.013898,0.035829,-3.129134,-8,100,0,0,0,2
20200715_164830_2171563134,4,0.018081,0.041111,-3.263417,-8,100,0,0,0,2
20200715_164831_2171596466,5,0.02006,0.043305,-3.391234,-8,100,0,0,0,2
20200715_164831_2171629798,5,0.018708,0.046949,-3.516796,-7,100,0,0,0,0
20200715_164831_2171663130,6,0.010435,0.048947,-3.638023,-6,100,0,0,0,0
20200715_164831_2171696462,6,-0.002014,0.052873,-3.75786,-4,100,0,0,0,0
20200715_164831_2171713128,7,-0.014252,0.053707,-3.874139,-3,100,0,0,0,0
20200715_164831_2171763126,7,-0.018404,0.053473,-3.930374,-3,100,0,0,0,0
20200715_164831_2171779792,8,-0.020546,0.04783,-4.101284,-3,100,0,0,0,0
20200715_164831_2171796458,8,-0.018636,0.044493,-4.156343,-3,100,0,0,0,0
20200715_164831_2171829790,8,-0.015073,0.04092,-4.213645,-2,100,0,0,0,0
20200715_164831_2171863122,9,-0.010965,0.032441,-4.327305,-2,100,0,0,0,0
20200715_164831_2171896454,9,-0.010002,0.027038,-4.445363,-1,100,0,0,0,0
20200715_164831_2171929786,10,-0.009383,0.024508,-4.569166,-1,100,0,0,0,0
