Timestamp,Velocity,accel_X,accel_Y,accel_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label1
20200717_170233_2979364174,21,-0.006268,0.077077,-4.72348,2,12.69877797,0,0,0,0
20200717_170233_2979397486,21,-0.0064,0.073493,-4.370181,2,3.9681077,0,0,0,0
20200717_170233_2979414172,22,-0.006143,0.043733,-4.173786,2,0,0,0,0,0
20200717_170233_2979464170,22,-0.006003,0.039932,-4.081183,2,0,0,0,0,0
20200717_170233_2979497482,23,-0.00776,0.032948,-3.823797,2,0,0,0,0,0
20200717_170233_2979714148,23,-0.007314,0.030984,-3.667119,2,0,0,0,0,0
20200717_170233_2979747480,23,-0.007213,0.032338,-3.789019,2,0,0,0,0,0
20200717_170233_2979780812,24,-0.002288,0.039676,-3.442777,2,0,0,0,0,0
20200717_170233_2979614144,24,0.007171,0.04674,-3.302084,2,0,0,0,0,0
20200717_170233_2979647476,24,0.023268,0.043474,-3.164274,1,0,0,0,0,0
20200717_170233_2979680808,27,0.07431,0.037069,-3.030987,0,0,0,0,0,0
20200717_170233_2979697474,27,0.068177,0.036077,-2.9048,0,3.174638748,0,0,0,0
20200717_170233_2979730806,27,0.067219,0.032684,-2.842768,-1,7.739483905,0,0,0,0
20200717_170233_2979764138,26,0.086192,0.032773,-2.724449,-1,22.22171428,0,0,0,0
20200717_170234_2979797470,26,0.091991,0.033963,-2.611107,-2,34.92027223,0,0,0,0
20200717_170234_2979830802,26,0.074816,0.039377,-2.703474,-2,43.64997976,0,0,0,0
20200717_170234_2979880800,26,0.036897,0.037342,-2.398133,-2,70.78126192,0,0,0,0
20200717_170234_2979897466,27,0.023477,0.033078,-2.24823,-1,77.87946441,0,0,0,0
20200717_170234_2979930798,27,0.003447,0.031146,-2.200206,-1,76.64072633,0,0,0,0
20200717_170234_2979947464,27,-0.020278,0.029443,-2.107779,-1,77.03137729,0,0,0,0
20200717_170234_2979980796,27,-0.026311,0.027278,-2.062304,-1,77.42198825,0,0,0,0
20200717_170234_2980014128,27,-0.027787,0.029477,-1.977877,-1,77.42198825,0,0,0,0
20200717_170234_2980047460,28,-0.022461,0.029766,-1.892427,-1,77.42198825,0,0,0,0
20200717_170234_2980080792,28,-0.017108,0.031339,-1.81287,-1,77.81261921,0,0,0,0
20200717_170234_2980114124,28,-0.009742,0.028202,-1.73774,-1,77.81261921,0,0,0,0
20200717_170234_2980130790,28,-0.002,0.027797,-1.661368,-1,78.20327017,0,0,0,0
20200717_170234_2980164122,28,0.001419,0.027132,-1.627632,-1,78.20327017,0,0,0,0
20200717_170234_2980197474,28,0.002784,0.023317,-1.777809,-1,78.79388113,0,0,0,0
20200717_170234_2980230786,29,0.001648,0.021746,-1.488681,-1,78.79388113,0,0,0,0
20200717_170234_2980264118,29,0.000436,0.027937,-1.427023,-1,78.98471209,0,0,0,0
20200717_170234_2980297470,29,0.000328,0.023471,-1.3699,-1,78.98471209,0,0,0,0
20200717_170234_2980314116,29,0.000617,0.02139,-1.346691,-1,79.37714307,0,0,0,0
20200717_170234_2980347448,29,0.000737,0.019676,-1.346747,-1,79.37714307,0,0,0,0
20200717_170234_2980380780,29,0.000784,0.019433,-1.369477,-1,79.76777401,0,0,0,0
20200717_170234_2980414112,30,0.000793,0.017307,-1.421493,-1,79.76777401,0,0,0,0
20200717_170234_2980430778,30,0.001181,0.018737,-1.70214,-1,79.76777401,0,0,0,0
20200717_170234_2980480776,30,0.004777,0.018467,-1.747074,-1,79.76777401,0,0,0,0
20200717_170234_2980497442,30,0.021061,0.02274,-1.669711,-1,79.76777401,0,0,0,0
20200717_170234_2980730774,30,0.024912,0.024349,-1.709732,-1,79.76777401,0,0,0,0
20200717_170234_2980764106,31,0.024948,0.024662,-1.787799,-1,79.76777401,0,0,0,0
20200717_170234_2980797438,31,0.022191,0.02326,-1.878071,-1,79.76777401,0,0,0,0
20200717_170234_2980614104,31,0.017434,0.024017,-1.926709,-1,79.76777401,0,0,0,0
20200717_170234_2980664102,31,0.013069,0.021212,-1.979117,-1,79.76777401,0,0,0,0
20200717_170234_2980680768,32,-0.001888,0.014977,-2.071186,-1,60.17640497,0,0,0,0
20200717_170234_2980730766,32,-0.002736,0.01223,-2.080026,-1,60.17640497,0,0,0,0
20200717_170234_2980764098,32,-0.000618,0.007136,-2.161603,-1,73.9063096,0,0,0,0
20200717_170237_2980780764,32,-0.003986,0.007164,-2.208938,-1,38.09491098,0,0,0,0
20200717_170237_2980814096,32,-0.006987,0.006776,-2.228748,-1,16.2699312,0,0,0,0
20200717_170237_2980847428,33,-0.00904,0.011288,-2.270367,-1,0,0,0,0,0
20200717_170237_2980880760,33,-0.008723,0.017439,-2.242367,-1,0,0,0,0,0
20200717_170237_2980897426,33,-0.007744,0.024877,-2.203999,-1,0,0,0,0,0
20200717_170237_2980947424,33,-0.007682,0.027136,-2.174077,-1,0,0,0,0,0
20200717_170237_2980964090,34,0.00187,0.028331,-2.07078,-1,0,0,0,0,0
20200717_170237_2980997422,34,0.007774,0.026691,-2.004071,-1,0,0,0,0,0
20200717_170237_2981014088,34,0.017197,0.022842,-1.912226,-2,0,0,0,0,0
20200717_170237_2981047420,34,0.023176,0.021774,-1.868727,-2,0,0,0,0,0
20200717_170237_2981080772,34,0.043146,0.019424,-1.787666,-2,0,0,0,0,0
20200717_170237_2981114084,37,0.077489,0.01971,-1.708347,-3,0,0,0,0,0
20200717_170237_2981130770,37,0.077963,0.023066,-1.637983,-3,0,0,0,0,0
20200717_170237_2981180748,37,0.073774,0.021297,-1.600391,-3,0,0,0,0,0
20200717_170237_2981197414,37,0.031328,0.022896,-1.498906,-2,0,0,0,0,0
20200717_170237_2981230746,37,0.016792,0.022903,-1.466324,-2,0,0,0,0,0
20200717_170237_2981264078,37,-0.00661,0.023677,-1.403487,-2,0,0,0,0,0
20200717_170237_2981297410,37,-0.022227,0.018722,-1.342099,-2,0,0,0,0,0
20200717_170237_2981330742,36,-0.017707,0.021976,-1.284739,-2,0,0,0,0,0
20200717_170237_2981364074,36,0.002079,0.02061,-1.228432,-3,0,0,0,0,0
20200717_170237_2981397406,36,0.021077,0.021372,-1.177031,-3,0,0,0,0,0
20200717_170237_2981430738,36,0.047793,0.021373,-1.123727,-3,0,0,0,0,0
20200717_170237_2981447404,36,0.067386,0.019961,-1.074039,-4,0,0,0,0,0
20200717_170237_2981480736,36,0.069887,0.018748,-1.070047,-4,0,0,0,0,0
20200717_170237_2981714068,36,0.071831,0.017981,-1.003763,-4,0,0,0,0,0
20200717_170237_2981747400,36,0.061164,0.017268,-0.97917,-4,0,0,0,0,0
20200717_170237_2981764066,36,0.047766,0.013178,-0.916376,-4,0,0,0,0,0
20200717_170237_2981614064,36,0.036767,0.013644,-0.897733,-4,0,0,0,0,0
20200717_170237_2981647396,37,0.017772,0.014377,-0.837897,-4,0,0,0,0,0
20200717_170237_2981680728,37,0.006722,0.016336,-0.797687,-4,0,0,0,0,0
20200717_170237_2981697394,37,0.001038,0.017376,-0.760377,-4,0,0,0,0,0
20200717_170237_2981730726,37,0.001061,0.014944,-0.74227,-4,0,0,0,0,0
20200717_170236_2981747392,37,0.000974,0.012698,-0.707396,-4,0,0,0,0,0
20200717_170236_2981797390,37,0.001777,0.011877,-0.690469,-4,0,0,0,0,0
20200717_170236_2981830722,37,0.002378,0.011729,-0.642739,-4,0,0,0,0,0
20200717_170236_2981847388,37,0.002186,0.01301,-0.612789,-4,1.190203428,0,0,0,0
20200717_170236_2981897386,37,0.00203,0.012237,-0.798718,-4,2.381169798,0,0,0,0
20200717_170236_2981947384,37,0.00177,0.011276,-0.778061,-4,6.349280477,0,0,0,0
20200717_170236_2981980716,37,0.001701,0.010801,-0.726349,-4,12.69877797,0,0,0,0
20200717_170236_2981997382,37,0.00172,0.008137,-0.712707,-4,16.2699312,0,0,0,0
20200717_170236_2982030714,37,0.001469,0.008107,-0.708444,-4,16.2699312,0,0,0,0
20200717_170236_2982064046,37,0.00137,0.008382,-0.704884,-4,16.2699312,0,0,0,0
20200717_170236_2982097378,38,0.001311,0.009084,-0.707236,-4,16.2699312,0,0,0,0
20200717_170236_2982130710,38,0.001297,0.009218,-0.713061,-4,17.87243378,0,0,0,0
20200717_170236_2982147376,38,0.00142,0.008272,-0.719882,-4,17.87243378,0,0,0,0
20200717_170236_2982180708,38,0.001429,0.008367,-0.723407,-4,17.87243378,0,0,0,0
20200717_170236_2982214040,38,0.001421,0.007404,-0.730127,-4,17.87243378,0,0,0,0
20200717_170236_2982264038,38,0.001767,0.009216,-0.736774,-4,16.2699312,0,0,0,0
20200717_170236_2982280704,38,0.001469,0.007809,-0.74777,-4,17.06340015,0,0,0,0
20200717_170236_2982314036,38,0.001447,0.007237,-0.748777,-4,17.06340015,0,0,0,0
20200717_170236_2982347368,38,0.001443,0.006498,-0.774799,-4,18.27360378,0,0,0,0
20200717_170236_2982364034,38,0.001477,0.00799,-0.761074,-4,19.8413074,0,0,0,0
20200717_170236_2982397366,38,0.001426,0.00701,-0.764739,-4,20.23804188,0,0,0,0
20200717_170236_2982430698,38,0.001462,0.006084,-0.772338,-4,20.23804188,0,0,0,0
20200717_170236_2982464030,38,0.001727,0.007376,-0.780922,-4,20.63477637,0,0,0,0
20200717_170236_2982497362,38,-0.007782,0.007132,-0.790226,-4,21.03171083,0,0,0,0
20200717_170236_2982714028,38,-0.027078,0.007848,-0.60028,-3,22.22171428,0,0,0,0
20200717_170236_2982747360,38,-0.038478,0.008926,-0.607776,-3,22.61844873,0,0,0,0
20200717_170236_2982780692,39,-0.084976,0.010276,-0.616388,-2,22.61844873,0,0,0,0
20200717_170236_2982614024,39,-0.109118,0.010031,-0.627289,-2,23.01718321,0,0,0,0
20200717_170236_2982647376,39,-0.111667,0.00606,-0.638273,-2,23.41268063,0,0,0,0
20200717_170236_2982680688,39,-0.091641,0.003867,-0.649437,-2,23.8094171,0,0,0,0
20200717_170236_2982714020,39,-0.062723,0.003121,-0.660779,-2,23.8094171,0,0,0,0
20200717_170237_2982730686,39,-0.012338,0.002729,-0.671963,-2,24.60288407,0,0,0,0
20200717_170237_2982764018,39,0.004816,-0.000807,-0.677471,-2,24.60288407,0,0,0,0
20200717_170237_2982780684,39,0.022616,-0.002677,-0.68873,-2,27.39637301,0,0,0,0
20200717_170237_2982814016,39,0.021011,-0.000238,-0.694618,-2,27.39637301,0,0,0,0
20200717_170237_2982847348,39,0.01179,0.003947,-0.706497,-2,27.39637301,0,0,0,0
20200717_170237_2982880680,39,0.004002,0.003623,-0.718119,-2,27.39637301,0,0,0,0
20200717_170237_2982930678,39,-0.009272,0.004339,-0.729747,-2,26.18982198,0,0,0,0
20200717_170237_2982964010,40,-0.028911,0.009319,-0.747374,-1,26.78677643,0,0,0,0
20200717_170237_2982997342,40,-0.034246,0.00868,-0.778719,-1,26.78677643,0,0,0,0
20200717_170237_2983014008,40,-0.039739,0.008316,-0.769946,-1,26.78677643,0,0,0,0
20200717_170237_2983047340,40,-0.037778,0.010032,-0.777607,-1,26.78677643,0,0,0,0
20200717_170237_2983064006,40,-0.027994,0.009976,-0.786363,-1,26.78677643,0,0,0,0
20200717_170237_2983114004,40,-0.020378,0.010746,-0.791736,-1,26.78677643,0,0,0,0
20200717_170237_2983130670,40,-0.006422,0.011289,-0.807163,-1,26.98407387,0,0,0,0
20200717_170237_2983180668,40,-0.002778,0.010729,-0.812079,-1,26.98407387,0,0,0,0
20200717_170237_2983197334,40,0.003602,0.008942,-0.826304,-1,26.98407387,0,0,0,0
20200717_170237_2983247332,40,0.002783,0.008322,-0.831088,-1,27.38078833,0,0,0,0
20200717_170237_2983263998,40,-0.000779,0.00601,-0.844776,-1,27.7777228,0,0,0,0
20200717_170237_2983280664,41,-0.000486,0.006113,-0.849076,-1,27.7777228,0,0,0,0
20200717_170237_2983313996,41,-0.000174,0.006676,-0.873714,-1,27.7777228,0,0,0,0
20200717_170237_2983347328,41,0.000448,0.008277,-0.862309,-1,27.7777228,0,0,0,0
20200717_170237_2983380660,41,0.00089,0.007906,-0.870847,-1,27.7777228,0,0,0,0
20200717_170237_2983413992,41,0.001034,0.008789,-0.879213,-1,27.7777228,0,0,0,0
20200717_170237_2983447324,41,0.000918,0.009781,-0.887321,-1,27.7777228,0,0,0,0
20200717_170237_2983480676,41,0.000728,0.011049,-0.897063,-1,27.7777228,0,0,0,0
20200717_170237_2983497322,41,7.00E-05,0.010806,-0.902308,-1,27.7777228,0,0,0,0
20200717_170237_2983730674,41,-0.002717,0.010479,-0.907781,-1,27.7777228,0,0,0,0
20200717_170237_2983780672,41,-0.012702,0.009674,-0.91243,-1,27.7777228,0,0,0,0
20200717_170237_2983613984,42,-0.079768,0.017722,-0.922261,0,27.7777228,0,0,0,0
20200717_170237_2983647316,42,-0.072313,0.012327,-0.927789,0,28.17427728,0,0,0,0
20200717_170237_2983697314,42,-0.047788,0.007237,-0.933073,1,28.17427728,0,0,0,0
20200717_170238_2983730646,42,-0.120217,0.007476,-0.941176,2,28.17427728,0,0,0,0
20200717_170238_2983763978,42,-0.1089,0.007777,-0.946378,3,28.77099177,0,0,0,0
20200717_170238_2983797310,42,-0.136218,0.003767,-0.971227,3,28.77099177,0,0,0,0
20200717_170238_2983813976,42,-0.171807,0.006724,-0.97644,4,28.77099177,0,0,0,0
20200717_170238_2983830642,42,-0.189797,0.007346,-0.978901,4,28.77099177,0,0,0,0
20200717_170238_2983880640,42,-0.177128,0.007199,-0.961273,7,28.77099177,0,0,0,0
20200717_170238_2983897306,43,-0.176716,0.007876,-0.967914,6,28.96772623,0,0,0,0
20200717_170238_2983930638,43,-0.171688,0.00478,-0.970067,6,28.96772623,0,0,0,0
20200717_170238_2983963970,43,-0.131809,0.008301,-0.977192,6,28.96772623,0,0,0,0
20200717_170238_2983997302,43,-0.113147,0.010222,-0.979799,6,28.96772623,0,0,0,0
20200717_170238_2984030634,43,-0.098482,0.012482,-0.984279,6,28.96772623,0,0,0,0
20200717_170238_2984063966,43,-0.069234,0.011618,-0.988742,7,28.96772623,0,0,0,0
20200717_170238_2984080632,43,-0.091693,0.013668,-0.992487,8,28.96772623,0,0,0,1
