Velocity,Accel_X,Rotate_Z,Steering_wheel_x,Accelerator,Brake,Label
32,0.015686275,-0.375,2,8.627451,0,0
32,0.015686275,-0.5,2,16.078432,0,0
33,0.015686275,-0.5,2,16.078432,0,0
33,0.015686275,-0.5,2,16.078432,0,0
33,0.03137255,-0.375,2,18.039215,0,0
33,0.03137255,-0.375,2,18.039215,0,0
33,0.03137255,-0.375,2,18.039215,0,0
33,0.047058824,-0.4375,2,18.039215,0,0
34,0.047058824,-0.4375,2,18.039215,0,0
34,0.0627451,-0.3125,2,18.039215,0,0
34,0.0627451,-0.3125,2,18.039215,0,0
35,0.0627451,-0.3125,2,18.039215,0,0
35,0.0627451,0.0625,1,14.117647,0,0
36,0.0627451,0.0625,1,14.117647,0,0
36,0.0627451,0.0625,1,14.117647,0,0
36,0.047058824,0.125,1,14.509804,0,0
36,0.047058824,0.125,1,14.509804,0,0
36,0.047058824,0.125,1,14.509804,0,0
36,0.047058824,-0.125,1,23.92157,0,0
37,0.047058824,-0.125,1,23.92157,0,0
37,0.047058824,-0.125,1,23.92157,0,0
37,0.078431375,-0.125,1,17.254902,0,0
38,0.078431375,-0.125,1,17.254902,0,0
38,0.078431375,-0.125,1,17.254902,0,0
38,0.0627451,0.0625,1,13.725491,0,0
38,0.0627451,0.0625,1,13.725491,0,0
38,0.047058824,0,1,13.725491,0,0
39,0.047058824,0,1,13.725491,0,0
39,0.047058824,0,1,13.725491,0,0
39,0.047058824,0,1,13.725491,0,0
39,0.03137255,0,1,13.333334,0,0
39,0.03137255,0,1,13.333334,0,0
39,0.03137255,0,1,13.333334,0,0
39,0.03137255,-0.0625,1,11.764706,0,0
40,0.03137255,-0.0625,1,11.764706,0,0
40,0.03137255,-0.0625,1,11.764706,0,0
40,0.03137255,0,0,5.882353,0,0
40,0.03137255,0,0,5.882353,0,0
40,0.03137255,0,0,5.882353,0,0
40,0.015686275,0,0,7.4509807,0,0
40,0.015686275,0,0,7.4509807,0,0
40,0.015686275,0,0,7.4509807,0,0
40,0,0.1875,0,4.7058825,0,0
41,0,0.1875,0,4.7058825,0,0
41,0,0.1875,0,4.7058825,0,0
41,0,-0.0625,0,0,0,0
41,0,-0.0625,0,0,0,0
41,0,-0.125,0,0,0,0
41,0,-0.125,0,0,0,0
40,0,-0.125,0,0,0,0
40,-0.015686275,0,0,0,0,0
40,-0.015686275,0,0,0,0,0
40,-0.015686275,0,0,0,0,0
40,-0.015686275,0,0,0,0,0
40,-0.015686275,0.0625,0,0,0,0
40,-0.015686275,0.0625,0,0,0,0
40,-0.015686275,0.0625,0,0,0,0
40,-0.015686275,0,0,0,0,0
39,-0.015686275,0,0,0,0,0
39,-0.015686275,0,0,0,0,0
39,-0.015686275,0.3125,0,0,0,0
39,-0.015686275,0.3125,0,0,0,0
39,-0.015686275,0.3125,0,0,0,0
39,-0.03137255,-0.125,0,0,0,0
39,-0.03137255,-0.125,0,0,0,0
39,-0.03137255,-0.125,0,0,0,0
39,-0.03137255,0,0,0,0,0
38,-0.03137255,0,0,0,0,0
38,-0.03137255,0,1,1.1764706,0,0
38,-0.03137255,0,1,1.1764706,0,0
38,-0.03137255,0,1,1.1764706,0,0
38,0,0.125,1,10.196078,0,0
38,0,0.125,1,10.196078,0,0
38,0,0.125,1,10.196078,0,0
38,0,0.125,1,10.196078,0,0
38,0,-0.1875,2,9.803922,0,0
38,0,-0.1875,2,9.803922,0,0
38,0,-0.1875,2,9.803922,0,0
38,0.015686275,0,1,5.882353,0,0
38,0.015686275,0,1,5.882353,0,0
38,0.015686275,0,1,5.882353,0,0
38,0,-0.0625,1,22.745098,0,0
39,0,-0.0625,1,22.745098,0,0
39,0.047058824,-0.3125,1,25.490196,0,0
39,0.047058824,-0.3125,1,25.490196,0,0
39,0.047058824,-0.3125,1,25.490196,0,0
39,0.078431375,-0.125,1,12.156863,0,0
40,0.078431375,-0.125,1,12.156863,0,0
40,0.078431375,-0.125,1,12.156863,0,0
40,0.03137255,-0.1875,1,0,0,0
41,0.03137255,-0.1875,1,0,0,0
41,0.03137255,-0.1875,1,0,0,0
41,0,0,1,0,0,0
41,0,0,1,0,0,0
41,0,0,1,0,0,0
41,0,-0.1875,1,0,0,0
40,0,-0.1875,1,0,0,0
40,0,-0.1875,1,0,0,0
40,-0.015686275,0.4375,1,0,0,0
40,-0.015686275,0.4375,1,0,0,0
40,-0.015686275,0.4375,1,0,0,0
40,-0.03137255,-0.5,0,14.509804,0,0
40,-0.03137255,-0.5,0,14.509804,0,0
40,-0.03137255,-0.5,0,14.509804,0,0
40,0.015686275,0.6875,0,4.3137255,0,0
40,0.015686275,0.6875,0,4.3137255,0,0
40,0.015686275,0.6875,0,4.3137255,0,0
40,0.015686275,0.6875,0,4.3137255,0,0
40,0,0.1875,0,0,0,0
40,0,0.1875,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,-0.015686275,0.125,0,0,0,0
40,-0.015686275,0.125,0,0,0,0
40,-0.015686275,0.125,0,0,0,0
40,-0.015686275,0.25,0,0,0,0
40,-0.015686275,0.25,0,0,0,0
40,-0.015686275,0.25,0,0,0,0
40,0,0,0,23.92157,0,0
40,0,0,0,23.92157,0,0
40,0,0,0,23.92157,0,0
