Timestamp,Velocity,Accel_X,Rotate_Z,Steering_wheel_x,Accelerator,Brake,Winker(left),Winker(right),Label,Timecheck
20200722_135238_905641338,37,0.081717,-0.074,-3,0,0,0,0,0,0:00:05
20200722_135238_905741334,37,0.005917,-0.1431,-3,0,0,0,0,0,0:00:05
20200722_135238_905841330,37,-0.005554,-0.1324,-3,0,0,0,0,0,0:00:05
20200722_135239_905941326,37,-0.029291,-0.1799,-4,0,0,0,0,0,0:00:06
20200722_135239_906024656,37,-0.037422,-0.2083,-4,0,0,0,0,0,0:00:06
20200722_135239_906141318,38,-0.000454,-0.1605,-4,0,0,0,0,0,0:00:06
20200722_135239_906224648,38,-0.000624,-0.1639,-4,0,0,0,0,0,0:00:06
20200722_135239_906307978,38,0.036463,-0.107,-3,0,0,0,0,0,0:00:06
20200722_135239_906391308,38,0.110956,0.0641,-1,0,0,0,0,0,0:00:06
20200722_135239_906491304,38,0.136431,0.1506,0,0,0,0,0,0,0:00:06
20200722_135239_906591300,38,0.044358,-0.011,-1,0,0,0,0,0,0:00:06
20200722_135239_906707962,38,-0.099309,-0.285,-3,0,0,0,0,0,0:00:06
20200722_135239_906807958,38,-0.090122,-0.2831,-3,0,0,0,0,0,0:00:06
20200722_135239_906891288,38,-0.026143,-0.1814,-3,0,1,0,0,0,0:00:06
20200722_135240_906974618,38,0.005282,-0.1666,-3,0,3,0,0,0,0:00:07
20200722_135240_907091280,38,-2.90E-05,-0.1871,-3,0,3,0,0,0,0:00:07
20200722_135240_907174610,38,0.000702,-0.2011,-3,0,4,0,0,0,0:00:07
20200722_135240_907274606,38,0.020617,-0.1552,-3,0,6,0,0,0,0:00:07
20200722_135240_907357936,37,0.069428,-0.0334,-1,0,9,0,0,0,0:00:07
20200722_135240_907441266,37,0.133533,0.1305,0,0,10,0,0,0,0:00:07
20200722_135240_907541262,37,0.059504,0.0474,0,0,12,0,0,0,0:00:07
20200722_135240_907641258,37,-0.019965,-0.0326,0,0,12,0,0,0,0:00:07
20200722_135240_907724588,36,0.002219,-0.0106,0,0,12,0,0,0,0:00:07
20200722_135240_907824584,36,0.000139,0.0087,0,0,12,0,0,0,0:00:07
20200722_135241_907891248,35,-0.025251,0.0076,-1,0,12,0,0,0,0:00:08
20200722_135241_907991244,35,-0.061702,-0.1696,-2,0,13,0,0,0,0:00:08
20200722_135241_908074574,34,-0.043516,-0.1799,-2,0,14,0,0,0,0:00:08
20200722_135241_908191236,33,-0.021525,-0.137,-2,0,16,0,0,0,0:00:08
20200722_135241_908291232,33,0.017521,-0.0672,-2,0,18,0,0,0,0:00:08
20200722_135241_908374562,32,0.031832,-0.0323,-1,0,21,0,0,0,0:00:08
20200722_135241_908474558,31,0.031167,-0.011,-1,0,23,0,0,0,0:00:08
20200722_135241_908557888,30,0.009203,-0.044,-1,0,24,0,0,0,0:00:08
20200722_135241_908674550,29,0.002509,-0.0459,-1,0,25,0,0,0,0:00:08
20200722_135241_908757880,27,0.007971,-0.0304,-1,0,26,0,0,0,0:00:08
20200722_135241_908824544,26,0.011512,-0.0083,-1,0,28,0,0,0,0:00:08
20200722_135242_908924540,25,0.030178,0.0209,-1,0,34,0,0,0,0:00:09
20200722_135242_909024536,23,-0.005438,-0.0008,-1,0,48,0,0,0,0:00:09
20200722_135242_909124532,21,0.001379,-0.0091,-1,0,53,0,0,0,0:00:09
20200722_135242_909224528,19,-0.000249,-0.0065,-1,0,54,0,0,0,0:00:09
20200722_135242_909307858,16,8.90E-05,-0.0019,0,0,55,0,0,0,0:00:09
20200722_135242_909391188,14,0.031617,0.0379,3,0,56,0,0,0,0:00:09
20200722_135242_909491184,11,0.092725,0.1715,8,0,57,0,0,2,0:00:09
20200722_135242_909591180,7,0.019269,0.0201,10,0,57,0,0,2,0:00:09
20200722_135242_909674510,4,-0.056987,-0.0907,10,0,57,0,0,2,0:00:09
20200722_135242_909774506,0,-0.069183,-0.1074,7,0,57,0,0,7,0:00:09
20200722_135242_909874502,0,-0.0251,0.008,5,0,57,0,0,7,0:00:09
20200722_135243_909957832,0,0.00091,0.0501,4,0,57,0,0,7,0:00:10
20200722_135243_910057828,0,-0.001091,0.0349,4,0,57,0,0,7,0:00:10
20200722_135243_910124492,0,-0.00022,0.0224,4,0,52,0,0,7,0:00:10
20200722_135243_910224488,0,0.000357,0.0182,4,0,44,0,0,7,0:00:10
20200722_135243_910291152,0,-0.000164,0.0171,4,0,15,0,0,7,0:00:10
20200722_135243_910391148,0,6.30E-05,0.0178,4,0,0,0,0,7,0:00:10
20200722_135243_910491144,0,0.00036,0.022,4,0,0,0,0,7,0:00:10
20200722_135243_910574474,0,-7.70E-05,0.0228,4,0,0,0,0,7,0:00:10
20200722_135243_910691136,0,-0.000152,0.0178,4,0,0,0,0,7,0:00:10
20200722_135243_910791132,0,-9.80E-05,0.0171,4,0,0,0,0,7,0:00:10
20200722_135244_910874462,0,-4.40E-05,0.0186,4,0,0,0,0,7,0:00:11
20200722_135244_910974458,0,6.50E-05,0.0228,4,0,0,0,0,7,0:00:11
20200722_135244_911057788,0,1.50E-05,0.025,4,0,0,0,0,7,0:00:11
20200722_135244_911124452,0,-8.70E-05,0.0209,4,0,0,0,0,7,0:00:11
20200722_135244_911241114,0,3.40E-05,0.0186,4,0,0,0,0,7,0:00:11
20200722_135244_911324444,0,0.000121,0.0243,4,0,0,0,0,7,0:00:11
20200722_135244_911407774,0,-6.00E-05,0.022,4,0,0,0,0,7,0:00:11
20200722_135244_911524436,0,-1.30E-05,0.0186,4,0,0,0,0,7,0:00:11
20200722_135244_911591100,0,9.80E-05,0.0209,4,0,0,0,0,7,0:00:11
20200722_135244_911691096,0,4.70E-05,0.0277,4,0,0,0,0,7,0:00:11
20200722_135244_911774426,0,-7.60E-05,0.0201,4,0,0,0,0,7,0:00:11
20200722_135245_911857756,0,3.60E-05,0.0186,4,0,0,0,0,7,0:00:12
20200722_135245_911974418,0,0.000115,0.0273,4,0,0,0,0,7,0:00:12
20200722_135245_912057748,0,-7.70E-05,0.0231,4,0,0,0,0,7,0:00:12
20200722_135245_912157744,0,-6.70E-05,0.019,4,0,0,0,0,7,0:00:12
20200722_135245_912241074,0,0.000148,0.0235,4,0,0,0,0,7,0:00:12
20200722_135245_912324404,0,3.10E-05,0.0266,4,0,0,0,0,7,0:00:12
20200722_135245_912407734,0,-9.00E-06,0.0247,4,0,0,0,0,7,0:00:12
20200722_135245_912541062,0,5.00E-05,0.0243,4,0,0,0,0,7,0:00:12
20200722_135245_912641058,0,-3.50E-05,0.0205,4,0,0,0,0,7,0:00:12
20200722_135245_912707722,0,7.00E-06,0.0175,4,0,0,0,0,7,0:00:12
20200722_135246_912824384,0,6.90E-05,0.0216,4,0,0,0,0,7,0:00:13
20200722_135246_912924380,0,0,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913007710,0,6.00E-06,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913107706,0,1.60E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913191036,0,2.00E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913274366,0,1.60E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913357696,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913441026,0,1.80E-05,0.0239,4,0,0,0,0,7,0:00:13
20200722_135246_913557688,0,1.60E-05,0.0239,4,0,0,0,0,7,0:00:13
20200722_135246_913657684,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135246_913757680,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:13
20200722_135247_913857676,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_913941006,0,1.60E-05,0.0239,4,0,0,0,0,7,0:00:14
20200722_135247_914024336,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914124332,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914207662,0,1.60E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914324324,0,1.80E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914390988,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914474318,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914590980,0,1.70E-05,0.0243,4,0,0,0,0,7,0:00:14
20200722_135247_914707642,0,1.70E-05,0.0243,4,5,0,0,0,0,0:00:14
20200722_135248_914774306,0,1.80E-05,0.0243,4,11,0,0,0,0,0:00:15
20200722_135248_914874302,0,7.60E-05,0.0247,4,15,0,0,0,0,0:00:15
20200722_135248_914974298,0,0.000498,0.0258,4,16,0,0,0,0,0:00:15
20200722_135248_915040962,0,0.001494,0.0273,4,19,0,0,0,0,0:00:15
20200722_135248_915140958,1,0.002357,0.0285,4,19,0,0,0,0,0:00:15
20200722_135248_915224288,1,0.002956,0.0292,4,19,0,0,0,0,0:00:15
20200722_135248_915324284,2,0.003616,0.0307,4,19,0,0,0,0,0:00:15
20200722_135248_915424280,2,0.004148,0.0338,4,19,0,0,0,0,0:00:15
20200722_135248_915540942,3,0.004491,0.0163,4,19,0,0,0,0,0:00:15
20200722_135248_915607606,4,0.004778,-0.0266,4,19,0,0,0,0,0:00:15
20200722_135248_915707602,5,0.005643,0.0072,4,19,0,0,0,0,0:00:15
20200722_135249_915790932,5,0.00553,0.0114,4,19,0,0,0,0,0:00:16
20200722_135249_915890928,6,0.005667,0.0099,4,19,0,0,0,0,0:00:16
20200722_135249_915974258,7,0.005874,0.0106,4,18,0,0,0,0,0:00:16
20200722_135249_916074254,8,0.006,0.0133,4,16,0,0,0,0,0:00:16
20200722_135249_916174250,8,0.006031,0.0144,4,12,0,0,0,0,0:00:16
20200722_135249_916257580,9,0.005996,0.0163,4,5,0,0,0,0,0:00:16
20200722_135249_916374242,10,0.005707,0.0178,4,1,0,0,0,0,0:00:16
20200722_135249_916457572,11,0.00515,0.0197,4,1,0,0,0,0,0:00:16
20200722_135249_916540902,11,0.004559,0.0201,4,1,0,0,0,0,0:00:16
20200722_135249_916640898,12,0.003987,0.0209,4,1,0,0,0,0,0:00:16
20200722_135250_916724228,12,0.00344,0.0216,4,1,0,0,0,0,0:00:17
20200722_135250_916824224,13,0.003038,0.022,4,1,0,0,0,0,0:00:17
20200722_135250_916924220,13,0.002616,0.0224,4,1,0,0,0,0,0:00:17
20200722_135250_917007550,14,0.002232,0.0235,4,0,0,0,0,0,0:00:17
20200722_135250_917124212,14,0.001866,0.0216,4,0,0,0,0,0,0:00:17
20200722_135250_917207542,14,0.001595,0.022,4,0,0,0,0,0,0:00:17
20200722_135250_917307538,14,0.001221,0.0228,4,0,0,0,0,0,0:00:17
20200722_135250_917390868,14,0.001051,0.0224,4,0,0,0,0,0,0:00:17
20200722_135250_917474198,14,0.00081,0.022,4,0,0,0,0,0,0:00:17
20200722_135250_917574194,14,0.000609,0.0216,4,0,0,0,0,0,0:00:17
20200722_135250_917690856,14,0.000485,0.0212,4,0,0,0,0,0,0:00:17
20200722_135251_917757520,14,0.0003,0.0205,4,0,0,0,0,0,0:00:18
20200722_135251_917840850,14,0.000218,0.0209,4,0,0,0,0,0,0:00:18
20200722_135251_917957512,14,0.000109,0.0254,4,0,0,0,0,0,0:00:18
20200722_135251_918040842,14,-0.000156,0.0042,4,0,0,0,0,0,0:00:18
20200722_135251_918140838,14,-3.00E-05,0.0167,4,0,0,0,0,0,0:00:18
20200722_135251_918240834,14,-0.000327,0.036,4,0,0,0,0,0,0:00:18
20200722_135251_918307498,14,-0.000343,0.0342,4,0,0,0,0,0,0:00:18
20200722_135251_918407494,14,-0.000394,0.0304,4,0,0,0,0,0,0:00:18
20200722_135251_918474158,14,-0.000362,0.0281,4,0,0,0,0,0,0:00:18
20200722_135251_918590820,14,-0.000398,0.0311,4,0,0,0,0,0,0:00:18
20200722_135252_918690816,14,-0.000455,0.0254,4,0,0,0,0,0,0:00:19
20200722_135252_918774146,14,-0.000516,0.0345,4,0,0,0,0,0,0:00:19
20200722_135252_918874142,14,-0.00051,0.0311,4,0,0,0,0,0,0:00:19
20200722_135252_918957472,14,-0.000594,0.0292,4,0,0,0,0,0,0:00:19
20200722_135252_919074134,14,-0.000579,0.0288,4,0,0,0,0,0,0:00:19
20200722_135252_919174130,14,-0.000572,0.0277,4,3,0,0,0,0,0:00:19
20200722_135252_919274126,14,-0.000492,0.0273,4,4,0,0,0,0,0:00:19
20200722_135252_919340790,14,-0.000348,0.0277,4,6,0,0,0,0,0:00:19
20200722_135252_919440786,14,-8.30E-05,0.0285,4,10,0,0,0,0,0:00:19
20200722_135252_919557448,14,8.60E-05,0.0273,4,11,0,0,0,0,0:00:19
20200722_135252_919657444,14,0.000483,0.0197,4,19,0,0,0,0,0:00:19
20200722_135253_919740774,14,0.007265,0.0345,4,21,0,0,0,0,0:00:20
20200722_135253_919840770,14,0.003407,0.0254,4,22,0,0,0,0,0:00:20
20200722_135253_919907434,14,0.001094,0.0258,4,22,0,0,0,0,0:00:20
20200722_135253_920007430,15,0.007713,0.0395,4,22,0,0,0,0,0:00:20
20200722_135253_920090760,15,0.017782,0.0596,5,22,0,0,0,0,0:00:20
20200722_135253_920224088,16,0.006765,0.0383,5,23,0,0,0,0,0:00:20
20200722_135253_920324084,16,0.004081,0.0463,5,24,0,0,0,0,0:00:20
20200722_135253_920440746,17,0.005164,0.0539,5,25,0,0,0,0,0:00:20
20200722_135253_920540742,18,0.00494,0.0558,5,29,0,0,0,0,0:00:20
20200722_135253_920640738,18,0.005356,0.06,5,32,0,0,0,0,0:00:20
20200722_135254_920724068,19,0.005982,0.0653,5,32,0,0,0,0,0:00:21
20200722_135254_920790732,19,0.006099,0.0637,5,32,0,0,0,0,0:00:21
20200722_135254_920907394,20,-0.02416,0.036,3,32,0,0,0,0,0:00:21
20200722_135254_920990724,21,-0.093383,-0.0842,0,32,0,0,0,0,0:00:21
20200722_135254_921090720,21,-0.073054,-0.0448,-1,32,0,0,0,0,0:00:21
20200722_135254_921174050,21,-0.034073,-0.0501,-2,33,0,0,0,0,0:00:21
20200722_135254_921257380,22,-0.006928,-0.0095,-2,33,0,0,0,0,0:00:21
20200722_135254_921340710,22,0.004763,-0.0159,-2,33,0,0,0,0,0:00:21
20200722_135254_921440706,22,-0.010241,-0.0201,-2,34,0,0,0,0,0:00:21
20200722_135254_921524036,23,-0.038994,-0.0778,-3,34,0,0,0,0,0:00:21
20200722_135255_921624032,23,-0.049875,-0.0865,-4,34,0,0,0,0,0:00:22
20200722_135255_921724028,23,-0.042887,-0.107,-5,34,0,0,0,0,0:00:22
20200722_135255_921824024,23,-0.011532,-0.0812,-5,34,0,0,0,0,0:00:22
20200722_135255_921907354,23,0.012233,-0.0562,-4,34,0,0,0,0,0:00:22
20200722_135255_921990684,24,0.022314,-0.0463,-4,34,0,0,0,0,0:00:22
20200722_135255_922090680,24,0.037796,-0.0474,-3,34,0,0,0,0,0:00:22
20200722_135255_922190676,24,0.038737,-0.0239,-2,35,0,0,0,0,0:00:22
20200722_135255_922274006,25,0.018991,-0.0235,-2,35,0,0,0,0,0:00:22
20200722_135255_922357336,25,0.026353,-0.0038,-1,35,0,0,0,0,0:00:22
20200722_135255_922457332,26,0.05373,0.0489,-1,35,0,0,0,0,0:00:22
20200722_135255_922557328,26,0.027215,0.0315,0,36,0,0,0,0,0:00:22
20200722_135256_922640658,27,-0.008869,-0.0076,0,37,0,0,0,0,0:00:23
20200722_135256_922757320,27,0.000935,0.0148,-1,37,0,0,0,0,0:00:23
20200722_135256_922840650,28,-0.064251,-0.0971,-2,37,0,0,0,0,0:00:23
20200722_135256_922940646,28,-0.099705,-0.1973,-3,37,0,0,0,0,0:00:23
20200722_135256_923040642,29,-0.01929,-0.0421,-3,37,0,0,0,0,0:00:23
20200722_135256_923123972,30,8.90E-05,-0.0508,-3,37,0,0,0,0,0:00:23
20200722_135256_923223968,30,0.005092,-0.0869,-3,37,0,0,0,0,0:00:23
20200722_135256_923290632,31,0.005564,-0.0918,-3,37,0,0,0,0,0:00:23
20200722_135256_923407294,32,-0.004042,-0.0964,-3,37,0,0,0,0,0:00:23
20200722_135256_923473958,32,-0.003452,-0.0994,-3,37,0,0,0,0,0:00:23
20200722_135256_923590620,33,-0.009285,-0.1131,-3,37,0,0,0,0,0:00:23
20200722_135257_923673950,34,-0.031311,-0.1579,-4,37,0,0,0,0,0:00:24
20200722_135257_923757280,34,-0.083106,-0.2709,-5,37,0,0,0,0,0:00:24
20200722_135257_923857276,35,-0.050045,-0.2224,-5,37,0,0,0,0,0:00:24
20200722_135257_923957272,35,0.000394,-0.1825,-5,37,0,0,0,0,0:00:24
20200722_135257_924040602,35,-0.000632,-0.1943,-5,37,0,0,0,0,0:00:24
20200722_135257_924157264,36,0.02667,-0.1431,-4,37,0,0,0,0,0:00:24
20200722_135257_924240594,36,0.008432,-0.1757,-4,37,0,0,0,0,0:00:24
20200722_135257_924323924,36,0.025474,-0.1358,-3,37,0,0,0,0,0:00:24
20200722_135257_924423920,36,0.123296,0.0467,-1,37,0,0,0,0,0:00:24
20200722_135257_924540582,37,0.093992,0.0592,0,37,0,0,0,0,0:00:24
20200722_135258_924657244,37,-0.016251,-0.0243,0,37,0,0,0,0,0:00:25
20200722_135258_924740574,37,0.002375,0.0099,0,37,0,0,0,0,0:00:25
20200722_135258_924840570,37,-0.000418,0.0114,-1,37,0,0,0,0,0:00:25
20200722_135258_924907234,37,-4.30E-05,0.0057,-1,37,0,0,0,0,0:00:25
20200722_135258_925007230,38,9.80E-05,0.008,0,37,0,0,0,0,0:00:25
20200722_135258_925107226,38,-3.70E-05,0.0015,0,37,0,0,0,0,0:00:25
20200722_135258_925207222,38,0.05181,0.0971,1,37,0,0,0,0,0:00:25
20200722_135258_925307218,39,0.055552,0.1305,1,37,0,0,0,0,0:00:25
20200722_135258_925407214,39,-0.000808,0.0194,1,37,0,0,0,0,0:00:25
20200722_135258_925507210,40,0.001587,0.0501,1,37,0,0,0,0,0:00:25
20200722_135258_925590540,40,0.000762,0.0823,1,37,0,0,0,0,0:00:25
20200722_135259_925690536,40,0.000777,0.0683,1,37,0,0,0,0,0:00:26
20200722_135259_925773866,41,-0.003147,0.0516,1,37,0,0,0,0,0:00:26
20200722_135259_925857196,41,-0.068218,-0.0748,0,37,0,0,0,0,0:00:26
20200722_135259_925957192,42,-0.051327,-0.0683,-1,37,0,0,0,0,0:00:26
20200722_135259_926057188,42,0.010986,0.052,-1,37,0,0,0,0,0:00:26
20200722_135259_926157184,42,-0.002236,0.0068,-1,37,0,0,0,0,0:00:26
20200722_135259_926240514,43,0.000136,0.0038,-1,37,0,0,0,0,0:00:26
20200722_135259_926323844,43,3.20E-05,0.0023,0,36,0,0,0,0,0:00:26
20200722_135259_926440506,44,-5.50E-05,-0.0042,0,36,0,0,0,0,0:00:26
20200722_135259_926523836,44,0.000139,0.0049,0,37,0,0,0,0,0:00:26
20200722_135300_926607166,45,-5.90E-05,-0.0023,0,37,0,0,0,0,0:00:27
20200722_135300_926723828,45,-3.20E-05,-0.0027,0,37,0,0,0,0,0:00:27
20200722_135300_926807158,45,0.000107,0.0057,0,36,0,0,0,0,0:00:27
20200722_135300_926907154,46,-1.00E-05,0.0049,0,36,0,0,0,0,0:00:27
20200722_135300_927007150,46,5.80E-05,0.008,0,36,0,0,0,0,0:00:27
20200722_135300_927090480,47,-3.00E-06,0.0034,0,36,0,0,0,0,0:00:27
20200722_135300_927173810,47,2.20E-05,0.0068,0,36,0,0,0,0,0:00:27
20200722_135300_927273806,48,-3.00E-06,0.0057,0,36,0,0,0,0,0:00:27
20200722_135300_927373802,48,-4.00E-06,0.0046,0,36,0,0,0,0,0:00:27
20200722_135300_927457132,49,-2.70E-05,0.0019,0,36,0,0,0,0,0:00:27
20200722_135300_927573794,49,2.10E-05,0,0,36,0,0,1,6,0:00:27
20200722_135301_927673790,49,5.00E-06,0.0027,0,36,0,0,1,6,0:00:28
20200722_135301_927757120,50,-5.80E-05,-0.0046,0,36,0,0,1,6,0:00:28
20200722_135301_927857116,50,0.000151,0.0046,0,36,0,0,1,6,0:00:28
20200722_135301_927940446,51,-1.00E-06,0.0053,0,36,0,0,0,6,0:00:28
20200722_135301_928023776,51,5.00E-06,0.0076,0,35,0,0,0,6,0:00:28
20200722_135301_928107106,52,3.20E-05,0.0068,0,35,0,0,0,6,0:00:28
20200722_135301_928207102,52,-7.00E-06,0.0065,0,35,0,0,0,6,0:00:28
20200722_135301_928307098,52,2.30E-05,0.0042,0,35,0,0,1,6,0:00:28
20200722_135301_928390428,53,8.10E-05,0.0076,0,35,0,0,1,6,0:00:28
20200722_135301_928490424,53,-4.60E-05,-0.0019,1,35,0,0,1,6,0:00:28
20200722_135301_928590420,54,0.115823,0.3229,2,35,0,0,1,6,0:00:28
20200722_135302_928690416,54,0.176388,0.5756,4,35,0,0,1,6,0:00:29
20200722_135302_928773746,54,0.185096,0.6557,6,35,0,0,0,6,0:00:29
20200722_135302_928873742,55,0.222596,0.9316,8,35,0,0,0,6,0:00:29
20200722_135302_928957072,55,0.19157,1.1497,9,35,0,0,0,6,0:00:29
20200722_135302_929057068,55,0.136831,1.2431,10,35,0,0,0,6,0:00:29
20200722_135302_929140398,55,0.057815,1.1767,10,35,0,0,1,6,0:00:29
20200722_135302_929240394,55,-0.003546,1.119,10,35,0,0,1,6,0:00:29
20200722_135302_929323724,55,-0.001393,1.1304,10,35,0,0,1,6,0:00:29
20200722_135302_929423720,55,-0.019664,1.1004,10,35,0,0,1,6,0:00:29
20200722_135302_929523716,56,-0.055166,0.9995,9,35,0,0,0,6,0:00:29
20200722_135303_929607046,56,-0.078417,0.8932,8,35,0,0,0,6,0:00:30
20200722_135303_929707042,56,-0.060526,0.8652,8,35,0,0,0,6,0:00:30
20200722_135303_929790372,56,-0.042134,0.831,7,35,0,0,0,6,0:00:30
20200722_135303_929890368,56,-0.057006,0.7566,7,36,0,0,0,6,0:00:30
20200722_135303_929973698,56,-0.078218,0.6295,6,35,0,0,1,6,0:00:30
20200722_135303_930073694,56,-0.092182,0.4713,5,35,0,0,1,6,0:00:30
20200722_135303_930140358,57,-0.103984,0.3958,4,35,0,0,1,6,0:00:30
20200722_135303_930257020,57,-0.100662,0.2926,3,35,0,0,1,6,0:00:30
20200722_135303_930340350,57,-0.084667,0.2019,3,35,0,0,0,6,0:00:30
20200722_135303_930457012,57,-0.105615,0.0315,1,35,0,0,0,6,0:00:30
20200722_135303_930557008,57,-0.136857,-0.0535,0,35,0,0,0,6,0:00:30
20200722_135304_930657004,58,-0.211063,-0.3525,-2,35,0,0,0,6,0:00:31
20200722_135304_930740334,58,-0.278568,-0.9058,-5,35,0,0,1,6,0:00:31
